,Combination,P2,P3,P4,P5,P6,P7,P8,P9
27,pGPD-TATA_OP-UAS_AED,0,5,7,1,0,9,1,5
28,pGPD-TATA_OP-UAS_AEE,0,0,1,3,0,1,4,4
29,pGPD-TATA_OP-UAS_AEF,0,3,3,2,2,20,3,6
30,pGPD-TATA_OP-UAS_AFA,0,0,0,0,0,9,0,0
31,pGPD-TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
32,pGPD-TATA_OP-UAS_AFC,0,2,28,2,9,29,3,1
33,pGPD-TATA_OP-UAS_AFD,1,4,7,2,15,50,6,6
34,pGPD-TATA_OP-UAS_AFE,0,0,0,0,3,4,0,0
35,pGPD-TATA_OP-UAS_AFF,0,0,6,1,3,10,0,0
36,pGPD-TATA_OP-UAS_BAA,0,1,0,0,0,4,1,2
37,pGPD-TATA_OP-UAS_BAB,0,2,1,0,4,1,0,0
38,pGPD-TATA_OP-UAS_BAC,4,11,158,8,47,104,57,4
39,pGPD-TATA_OP-UAS_BAD,1,1,8,1,26,140,3,4
40,pGPD-TATA_OP-UAS_BAE,0,0,0,0,0,7,2,1
41,pGPD-TATA_OP-UAS_BAF,12,50,46,108,206,255,69,17
42,pGPD-TATA_OP-UAS_BBA,0,0,0,0,1,0,0,1
43,pGPD-TATA_OP-UAS_BBB,0,0,1,0,0,0,0,0
44,pGPD-TATA_OP-UAS_BBC,5,50,93,39,47,222,46,43
45,pGPD-TATA_OP-UAS_BBD,0,4,4,1,5,7,0,6
46,pGPD-TATA_OP-UAS_BBE,0,1,1,0,0,4,0,0
47,pGPD-TATA_OP-UAS_BBF,1,1,6,1,16,35,46,1
48,pGPD-TATA_OP-UAS_BCA,0,0,0,0,0,9,2,0
49,pGPD-TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
50,pGPD-TATA_OP-UAS_BCC,0,4,22,1,14,48,61,1
51,pGPD-TATA_OP-UAS_BCD,0,1,3,1,2,24,2,2
52,pGPD-TATA_OP-UAS_BCE,0,0,0,0,0,1,0,0
53,pGPD-TATA_OP-UAS_BCF,1,2,7,0,11,70,13,7
54,pGPD-TATA_OP-UAS_BDA,0,0,1,0,4,0,29,0
55,pGPD-TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
56,pGPD-TATA_OP-UAS_BDC,0,24,109,7,41,135,30,16
57,pGPD-TATA_OP-UAS_BDD,1,15,36,27,37,118,132,3
58,pGPD-TATA_OP-UAS_BDE,0,3,0,0,2,1,0,2
59,pGPD-TATA_OP-UAS_BDF,0,0,1,0,0,1,0,0
60,pGPD-TATA_OP-UAS_BEA,0,1,3,2,1,3,0,0
61,pGPD-TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
62,pGPD-TATA_OP-UAS_BEC,0,5,40,14,18,29,6,4
63,pGPD-TATA_OP-UAS_BED,3,5,5,2,29,12,0,4
64,pGPD-TATA_OP-UAS_BEE,0,0,0,0,0,0,0,2
65,pGPD-TATA_OP-UAS_BEF,3,3,2,1,9,18,37,0
66,pGPD-TATA_OP-UAS_BFA,0,2,3,1,2,1,0,0
67,pGPD-TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
68,pGPD-TATA_OP-UAS_BFC,0,1,28,18,11,28,6,4
69,pGPD-TATA_OP-UAS_BFD,0,0,4,1,12,50,13,1
70,pGPD-TATA_OP-UAS_BFE,0,0,0,0,0,4,0,0
71,pGPD-TATA_OP-UAS_BFF,0,3,8,0,8,49,4,8
72,pGPD-TATA_OP-UAS_CAA,0,1,0,0,1,11,0,3
73,pGPD-TATA_OP-UAS_CAB,2,0,0,0,0,1,0,7
74,pGPD-TATA_OP-UAS_CAC,491,441,911,726,1134,1711,1838,16318
75,pGPD-TATA_OP-UAS_CAD,0,4,5,1,4,22,21,44
76,pGPD-TATA_OP-UAS_CAE,0,3,5,1,5,7,16,43
77,pGPD-TATA_OP-UAS_CAF,5,8,7,9,7,64,34,55
78,pGPD-TATA_OP-UAS_CBA,1,1,1,0,3,8,0,5
79,pGPD-TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
80,pGPD-TATA_OP-UAS_CBC,3,21,16,8,46,79,67,23
81,pGPD-TATA_OP-UAS_CBD,0,8,31,4,7,39,251,134
82,pGPD-TATA_OP-UAS_CBE,0,0,1,0,1,7,1,11
83,pGPD-TATA_OP-UAS_CBF,0,0,7,1,1,30,1,12
84,pGPD-TATA_OP-UAS_CCA,0,0,0,0,0,0,0,0
85,pGPD-TATA_OP-UAS_CCB,0,0,0,0,0,1,0,0
86,pGPD-TATA_OP-UAS_CCC,0,5,18,2,20,43,16,17
87,pGPD-TATA_OP-UAS_CCD,0,1,3,1,0,1,0,3
88,pGPD-TATA_OP-UAS_CCE,0,0,0,0,0,0,0,0
89,pGPD-TATA_OP-UAS_CCF,0,1,2,0,0,9,5,2
90,pGPD-TATA_OP-UAS_CDA,0,0,3,0,0,2,20,1
91,pGPD-TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
92,pGPD-TATA_OP-UAS_CDC,2,10,18,5,22,86,25,22
93,pGPD-TATA_OP-UAS_CDD,0,1,1,0,2,2,7,2
94,pGPD-TATA_OP-UAS_CDE,0,0,0,0,0,0,0,1
95,pGPD-TATA_OP-UAS_CDF,0,4,7,3,4,11,4,9
96,pGPD-TATA_OP-UAS_CEA,0,2,4,0,3,17,4,1
97,pGPD-TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
98,pGPD-TATA_OP-UAS_CEC,3,4,5,2,6,26,1,7
99,pGPD-TATA_OP-UAS_CED,0,4,9,1,1,8,7,3
100,pGPD-TATA_OP-UAS_CEE,0,0,0,0,0,0,0,0
101,pGPD-TATA_OP-UAS_CEF,0,3,0,0,0,20,1,1
102,pGPD-TATA_OP-UAS_CFA,2,0,6,1,9,240,27,3
103,pGPD-TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
104,pGPD-TATA_OP-UAS_CFC,1,4,10,7,15,21,3,6
105,pGPD-TATA_OP-UAS_CFD,0,0,6,0,2,10,5,2
106,pGPD-TATA_OP-UAS_CFE,0,1,0,0,0,0,2,2
107,pGPD-TATA_OP-UAS_CFF,0,0,0,0,5,4,18,8
108,pGPD-TATA_OP-UAS_DAA,0,0,0,0,2,14,1,0
109,pGPD-TATA_OP-UAS_DAB,0,0,0,0,0,46,5,0
110,pGPD-TATA_OP-UAS_DAC,14,37,82,23,52,874,80,14
111,pGPD-TATA_OP-UAS_DAD,1337,1519,2345,2381,4496,175233,19182,911
112,pGPD-TATA_OP-UAS_DAE,5,1,2,4,10,227,28,3
113,pGPD-TATA_OP-UAS_DAF,3,13,31,15,23,580,101,8
114,pGPD-TATA_OP-UAS_DBA,0,0,3,0,3,28,2,1
115,pGPD-TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
116,pGPD-TATA_OP-UAS_DBC,2,7,9,7,22,146,7,2
117,pGPD-TATA_OP-UAS_DBD,1,4,9,4,3,104,20,13
118,pGPD-TATA_OP-UAS_DBE,0,0,0,0,0,9,0,0
119,pGPD-TATA_OP-UAS_DBF,0,7,14,7,6,60,9,4
120,pGPD-TATA_OP-UAS_DCA,1,1,3,1,1,45,2,2
121,pGPD-TATA_OP-UAS_DCB,0,2,0,0,0,0,0,0
122,pGPD-TATA_OP-UAS_DCC,4,0,8,2,33,119,30,6
123,pGPD-TATA_OP-UAS_DCD,0,10,8,3,11,112,52,10
124,pGPD-TATA_OP-UAS_DCE,0,0,0,0,0,1,0,0
125,pGPD-TATA_OP-UAS_DCF,0,3,7,0,6,20,20,11
126,pGPD-TATA_OP-UAS_DDA,1,1,0,0,0,23,2,1
127,pGPD-TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
128,pGPD-TATA_OP-UAS_DDC,8,8,30,5,15,74,30,2
129,pGPD-TATA_OP-UAS_DDD,3,8,5,3,2,20,17,6
130,pGPD-TATA_OP-UAS_DDE,0,0,0,0,2,6,5,0
131,pGPD-TATA_OP-UAS_DDF,0,2,6,1,3,38,9,3
132,pGPD-TATA_OP-UAS_DEA,0,2,2,4,4,46,0,1
133,pGPD-TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
134,pGPD-TATA_OP-UAS_DEC,2,7,12,6,25,112,38,7
135,pGPD-TATA_OP-UAS_DED,23,2,6,3,3,51,13,2
136,pGPD-TATA_OP-UAS_DEE,0,0,2,1,0,0,0,0
137,pGPD-TATA_OP-UAS_DEF,0,4,4,3,0,10,5,1
138,pGPD-TATA_OP-UAS_DFA,0,0,0,3,2,22,55,1
139,pGPD-TATA_OP-UAS_DFB,0,0,0,0,0,0,0,0
140,pGPD-TATA_OP-UAS_DFC,2,12,16,41,40,189,17,9
141,pGPD-TATA_OP-UAS_DFD,2,3,3,3,6,59,7,9
142,pGPD-TATA_OP-UAS_DFE,0,0,1,0,0,3,0,0
143,pGPD-TATA_OP-UAS_DFF,0,4,1,3,3,39,5,9
144,pGPD-TATA_OP-UAS_EAA,0,0,0,0,0,1,0,0
145,pGPD-TATA_OP-UAS_EAB,0,0,0,0,0,0,0,0
146,pGPD-TATA_OP-UAS_EAC,2,7,26,7,15,82,18,4
147,pGPD-TATA_OP-UAS_EAD,0,2,9,0,7,82,30,7
148,pGPD-TATA_OP-UAS_EAE,0,0,0,0,0,2,0,3
149,pGPD-TATA_OP-UAS_EAF,3,2,7,6,7,90,17,13
150,pGPD-TATA_OP-UAS_EBA,0,0,0,0,0,7,1,1
151,pGPD-TATA_OP-UAS_EBB,0,0,0,0,0,4,2,0
152,pGPD-TATA_OP-UAS_EBC,1,8,35,8,52,122,13,17
153,pGPD-TATA_OP-UAS_EBD,0,2,12,0,2,17,5,2
154,pGPD-TATA_OP-UAS_EBE,0,0,3,0,1,2,2,0
155,pGPD-TATA_OP-UAS_EBF,2,7,11,6,8,49,55,10
156,pGPD-TATA_OP-UAS_ECA,0,0,0,0,0,1,0,0
157,pGPD-TATA_OP-UAS_ECB,0,0,0,0,0,0,0,0
158,pGPD-TATA_OP-UAS_ECC,0,6,1,6,14,56,50,8
159,pGPD-TATA_OP-UAS_ECD,0,2,4,2,4,65,6,6
160,pGPD-TATA_OP-UAS_ECE,0,0,0,0,0,0,0,0
161,pGPD-TATA_OP-UAS_ECF,0,0,0,2,1,8,4,2
162,pGPD-TATA_OP-UAS_EDA,0,0,1,0,1,6,0,0
163,pGPD-TATA_OP-UAS_EDB,0,0,0,0,0,0,0,0
164,pGPD-TATA_OP-UAS_EDC,2,4,33,8,27,77,6,4
165,pGPD-TATA_OP-UAS_EDD,0,4,2,2,8,54,88,6
166,pGPD-TATA_OP-UAS_EDE,0,0,0,1,0,4,1,3
167,pGPD-TATA_OP-UAS_EDF,0,4,8,1,0,11,5,5
168,pGPD-TATA_OP-UAS_EEA,0,0,0,0,0,8,0,0
169,pGPD-TATA_OP-UAS_EEB,0,0,0,0,0,1,0,0
170,pGPD-TATA_OP-UAS_EEC,0,3,11,2,2,24,1,7
171,pGPD-TATA_OP-UAS_EED,0,1,1,2,0,8,17,3
172,pGPD-TATA_OP-UAS_EEE,0,0,0,0,0,0,1,0
173,pGPD-TATA_OP-UAS_EEF,0,2,2,2,2,64,36,12
174,pGPD-TATA_OP-UAS_EFA,0,0,1,0,0,7,0,3
175,pGPD-TATA_OP-UAS_EFB,0,0,0,0,0,0,0,0
176,pGPD-TATA_OP-UAS_EFC,0,0,9,5,25,42,2,2
177,pGPD-TATA_OP-UAS_EFD,0,0,2,0,5,21,3,4
178,pGPD-TATA_OP-UAS_EFE,0,0,0,0,0,5,2,2
179,pGPD-TATA_OP-UAS_EFF,1,1,3,2,3,8,4,3
180,pGPD-TATA_OP-UAS_FAA,0,3,13,8,4,0,0,0
181,pGPD-TATA_OP-UAS_FAB,0,2,6,5,2,0,0,0
182,pGPD-TATA_OP-UAS_FAC,13,27,300,67,57,110,46,10
183,pGPD-TATA_OP-UAS_FAD,1,16,72,13,7,89,15,2
184,pGPD-TATA_OP-UAS_FAE,0,0,22,5,0,2,0,1
185,pGPD-TATA_OP-UAS_FAF,143,1447,16330,8379,707,341,166,89
186,pGPD-TATA_OP-UAS_FBA,0,1,0,0,2,3,3,0
187,pGPD-TATA_OP-UAS_FBB,0,0,0,0,0,0,0,0
188,pGPD-TATA_OP-UAS_FBC,10,39,391,85,61,410,79,22
189,pGPD-TATA_OP-UAS_FBD,1,0,9,7,29,46,29,6
190,pGPD-TATA_OP-UAS_FBE,0,0,4,2,0,2,1,0
191,pGPD-TATA_OP-UAS_FBF,0,7,9,1,3,15,18,23
192,pGPD-TATA_OP-UAS_FCA,0,0,4,0,0,1,0,0
193,pGPD-TATA_OP-UAS_FCB,0,0,0,0,0,0,0,0
194,pGPD-TATA_OP-UAS_FCC,1,1,9,4,7,14,30,4
195,pGPD-TATA_OP-UAS_FCD,1,5,3,0,2,3,3,3
196,pGPD-TATA_OP-UAS_FCE,0,0,4,0,2,15,0,0
197,pGPD-TATA_OP-UAS_FCF,0,1,7,1,6,14,17,1
198,pGPD-TATA_OP-UAS_FDA,0,0,4,0,1,5,0,0
199,pGPD-TATA_OP-UAS_FDB,0,0,0,0,0,0,0,0
200,pGPD-TATA_OP-UAS_FDC,0,5,40,7,7,41,4,0
201,pGPD-TATA_OP-UAS_FDD,0,0,7,0,0,24,1,4
202,pGPD-TATA_OP-UAS_FDE,0,0,1,0,0,0,0,0
203,pGPD-TATA_OP-UAS_FDF,1,4,12,0,0,22,14,2
204,pGPD-TATA_OP-UAS_FEA,0,1,1,0,0,10,1,0
205,pGPD-TATA_OP-UAS_FEB,0,0,0,0,0,0,0,0
206,pGPD-TATA_OP-UAS_FEC,3,4,18,14,23,53,10,6
207,pGPD-TATA_OP-UAS_FED,0,0,1,3,1,7,4,3
208,pGPD-TATA_OP-UAS_FEE,0,0,0,0,0,1,0,1
209,pGPD-TATA_OP-UAS_FEF,0,1,3,4,1,16,2,1
210,pGPD-TATA_OP-UAS_FFA,0,0,19,3,5,28,24,2
211,pGPD-TATA_OP-UAS_FFB,0,0,1,0,0,0,0,0
212,pGPD-TATA_OP-UAS_FFC,1,0,10,2,6,3,0,1
213,pGPD-TATA_OP-UAS_FFD,2,0,1,0,0,6,19,0
214,pGPD-TATA_OP-UAS_FFE,0,2,2,0,0,11,0,0
215,pGPD-TATA_OP-UAS_FFF,4,2,17,3,6,31,23,4
216,pGPD-OP_TATA_OP-UAS_AAA,0,0,0,0,0,0,0,0
217,pGPD-OP_TATA_OP-UAS_AAB,0,0,0,0,0,0,0,3
218,pGPD-OP_TATA_OP-UAS_AAC,9,12,18,10,18,23,12,53
219,pGPD-OP_TATA_OP-UAS_AAD,0,0,1,3,3,6,1,2
220,pGPD-OP_TATA_OP-UAS_AAE,0,0,0,0,0,3,4,1
221,pGPD-OP_TATA_OP-UAS_AAF,4,2,10,6,12,28,9,41
222,pGPD-OP_TATA_OP-UAS_ABA,0,0,5,1,1,0,0,0
223,pGPD-OP_TATA_OP-UAS_ABB,0,0,0,0,0,0,0,0
224,pGPD-OP_TATA_OP-UAS_ABC,13,8,24,8,66,84,72,68
225,pGPD-OP_TATA_OP-UAS_ABD,1,2,16,4,4,18,29,71
226,pGPD-OP_TATA_OP-UAS_ABE,0,0,0,1,3,8,1,0
227,pGPD-OP_TATA_OP-UAS_ABF,0,3,11,3,4,12,53,26
228,pGPD-OP_TATA_OP-UAS_ACA,0,0,0,0,0,1,2,7
229,pGPD-OP_TATA_OP-UAS_ACB,0,0,0,0,0,0,0,0
230,pGPD-OP_TATA_OP-UAS_ACC,4,14,17,5,39,62,34,43
231,pGPD-OP_TATA_OP-UAS_ACD,0,9,11,5,15,59,20,34
232,pGPD-OP_TATA_OP-UAS_ACE,0,2,1,5,1,8,3,8
233,pGPD-OP_TATA_OP-UAS_ACF,4,3,3,7,3,4,8,20
234,pGPD-OP_TATA_OP-UAS_ADA,0,0,0,0,1,1,2,4
235,pGPD-OP_TATA_OP-UAS_ADB,0,0,0,0,0,0,0,0
236,pGPD-OP_TATA_OP-UAS_ADC,25,22,85,13,76,84,52,98
237,pGPD-OP_TATA_OP-UAS_ADD,9,1,7,2,1,3,16,50
238,pGPD-OP_TATA_OP-UAS_ADE,0,4,1,0,1,0,1,7
239,pGPD-OP_TATA_OP-UAS_ADF,2,6,8,5,9,32,45,32
240,pGPD-OP_TATA_OP-UAS_AEA,6,6,3,3,16,9,21,50
241,pGPD-OP_TATA_OP-UAS_AEB,0,1,2,5,10,4,4,21
242,pGPD-OP_TATA_OP-UAS_AEC,17,31,42,11,65,58,43,170
243,pGPD-OP_TATA_OP-UAS_AED,9,9,21,9,20,18,43,132
244,pGPD-OP_TATA_OP-UAS_AEE,2,3,1,4,5,8,12,51
245,pGPD-OP_TATA_OP-UAS_AEF,2091,2815,5651,4208,5200,9688,16022,55105
246,pGPD-OP_TATA_OP-UAS_AFA,0,2,3,0,4,1,11,9
247,pGPD-OP_TATA_OP-UAS_AFB,0,0,0,0,0,0,0,2
248,pGPD-OP_TATA_OP-UAS_AFC,10,11,15,11,46,48,47,52
249,pGPD-OP_TATA_OP-UAS_AFD,1,9,15,7,14,38,13,22
250,pGPD-OP_TATA_OP-UAS_AFE,0,0,0,0,0,2,0,0
251,pGPD-OP_TATA_OP-UAS_AFF,1,11,4,0,8,17,2,28
252,pGPD-OP_TATA_OP-UAS_BAA,0,0,0,0,0,0,2,0
253,pGPD-OP_TATA_OP-UAS_BAB,0,0,0,0,0,0,0,0
254,pGPD-OP_TATA_OP-UAS_BAC,7,11,35,15,56,49,26,20
255,pGPD-OP_TATA_OP-UAS_BAD,0,0,6,1,5,45,0,12
256,pGPD-OP_TATA_OP-UAS_BAE,0,0,1,1,0,16,1,0
257,pGPD-OP_TATA_OP-UAS_BAF,4,3,6,6,20,39,7,9
258,pGPD-OP_TATA_OP-UAS_BBA,0,1,1,0,0,0,2,1
259,pGPD-OP_TATA_OP-UAS_BBB,0,0,0,1,0,0,0,0
260,pGPD-OP_TATA_OP-UAS_BBC,3,17,27,14,60,57,92,50
261,pGPD-OP_TATA_OP-UAS_BBD,3,9,20,12,33,31,2,18
262,pGPD-OP_TATA_OP-UAS_BBE,0,0,0,0,6,1,0,1
263,pGPD-OP_TATA_OP-UAS_BBF,1,4,13,0,11,33,51,19
264,pGPD-OP_TATA_OP-UAS_BCA,0,1,0,0,7,11,3,1
265,pGPD-OP_TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
266,pGPD-OP_TATA_OP-UAS_BCC,0,9,14,2,29,23,18,25
267,pGPD-OP_TATA_OP-UAS_BCD,10,31,95,59,57,155,214,1097
268,pGPD-OP_TATA_OP-UAS_BCE,0,1,0,0,0,0,1,0
269,pGPD-OP_TATA_OP-UAS_BCF,0,0,6,1,0,18,2,19
270,pGPD-OP_TATA_OP-UAS_BDA,0,0,1,0,2,9,0,2
271,pGPD-OP_TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
272,pGPD-OP_TATA_OP-UAS_BDC,2,9,48,4,48,35,13,21
273,pGPD-OP_TATA_OP-UAS_BDD,0,1,4,0,27,16,5,4
274,pGPD-OP_TATA_OP-UAS_BDE,0,0,0,0,0,0,0,0
275,pGPD-OP_TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
276,pGPD-OP_TATA_OP-UAS_BEA,0,0,4,0,7,17,5,5
277,pGPD-OP_TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
278,pGPD-OP_TATA_OP-UAS_BEC,0,1,23,1,31,35,14,16
279,pGPD-OP_TATA_OP-UAS_BED,0,5,7,0,7,8,59,16
280,pGPD-OP_TATA_OP-UAS_BEE,0,0,0,0,0,0,2,3
281,pGPD-OP_TATA_OP-UAS_BEF,2,5,9,5,11,47,25,12
282,pGPD-OP_TATA_OP-UAS_BFA,3,7,3,2,16,4,19,32
283,pGPD-OP_TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
284,pGPD-OP_TATA_OP-UAS_BFC,1,0,16,5,32,25,8,8
285,pGPD-OP_TATA_OP-UAS_BFD,0,0,4,0,6,28,0,12
286,pGPD-OP_TATA_OP-UAS_BFE,0,0,0,0,0,0,0,1
287,pGPD-OP_TATA_OP-UAS_BFF,0,1,3,0,1,17,2,5
288,pGPD-OP_TATA_OP-UAS_CAA,0,0,0,0,0,2,0,0
289,pGPD-OP_TATA_OP-UAS_CAB,0,0,0,0,0,0,0,0
290,pGPD-OP_TATA_OP-UAS_CAC,1,4,16,6,26,27,30,27
291,pGPD-OP_TATA_OP-UAS_CAD,1,1,5,0,2,28,16,5
292,pGPD-OP_TATA_OP-UAS_CAE,0,0,0,0,1,13,0,0
293,pGPD-OP_TATA_OP-UAS_CAF,0,3,3,1,3,49,3,1
294,pGPD-OP_TATA_OP-UAS_CBA,0,0,1,0,0,0,0,3
295,pGPD-OP_TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
296,pGPD-OP_TATA_OP-UAS_CBC,1,7,18,4,47,94,45,29
297,pGPD-OP_TATA_OP-UAS_CBD,1,1,9,0,2,4,51,10
298,pGPD-OP_TATA_OP-UAS_CBE,0,0,2,1,1,7,7,0
299,pGPD-OP_TATA_OP-UAS_CBF,0,1,8,0,2,11,4,17
300,pGPD-OP_TATA_OP-UAS_CCA,0,0,0,0,0,0,3,1
301,pGPD-OP_TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
302,pGPD-OP_TATA_OP-UAS_CCC,2,6,8,1,12,21,6,9
303,pGPD-OP_TATA_OP-UAS_CCD,0,0,7,0,0,8,0,2
304,pGPD-OP_TATA_OP-UAS_CCE,0,0,5,0,0,1,0,1
305,pGPD-OP_TATA_OP-UAS_CCF,0,0,7,0,0,3,2,1
306,pGPD-OP_TATA_OP-UAS_CDA,0,0,1,0,2,6,1,5
307,pGPD-OP_TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
308,pGPD-OP_TATA_OP-UAS_CDC,0,2,18,5,38,29,26,6
309,pGPD-OP_TATA_OP-UAS_CDD,0,0,7,0,3,4,5,12
310,pGPD-OP_TATA_OP-UAS_CDE,0,0,0,0,1,2,0,2
311,pGPD-OP_TATA_OP-UAS_CDF,0,7,1,2,0,14,11,5
312,pGPD-OP_TATA_OP-UAS_CEA,0,0,0,0,0,0,0,0
313,pGPD-OP_TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
314,pGPD-OP_TATA_OP-UAS_CEC,2,2,8,0,13,13,0,6
315,pGPD-OP_TATA_OP-UAS_CED,0,2,4,0,1,16,1,5
316,pGPD-OP_TATA_OP-UAS_CEE,0,2,0,0,0,1,0,0
317,pGPD-OP_TATA_OP-UAS_CEF,0,0,0,1,1,14,2,4
318,pGPD-OP_TATA_OP-UAS_CFA,0,1,3,0,0,7,0,1
319,pGPD-OP_TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
320,pGPD-OP_TATA_OP-UAS_CFC,0,5,6,0,15,23,7,16
321,pGPD-OP_TATA_OP-UAS_CFD,1,1,4,0,0,15,7,7
322,pGPD-OP_TATA_OP-UAS_CFE,0,1,0,0,1,0,0,0
323,pGPD-OP_TATA_OP-UAS_CFF,0,5,5,4,1,19,38,7
324,pGPD-OP_TATA_OP-UAS_DAA,0,0,0,0,0,1,0,0
325,pGPD-OP_TATA_OP-UAS_DAB,0,0,0,0,0,0,0,0
326,pGPD-OP_TATA_OP-UAS_DAC,1,24,49,4,59,50,18,31
327,pGPD-OP_TATA_OP-UAS_DAD,4,6,14,0,11,521,43,5
328,pGPD-OP_TATA_OP-UAS_DAE,0,0,0,0,0,7,0,0
329,pGPD-OP_TATA_OP-UAS_DAF,2,3,17,0,13,34,6,10
330,pGPD-OP_TATA_OP-UAS_DBA,0,0,2,0,0,9,2,1
331,pGPD-OP_TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
332,pGPD-OP_TATA_OP-UAS_DBC,4,8,11,4,57,79,59,24
333,pGPD-OP_TATA_OP-UAS_DBD,0,1,24,1,10,41,60,12
334,pGPD-OP_TATA_OP-UAS_DBE,0,0,1,0,2,10,12,0
335,pGPD-OP_TATA_OP-UAS_DBF,3,2,16,0,4,29,25,8
336,pGPD-OP_TATA_OP-UAS_DCA,0,0,0,0,1,7,0,0
337,pGPD-OP_TATA_OP-UAS_DCB,0,0,0,0,0,0,0,0
338,pGPD-OP_TATA_OP-UAS_DCC,2,4,2,5,14,30,2,7
339,pGPD-OP_TATA_OP-UAS_DCD,0,0,9,0,1,11,2,10
340,pGPD-OP_TATA_OP-UAS_DCE,0,0,1,0,2,1,0,3
341,pGPD-OP_TATA_OP-UAS_DCF,0,1,0,2,1,1,2,2
342,pGPD-OP_TATA_OP-UAS_DDA,0,0,2,0,4,11,2,0
343,pGPD-OP_TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
344,pGPD-OP_TATA_OP-UAS_DDC,0,6,16,5,23,16,8,19
345,pGPD-OP_TATA_OP-UAS_DDD,0,4,1,1,2,2,5,6
346,pGPD-OP_TATA_OP-UAS_DDE,0,0,0,0,0,3,0,3
347,pGPD-OP_TATA_OP-UAS_DDF,1,8,15,4,12,22,27,33
348,pGPD-OP_TATA_OP-UAS_DEA,0,5,2,0,5,12,2,2
349,pGPD-OP_TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
350,pGPD-OP_TATA_OP-UAS_DEC,2,2,3,6,33,46,19,22
351,pGPD-OP_TATA_OP-UAS_DED,3,3,6,0,5,15,6,11
352,pGPD-OP_TATA_OP-UAS_DEE,0,0,0,0,0,0,0,2
353,pGPD-OP_TATA_OP-UAS_DEF,0,2,0,1,0,4,4,3
354,pGPD-OP_TATA_OP-UAS_DFA,0,1,1,0,1,4,2,3
