,Combination,P2,P3,P4,P5,P6,P7,P8,P9
27,pGPD-TATA_OP-UAS_AED,0,0,2,0,2,10,3,2
28,pGPD-TATA_OP-UAS_AEE,0,0,2,0,0,1,3,0
29,pGPD-TATA_OP-UAS_AEF,0,0,5,0,3,4,8,3
30,pGPD-TATA_OP-UAS_AFA,0,0,0,0,0,0,1,1
31,pGPD-TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
32,pGPD-TATA_OP-UAS_AFC,2,5,9,4,10,9,6,3
33,pGPD-TATA_OP-UAS_AFD,0,8,5,3,5,54,12,5
34,pGPD-TATA_OP-UAS_AFE,0,0,0,0,0,1,0,0
35,pGPD-TATA_OP-UAS_AFF,0,0,1,0,2,7,2,0
36,pGPD-TATA_OP-UAS_BAA,0,6,1,0,0,10,6,0
37,pGPD-TATA_OP-UAS_BAB,0,0,0,0,3,8,0,0
38,pGPD-TATA_OP-UAS_BAC,5,13,78,22,44,35,35,12
39,pGPD-TATA_OP-UAS_BAD,0,2,7,3,2,73,10,2
40,pGPD-TATA_OP-UAS_BAE,0,0,4,0,2,1,1,0
41,pGPD-TATA_OP-UAS_BAF,1,34,50,246,177,114,82,4
42,pGPD-TATA_OP-UAS_BBA,0,1,1,2,0,3,0,4
43,pGPD-TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
44,pGPD-TATA_OP-UAS_BBC,111,35,65,8,32,106,61,47
45,pGPD-TATA_OP-UAS_BBD,0,1,5,1,3,11,2,3
46,pGPD-TATA_OP-UAS_BBE,0,1,2,1,0,0,0,0
47,pGPD-TATA_OP-UAS_BBF,3,1,6,1,0,28,29,5
48,pGPD-TATA_OP-UAS_BCA,0,0,0,1,2,17,0,0
49,pGPD-TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
50,pGPD-TATA_OP-UAS_BCC,0,1,1,0,13,6,14,4
51,pGPD-TATA_OP-UAS_BCD,0,0,1,0,0,11,6,3
52,pGPD-TATA_OP-UAS_BCE,0,0,0,0,0,1,4,0
53,pGPD-TATA_OP-UAS_BCF,0,5,1,0,3,55,25,2
54,pGPD-TATA_OP-UAS_BDA,0,0,0,0,1,5,4,2
55,pGPD-TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
56,pGPD-TATA_OP-UAS_BDC,3,10,40,15,32,54,43,26
57,pGPD-TATA_OP-UAS_BDD,1,2,11,2,7,112,74,3
58,pGPD-TATA_OP-UAS_BDE,0,1,0,0,1,1,7,2
59,pGPD-TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
60,pGPD-TATA_OP-UAS_BEA,0,1,0,1,0,3,0,0
61,pGPD-TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
62,pGPD-TATA_OP-UAS_BEC,0,3,19,9,16,19,3,3
63,pGPD-TATA_OP-UAS_BED,4,2,2,4,17,28,4,3
64,pGPD-TATA_OP-UAS_BEE,0,0,0,0,0,2,0,0
65,pGPD-TATA_OP-UAS_BEF,0,0,2,7,8,18,2,2
66,pGPD-TATA_OP-UAS_BFA,0,0,0,0,0,8,2,0
67,pGPD-TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
68,pGPD-TATA_OP-UAS_BFC,1,1,4,4,28,20,7,3
69,pGPD-TATA_OP-UAS_BFD,0,9,1,0,4,54,4,1
70,pGPD-TATA_OP-UAS_BFE,0,0,0,0,0,3,0,1
71,pGPD-TATA_OP-UAS_BFF,0,3,2,0,3,29,9,2
72,pGPD-TATA_OP-UAS_CAA,0,0,5,0,0,8,4,2
73,pGPD-TATA_OP-UAS_CAB,0,0,1,0,0,0,2,4
74,pGPD-TATA_OP-UAS_CAC,257,295,478,558,707,1030,1362,10542
75,pGPD-TATA_OP-UAS_CAD,0,3,6,1,3,30,16,48
76,pGPD-TATA_OP-UAS_CAE,0,3,0,0,1,7,9,13
77,pGPD-TATA_OP-UAS_CAF,0,5,5,9,3,37,21,44
78,pGPD-TATA_OP-UAS_CBA,0,1,3,0,1,4,5,4
79,pGPD-TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
80,pGPD-TATA_OP-UAS_CBC,3,6,17,7,27,82,39,27
81,pGPD-TATA_OP-UAS_CBD,63,19,33,32,10,61,342,409
82,pGPD-TATA_OP-UAS_CBE,0,4,1,2,0,8,7,2
83,pGPD-TATA_OP-UAS_CBF,0,2,2,1,3,37,4,9
84,pGPD-TATA_OP-UAS_CCA,0,0,1,0,0,2,0,0
85,pGPD-TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
86,pGPD-TATA_OP-UAS_CCC,0,3,13,6,8,21,8,13
87,pGPD-TATA_OP-UAS_CCD,0,0,0,0,0,1,1,10
88,pGPD-TATA_OP-UAS_CCE,0,0,0,0,0,0,0,0
89,pGPD-TATA_OP-UAS_CCF,0,2,0,0,1,1,3,4
90,pGPD-TATA_OP-UAS_CDA,0,1,0,0,0,0,3,1
91,pGPD-TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
92,pGPD-TATA_OP-UAS_CDC,1,6,15,4,15,33,26,28
93,pGPD-TATA_OP-UAS_CDD,0,0,0,0,1,8,15,7
94,pGPD-TATA_OP-UAS_CDE,0,0,0,0,0,1,0,1
95,pGPD-TATA_OP-UAS_CDF,1,2,2,1,0,9,13,16
96,pGPD-TATA_OP-UAS_CEA,2,1,2,1,0,9,16,4
97,pGPD-TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
98,pGPD-TATA_OP-UAS_CEC,0,1,4,4,5,3,7,12
99,pGPD-TATA_OP-UAS_CED,0,2,0,0,0,7,4,5
100,pGPD-TATA_OP-UAS_CEE,0,0,0,0,0,0,0,0
101,pGPD-TATA_OP-UAS_CEF,0,1,0,0,0,19,2,4
102,pGPD-TATA_OP-UAS_CFA,0,1,0,1,2,114,61,1
103,pGPD-TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
104,pGPD-TATA_OP-UAS_CFC,3,4,4,3,3,39,3,13
105,pGPD-TATA_OP-UAS_CFD,0,1,2,0,1,2,2,12
106,pGPD-TATA_OP-UAS_CFE,0,0,0,2,0,1,0,0
107,pGPD-TATA_OP-UAS_CFF,2,0,0,1,0,3,3,3
108,pGPD-TATA_OP-UAS_DAA,0,0,0,0,0,8,2,0
109,pGPD-TATA_OP-UAS_DAB,1,1,0,0,3,61,9,0
110,pGPD-TATA_OP-UAS_DAC,14,24,28,26,27,668,92,8
111,pGPD-TATA_OP-UAS_DAD,726,1174,1487,2201,3059,138660,15333,790
112,pGPD-TATA_OP-UAS_DAE,4,2,5,6,8,222,32,3
113,pGPD-TATA_OP-UAS_DAF,3,16,31,26,17,575,70,7
114,pGPD-TATA_OP-UAS_DBA,0,0,0,0,0,29,6,0
115,pGPD-TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
116,pGPD-TATA_OP-UAS_DBC,4,9,9,3,13,78,27,10
117,pGPD-TATA_OP-UAS_DBD,1,5,3,6,4,142,27,6
118,pGPD-TATA_OP-UAS_DBE,0,0,0,0,0,1,0,0
119,pGPD-TATA_OP-UAS_DBF,0,2,5,0,4,46,11,5
120,pGPD-TATA_OP-UAS_DCA,1,0,0,2,0,38,12,0
121,pGPD-TATA_OP-UAS_DCB,0,1,0,0,0,3,0,0
122,pGPD-TATA_OP-UAS_DCC,1,2,7,6,7,117,26,8
123,pGPD-TATA_OP-UAS_DCD,0,2,8,3,1,83,33,3
124,pGPD-TATA_OP-UAS_DCE,0,0,0,0,0,3,0,0
125,pGPD-TATA_OP-UAS_DCF,1,1,2,8,8,19,24,3
126,pGPD-TATA_OP-UAS_DDA,0,0,1,1,0,33,0,0
127,pGPD-TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
128,pGPD-TATA_OP-UAS_DDC,4,5,9,10,26,73,21,1
129,pGPD-TATA_OP-UAS_DDD,2,2,8,6,8,17,26,12
130,pGPD-TATA_OP-UAS_DDE,0,3,1,0,0,0,4,0
131,pGPD-TATA_OP-UAS_DDF,0,2,4,0,7,31,10,11
132,pGPD-TATA_OP-UAS_DEA,0,0,0,1,1,35,3,1
133,pGPD-TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
134,pGPD-TATA_OP-UAS_DEC,1,6,6,0,18,104,30,13
135,pGPD-TATA_OP-UAS_DED,14,4,4,2,2,54,15,3
136,pGPD-TATA_OP-UAS_DEE,0,1,0,0,0,1,2,0
137,pGPD-TATA_OP-UAS_DEF,0,2,3,1,4,18,2,0
138,pGPD-TATA_OP-UAS_DFA,0,0,0,0,0,18,11,1
139,pGPD-TATA_OP-UAS_DFB,0,0,0,0,0,0,0,0
140,pGPD-TATA_OP-UAS_DFC,0,2,3,9,19,272,26,3
141,pGPD-TATA_OP-UAS_DFD,2,3,0,0,2,48,25,6
142,pGPD-TATA_OP-UAS_DFE,0,1,0,0,0,2,0,0
143,pGPD-TATA_OP-UAS_DFF,4,2,4,6,1,32,7,4
144,pGPD-TATA_OP-UAS_EAA,0,0,1,0,0,2,1,1
145,pGPD-TATA_OP-UAS_EAB,0,0,0,0,0,0,0,0
146,pGPD-TATA_OP-UAS_EAC,0,6,6,16,13,40,21,6
147,pGPD-TATA_OP-UAS_EAD,0,6,4,5,2,62,46,12
148,pGPD-TATA_OP-UAS_EAE,0,1,0,0,0,4,1,2
149,pGPD-TATA_OP-UAS_EAF,2,12,3,7,5,63,16,3
150,pGPD-TATA_OP-UAS_EBA,0,1,3,1,2,18,2,1
151,pGPD-TATA_OP-UAS_EBB,0,0,0,0,2,5,3,0
152,pGPD-TATA_OP-UAS_EBC,1,6,14,8,14,69,30,16
153,pGPD-TATA_OP-UAS_EBD,0,0,9,2,3,24,20,3
154,pGPD-TATA_OP-UAS_EBE,0,0,0,0,0,2,0,1
155,pGPD-TATA_OP-UAS_EBF,1,2,4,6,9,35,51,11
156,pGPD-TATA_OP-UAS_ECA,0,0,0,0,0,3,0,0
157,pGPD-TATA_OP-UAS_ECB,0,0,0,0,0,2,0,0
158,pGPD-TATA_OP-UAS_ECC,1,16,8,3,12,46,32,11
159,pGPD-TATA_OP-UAS_ECD,0,6,3,2,0,50,17,4
160,pGPD-TATA_OP-UAS_ECE,0,0,0,0,0,0,0,0
161,pGPD-TATA_OP-UAS_ECF,0,0,1,1,0,5,9,2
162,pGPD-TATA_OP-UAS_EDA,0,0,0,0,0,8,1,0
163,pGPD-TATA_OP-UAS_EDB,0,0,0,0,0,0,0,0
164,pGPD-TATA_OP-UAS_EDC,3,8,6,4,16,35,11,12
165,pGPD-TATA_OP-UAS_EDD,1,9,3,17,6,46,47,5
166,pGPD-TATA_OP-UAS_EDE,0,0,0,0,1,3,4,2
167,pGPD-TATA_OP-UAS_EDF,1,1,1,3,0,13,12,3
168,pGPD-TATA_OP-UAS_EEA,0,0,0,1,0,7,1,2
169,pGPD-TATA_OP-UAS_EEB,0,0,0,0,0,0,0,0
170,pGPD-TATA_OP-UAS_EEC,2,0,2,1,1,23,3,1
171,pGPD-TATA_OP-UAS_EED,0,0,0,0,1,12,1,4
172,pGPD-TATA_OP-UAS_EEE,0,0,0,0,0,0,0,0
173,pGPD-TATA_OP-UAS_EEF,0,4,4,0,5,52,11,9
174,pGPD-TATA_OP-UAS_EFA,0,3,0,0,0,1,0,0
175,pGPD-TATA_OP-UAS_EFB,0,0,0,0,0,0,0,0
176,pGPD-TATA_OP-UAS_EFC,3,2,7,4,26,38,6,2
177,pGPD-TATA_OP-UAS_EFD,0,0,0,0,0,23,5,1
178,pGPD-TATA_OP-UAS_EFE,0,0,0,0,0,1,3,1
179,pGPD-TATA_OP-UAS_EFF,1,0,1,0,0,8,6,10
180,pGPD-TATA_OP-UAS_FAA,0,2,29,5,0,2,0,0
181,pGPD-TATA_OP-UAS_FAB,0,3,1,5,0,0,0,0
182,pGPD-TATA_OP-UAS_FAC,85,29,201,84,46,58,22,10
183,pGPD-TATA_OP-UAS_FAD,3,5,64,15,14,52,10,3
184,pGPD-TATA_OP-UAS_FAE,2,3,12,1,0,0,0,0
185,pGPD-TATA_OP-UAS_FAF,230,1295,12093,7255,674,362,123,50
186,pGPD-TATA_OP-UAS_FBA,0,0,1,2,0,6,5,1
187,pGPD-TATA_OP-UAS_FBB,0,0,0,0,0,0,0,0
188,pGPD-TATA_OP-UAS_FBC,9,72,565,112,51,325,81,34
189,pGPD-TATA_OP-UAS_FBD,2,1,7,16,34,30,22,9
190,pGPD-TATA_OP-UAS_FBE,1,0,1,0,0,4,1,0
191,pGPD-TATA_OP-UAS_FBF,0,0,11,7,5,12,12,15
192,pGPD-TATA_OP-UAS_FCA,0,0,0,0,0,1,0,0
193,pGPD-TATA_OP-UAS_FCB,0,0,0,0,0,0,2,0
194,pGPD-TATA_OP-UAS_FCC,1,2,7,4,10,29,13,7
195,pGPD-TATA_OP-UAS_FCD,0,1,4,2,0,7,14,0
196,pGPD-TATA_OP-UAS_FCE,0,1,0,0,0,11,2,0
197,pGPD-TATA_OP-UAS_FCF,0,2,6,2,1,14,7,8
198,pGPD-TATA_OP-UAS_FDA,0,0,0,0,0,2,0,1
199,pGPD-TATA_OP-UAS_FDB,0,0,0,0,0,0,0,0
200,pGPD-TATA_OP-UAS_FDC,0,6,18,11,8,10,23,6
201,pGPD-TATA_OP-UAS_FDD,0,0,6,2,1,5,4,2
202,pGPD-TATA_OP-UAS_FDE,0,0,0,0,0,0,0,0
203,pGPD-TATA_OP-UAS_FDF,2,1,5,2,4,5,7,6
204,pGPD-TATA_OP-UAS_FEA,0,0,2,0,0,4,0,3
205,pGPD-TATA_OP-UAS_FEB,0,0,0,0,0,0,0,0
206,pGPD-TATA_OP-UAS_FEC,4,10,17,16,13,26,4,6
207,pGPD-TATA_OP-UAS_FED,0,0,1,3,0,6,0,4
208,pGPD-TATA_OP-UAS_FEE,0,0,0,0,0,0,0,0
209,pGPD-TATA_OP-UAS_FEF,0,2,0,0,0,8,8,1
210,pGPD-TATA_OP-UAS_FFA,0,0,1,1,0,5,3,2
211,pGPD-TATA_OP-UAS_FFB,0,0,0,0,0,0,0,0
212,pGPD-TATA_OP-UAS_FFC,0,0,1,2,0,5,1,0
213,pGPD-TATA_OP-UAS_FFD,0,0,0,3,0,11,1,1
214,pGPD-TATA_OP-UAS_FFE,0,0,3,0,0,10,0,0
215,pGPD-TATA_OP-UAS_FFF,3,0,9,3,6,15,9,5
216,pGPD-OP_TATA_OP-UAS_AAA,0,0,0,0,0,0,0,0
217,pGPD-OP_TATA_OP-UAS_AAB,0,0,0,0,0,0,0,0
218,pGPD-OP_TATA_OP-UAS_AAC,2,4,17,3,17,15,24,39
219,pGPD-OP_TATA_OP-UAS_AAD,0,3,0,1,3,5,5,5
220,pGPD-OP_TATA_OP-UAS_AAE,0,0,0,0,1,6,0,5
221,pGPD-OP_TATA_OP-UAS_AAF,1,6,9,1,9,27,33,25
222,pGPD-OP_TATA_OP-UAS_ABA,0,1,0,0,0,0,0,2
223,pGPD-OP_TATA_OP-UAS_ABB,0,0,0,0,0,0,4,0
224,pGPD-OP_TATA_OP-UAS_ABC,17,11,26,5,61,85,59,69
225,pGPD-OP_TATA_OP-UAS_ABD,0,6,4,7,7,14,65,72
226,pGPD-OP_TATA_OP-UAS_ABE,0,0,0,1,0,7,2,2
227,pGPD-OP_TATA_OP-UAS_ABF,4,4,5,2,2,12,35,43
228,pGPD-OP_TATA_OP-UAS_ACA,0,0,6,0,0,0,4,10
229,pGPD-OP_TATA_OP-UAS_ACB,0,0,0,0,0,0,2,0
230,pGPD-OP_TATA_OP-UAS_ACC,5,11,10,9,30,62,25,78
231,pGPD-OP_TATA_OP-UAS_ACD,2,1,2,3,10,45,28,26
232,pGPD-OP_TATA_OP-UAS_ACE,0,1,3,0,0,4,3,5
233,pGPD-OP_TATA_OP-UAS_ACF,0,1,5,2,2,12,15,30
234,pGPD-OP_TATA_OP-UAS_ADA,0,0,0,0,1,1,2,4
235,pGPD-OP_TATA_OP-UAS_ADB,0,0,0,0,0,0,0,0
236,pGPD-OP_TATA_OP-UAS_ADC,10,13,59,32,76,98,74,93
237,pGPD-OP_TATA_OP-UAS_ADD,2,3,11,6,4,8,26,34
238,pGPD-OP_TATA_OP-UAS_ADE,0,0,0,0,5,0,3,0
239,pGPD-OP_TATA_OP-UAS_ADF,0,5,6,5,2,23,53,36
240,pGPD-OP_TATA_OP-UAS_AEA,1,13,6,8,10,9,22,76
241,pGPD-OP_TATA_OP-UAS_AEB,1,1,2,0,3,2,17,46
242,pGPD-OP_TATA_OP-UAS_AEC,10,20,31,16,66,90,79,200
243,pGPD-OP_TATA_OP-UAS_AED,5,9,7,12,14,31,60,124
244,pGPD-OP_TATA_OP-UAS_AEE,1,2,5,4,3,1,23,36
245,pGPD-OP_TATA_OP-UAS_AEF,1348,1608,2381,2736,3473,6126,10492,34306
246,pGPD-OP_TATA_OP-UAS_AFA,0,0,0,0,1,3,13,5
247,pGPD-OP_TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
248,pGPD-OP_TATA_OP-UAS_AFC,4,5,15,7,28,34,55,39
249,pGPD-OP_TATA_OP-UAS_AFD,3,5,6,1,3,29,23,23
250,pGPD-OP_TATA_OP-UAS_AFE,0,0,0,0,0,0,0,0
251,pGPD-OP_TATA_OP-UAS_AFF,0,3,2,0,11,19,8,30
252,pGPD-OP_TATA_OP-UAS_BAA,0,0,0,0,0,1,0,1
253,pGPD-OP_TATA_OP-UAS_BAB,0,0,0,0,0,0,0,0
254,pGPD-OP_TATA_OP-UAS_BAC,0,7,7,7,56,55,7,20
255,pGPD-OP_TATA_OP-UAS_BAD,0,6,1,0,5,18,14,2
256,pGPD-OP_TATA_OP-UAS_BAE,0,0,1,0,0,1,4,0
257,pGPD-OP_TATA_OP-UAS_BAF,0,11,3,2,11,36,10,3
258,pGPD-OP_TATA_OP-UAS_BBA,0,0,1,0,0,0,5,4
259,pGPD-OP_TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
260,pGPD-OP_TATA_OP-UAS_BBC,3,8,16,14,56,82,29,37
261,pGPD-OP_TATA_OP-UAS_BBD,0,5,3,15,20,27,7,24
262,pGPD-OP_TATA_OP-UAS_BBE,0,0,0,0,0,5,0,0
263,pGPD-OP_TATA_OP-UAS_BBF,0,2,2,0,10,24,20,3
264,pGPD-OP_TATA_OP-UAS_BCA,0,3,0,0,3,11,7,0
265,pGPD-OP_TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
266,pGPD-OP_TATA_OP-UAS_BCC,0,2,4,2,16,47,13,14
267,pGPD-OP_TATA_OP-UAS_BCD,0,14,49,36,38,116,150,568
268,pGPD-OP_TATA_OP-UAS_BCE,0,0,0,0,0,0,0,0
269,pGPD-OP_TATA_OP-UAS_BCF,0,3,1,0,3,7,8,4
270,pGPD-OP_TATA_OP-UAS_BDA,0,1,0,2,6,6,3,0
271,pGPD-OP_TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
272,pGPD-OP_TATA_OP-UAS_BDC,3,13,25,9,53,47,16,23
273,pGPD-OP_TATA_OP-UAS_BDD,2,4,4,1,9,15,8,6
274,pGPD-OP_TATA_OP-UAS_BDE,0,0,0,1,0,0,0,0
275,pGPD-OP_TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
276,pGPD-OP_TATA_OP-UAS_BEA,0,0,0,0,4,12,6,1
277,pGPD-OP_TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
278,pGPD-OP_TATA_OP-UAS_BEC,1,5,13,4,32,47,7,16
279,pGPD-OP_TATA_OP-UAS_BED,0,0,4,0,3,8,13,14
280,pGPD-OP_TATA_OP-UAS_BEE,0,0,0,0,0,0,0,0
281,pGPD-OP_TATA_OP-UAS_BEF,1,4,1,1,7,27,3,4
282,pGPD-OP_TATA_OP-UAS_BFA,0,0,0,2,5,20,23,27
283,pGPD-OP_TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
284,pGPD-OP_TATA_OP-UAS_BFC,0,2,17,3,12,37,7,8
285,pGPD-OP_TATA_OP-UAS_BFD,0,6,0,1,3,30,11,2
286,pGPD-OP_TATA_OP-UAS_BFE,0,0,0,0,2,1,0,0
287,pGPD-OP_TATA_OP-UAS_BFF,0,0,2,0,3,7,1,4
288,pGPD-OP_TATA_OP-UAS_CAA,0,0,0,0,0,0,0,2
289,pGPD-OP_TATA_OP-UAS_CAB,0,0,0,0,0,0,0,1
290,pGPD-OP_TATA_OP-UAS_CAC,0,6,6,3,30,38,45,26
291,pGPD-OP_TATA_OP-UAS_CAD,0,5,7,1,0,15,18,15
292,pGPD-OP_TATA_OP-UAS_CAE,0,1,0,0,0,10,6,0
293,pGPD-OP_TATA_OP-UAS_CAF,0,1,4,4,3,17,11,12
294,pGPD-OP_TATA_OP-UAS_CBA,0,0,0,0,0,0,0,0
295,pGPD-OP_TATA_OP-UAS_CBB,0,0,0,0,0,0,1,0
296,pGPD-OP_TATA_OP-UAS_CBC,2,6,4,2,19,96,47,21
297,pGPD-OP_TATA_OP-UAS_CBD,0,7,5,1,6,5,28,20
298,pGPD-OP_TATA_OP-UAS_CBE,0,0,0,0,1,4,8,2
299,pGPD-OP_TATA_OP-UAS_CBF,0,1,1,0,1,17,2,13
300,pGPD-OP_TATA_OP-UAS_CCA,0,0,0,0,0,2,1,0
301,pGPD-OP_TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
302,pGPD-OP_TATA_OP-UAS_CCC,1,0,5,2,5,17,0,13
303,pGPD-OP_TATA_OP-UAS_CCD,0,0,2,1,0,4,2,1
304,pGPD-OP_TATA_OP-UAS_CCE,0,1,0,0,0,1,0,1
305,pGPD-OP_TATA_OP-UAS_CCF,0,1,2,1,1,0,2,10
306,pGPD-OP_TATA_OP-UAS_CDA,0,1,0,0,0,5,2,2
307,pGPD-OP_TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
308,pGPD-OP_TATA_OP-UAS_CDC,0,1,5,11,48,49,20,12
309,pGPD-OP_TATA_OP-UAS_CDD,0,0,0,1,1,8,4,8
310,pGPD-OP_TATA_OP-UAS_CDE,0,2,0,0,1,0,0,0
311,pGPD-OP_TATA_OP-UAS_CDF,1,2,10,0,1,23,9,3
312,pGPD-OP_TATA_OP-UAS_CEA,0,0,0,0,0,2,2,0
313,pGPD-OP_TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
314,pGPD-OP_TATA_OP-UAS_CEC,0,3,1,3,6,22,5,5
315,pGPD-OP_TATA_OP-UAS_CED,0,1,4,0,0,2,5,5
316,pGPD-OP_TATA_OP-UAS_CEE,0,0,0,0,0,1,0,0
317,pGPD-OP_TATA_OP-UAS_CEF,1,3,0,0,3,10,2,2
318,pGPD-OP_TATA_OP-UAS_CFA,0,0,0,0,1,1,1,0
319,pGPD-OP_TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
320,pGPD-OP_TATA_OP-UAS_CFC,0,2,11,1,10,41,17,5
321,pGPD-OP_TATA_OP-UAS_CFD,0,4,0,0,8,4,10,16
322,pGPD-OP_TATA_OP-UAS_CFE,0,0,0,0,2,0,0,0
323,pGPD-OP_TATA_OP-UAS_CFF,0,2,2,0,1,10,16,9
324,pGPD-OP_TATA_OP-UAS_DAA,0,0,0,0,0,1,0,0
325,pGPD-OP_TATA_OP-UAS_DAB,0,0,0,0,0,1,0,0
326,pGPD-OP_TATA_OP-UAS_DAC,0,17,44,11,47,34,22,15
327,pGPD-OP_TATA_OP-UAS_DAD,2,14,3,3,3,406,26,1
328,pGPD-OP_TATA_OP-UAS_DAE,0,0,0,0,0,0,1,1
329,pGPD-OP_TATA_OP-UAS_DAF,1,8,4,2,14,49,17,4
330,pGPD-OP_TATA_OP-UAS_DBA,0,0,0,0,2,15,6,1
331,pGPD-OP_TATA_OP-UAS_DBB,0,0,0,0,0,0,0,2
332,pGPD-OP_TATA_OP-UAS_DBC,0,7,5,11,26,83,32,14
333,pGPD-OP_TATA_OP-UAS_DBD,0,7,0,0,6,20,39,18
334,pGPD-OP_TATA_OP-UAS_DBE,0,0,0,0,3,3,5,0
335,pGPD-OP_TATA_OP-UAS_DBF,0,2,1,3,5,18,7,8
336,pGPD-OP_TATA_OP-UAS_DCA,0,0,0,0,0,6,1,1
337,pGPD-OP_TATA_OP-UAS_DCB,0,0,0,0,0,0,0,0
338,pGPD-OP_TATA_OP-UAS_DCC,2,5,3,4,19,36,18,17
339,pGPD-OP_TATA_OP-UAS_DCD,1,2,3,0,0,11,8,3
340,pGPD-OP_TATA_OP-UAS_DCE,0,0,0,0,0,3,0,1
341,pGPD-OP_TATA_OP-UAS_DCF,0,0,5,0,2,3,5,3
342,pGPD-OP_TATA_OP-UAS_DDA,0,0,1,0,0,6,3,3
343,pGPD-OP_TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
344,pGPD-OP_TATA_OP-UAS_DDC,1,7,5,0,17,17,10,4
345,pGPD-OP_TATA_OP-UAS_DDD,1,0,2,0,0,2,1,7
346,pGPD-OP_TATA_OP-UAS_DDE,0,0,1,0,1,5,1,0
347,pGPD-OP_TATA_OP-UAS_DDF,0,4,6,1,3,18,18,34
348,pGPD-OP_TATA_OP-UAS_DEA,0,5,1,1,1,8,2,4
349,pGPD-OP_TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
350,pGPD-OP_TATA_OP-UAS_DEC,2,6,3,2,16,45,18,12
351,pGPD-OP_TATA_OP-UAS_DED,4,0,4,0,3,9,6,9
352,pGPD-OP_TATA_OP-UAS_DEE,0,0,0,0,0,0,0,0
353,pGPD-OP_TATA_OP-UAS_DEF,0,3,1,3,1,4,0,8
354,pGPD-OP_TATA_OP-UAS_DFA,0,0,0,0,0,1,0,3
