,Combination,P2,P3,P4,P5,P6,P7,P8,P9
27,pGPD-TATA_OP-UAS_AED,0,2,2,0,0,8,9,2
28,pGPD-TATA_OP-UAS_AEE,0,0,0,1,0,2,1,4
29,pGPD-TATA_OP-UAS_AEF,0,1,4,0,1,10,2,7
30,pGPD-TATA_OP-UAS_AFA,0,1,0,0,0,3,1,4
31,pGPD-TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
32,pGPD-TATA_OP-UAS_AFC,0,1,17,4,10,25,0,3
33,pGPD-TATA_OP-UAS_AFD,2,5,3,0,5,50,6,1
34,pGPD-TATA_OP-UAS_AFE,0,0,0,0,0,5,0,0
35,pGPD-TATA_OP-UAS_AFF,0,1,2,0,0,13,2,1
36,pGPD-TATA_OP-UAS_BAA,0,2,0,1,0,0,1,3
37,pGPD-TATA_OP-UAS_BAB,0,1,0,0,0,5,2,0
38,pGPD-TATA_OP-UAS_BAC,0,11,81,24,54,75,32,5
39,pGPD-TATA_OP-UAS_BAD,0,1,8,3,3,79,4,4
40,pGPD-TATA_OP-UAS_BAE,0,1,0,0,2,2,0,1
41,pGPD-TATA_OP-UAS_BAF,2,54,58,315,149,148,39,6
42,pGPD-TATA_OP-UAS_BBA,0,0,0,1,0,0,0,0
43,pGPD-TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
44,pGPD-TATA_OP-UAS_BBC,6,25,42,23,34,77,44,31
45,pGPD-TATA_OP-UAS_BBD,2,5,8,0,3,12,5,1
46,pGPD-TATA_OP-UAS_BBE,0,0,0,0,0,1,0,0
47,pGPD-TATA_OP-UAS_BBF,2,5,8,1,4,44,20,2
48,pGPD-TATA_OP-UAS_BCA,0,0,0,0,0,5,2,0
49,pGPD-TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
50,pGPD-TATA_OP-UAS_BCC,0,5,7,2,6,26,2,3
51,pGPD-TATA_OP-UAS_BCD,0,2,2,0,1,20,1,1
52,pGPD-TATA_OP-UAS_BCE,0,0,0,0,0,2,0,0
53,pGPD-TATA_OP-UAS_BCF,3,4,9,2,3,62,25,4
54,pGPD-TATA_OP-UAS_BDA,0,1,0,0,5,5,2,0
55,pGPD-TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
56,pGPD-TATA_OP-UAS_BDC,4,27,46,27,52,73,26,30
57,pGPD-TATA_OP-UAS_BDD,0,1,5,12,10,108,50,5
58,pGPD-TATA_OP-UAS_BDE,0,0,0,0,0,1,4,0
59,pGPD-TATA_OP-UAS_BDF,0,0,0,0,0,1,0,0
60,pGPD-TATA_OP-UAS_BEA,0,0,2,1,3,5,0,0
61,pGPD-TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
62,pGPD-TATA_OP-UAS_BEC,1,5,17,5,28,40,11,2
63,pGPD-TATA_OP-UAS_BED,0,4,7,2,7,31,0,0
64,pGPD-TATA_OP-UAS_BEE,0,0,0,0,0,1,1,0
65,pGPD-TATA_OP-UAS_BEF,0,2,6,3,8,17,2,4
66,pGPD-TATA_OP-UAS_BFA,0,2,1,0,4,4,2,0
67,pGPD-TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
68,pGPD-TATA_OP-UAS_BFC,0,7,7,8,12,16,8,4
69,pGPD-TATA_OP-UAS_BFD,0,7,0,0,2,49,21,1
70,pGPD-TATA_OP-UAS_BFE,0,0,1,0,1,3,0,0
71,pGPD-TATA_OP-UAS_BFF,0,1,4,3,0,29,3,3
72,pGPD-TATA_OP-UAS_CAA,0,4,3,1,0,6,1,4
73,pGPD-TATA_OP-UAS_CAB,2,0,0,2,0,2,1,1
74,pGPD-TATA_OP-UAS_CAC,323,220,528,905,556,1338,1772,7941
75,pGPD-TATA_OP-UAS_CAD,0,3,7,8,2,27,8,35
76,pGPD-TATA_OP-UAS_CAE,0,0,3,2,2,5,6,23
77,pGPD-TATA_OP-UAS_CAF,7,7,16,9,3,50,14,36
78,pGPD-TATA_OP-UAS_CBA,0,0,1,0,3,4,6,3
79,pGPD-TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
80,pGPD-TATA_OP-UAS_CBC,2,12,7,9,22,114,12,14
81,pGPD-TATA_OP-UAS_CBD,7,18,73,39,24,26,492,316
82,pGPD-TATA_OP-UAS_CBE,0,3,1,1,7,6,10,4
83,pGPD-TATA_OP-UAS_CBF,4,2,7,1,3,28,7,5
84,pGPD-TATA_OP-UAS_CCA,0,0,0,0,0,1,0,0
85,pGPD-TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
86,pGPD-TATA_OP-UAS_CCC,0,5,12,11,10,36,3,12
87,pGPD-TATA_OP-UAS_CCD,0,0,1,1,0,7,2,1
88,pGPD-TATA_OP-UAS_CCE,0,0,0,0,0,0,0,1
89,pGPD-TATA_OP-UAS_CCF,0,0,1,0,0,5,2,5
90,pGPD-TATA_OP-UAS_CDA,0,0,0,0,0,1,3,0
91,pGPD-TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
92,pGPD-TATA_OP-UAS_CDC,0,5,12,10,15,32,20,13
93,pGPD-TATA_OP-UAS_CDD,0,0,2,0,4,3,9,1
94,pGPD-TATA_OP-UAS_CDE,0,0,0,0,0,1,0,0
95,pGPD-TATA_OP-UAS_CDF,1,4,1,1,0,11,17,7
96,pGPD-TATA_OP-UAS_CEA,0,1,0,0,2,17,3,6
97,pGPD-TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
98,pGPD-TATA_OP-UAS_CEC,2,2,17,3,5,5,11,6
99,pGPD-TATA_OP-UAS_CED,1,1,2,0,1,8,3,7
100,pGPD-TATA_OP-UAS_CEE,0,0,0,0,0,0,0,0
101,pGPD-TATA_OP-UAS_CEF,0,2,4,0,0,16,10,0
102,pGPD-TATA_OP-UAS_CFA,3,0,1,6,17,90,13,2
103,pGPD-TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
104,pGPD-TATA_OP-UAS_CFC,1,2,4,14,17,36,6,4
105,pGPD-TATA_OP-UAS_CFD,0,4,2,0,0,9,13,7
106,pGPD-TATA_OP-UAS_CFE,0,0,0,0,0,1,0,0
107,pGPD-TATA_OP-UAS_CFF,0,1,0,0,1,5,0,1
108,pGPD-TATA_OP-UAS_DAA,0,0,0,1,0,6,0,0
109,pGPD-TATA_OP-UAS_DAB,0,0,3,2,0,54,7,0
110,pGPD-TATA_OP-UAS_DAC,37,15,42,24,52,588,103,6
111,pGPD-TATA_OP-UAS_DAD,1311,1033,1701,1858,2581,121724,11865,590
112,pGPD-TATA_OP-UAS_DAE,4,4,1,6,3,225,18,1
113,pGPD-TATA_OP-UAS_DAF,8,9,18,23,17,526,76,4
114,pGPD-TATA_OP-UAS_DBA,0,0,2,0,0,20,3,0
115,pGPD-TATA_OP-UAS_DBB,0,0,1,0,0,0,0,0
116,pGPD-TATA_OP-UAS_DBC,10,9,5,7,11,102,13,5
117,pGPD-TATA_OP-UAS_DBD,4,4,16,5,3,99,33,3
118,pGPD-TATA_OP-UAS_DBE,0,0,0,0,0,3,0,0
119,pGPD-TATA_OP-UAS_DBF,0,4,2,0,5,47,16,7
120,pGPD-TATA_OP-UAS_DCA,2,1,0,2,4,50,3,0
121,pGPD-TATA_OP-UAS_DCB,0,1,0,0,0,0,0,0
122,pGPD-TATA_OP-UAS_DCC,35,8,11,8,19,102,6,10
123,pGPD-TATA_OP-UAS_DCD,0,6,1,2,2,115,16,3
124,pGPD-TATA_OP-UAS_DCE,0,0,0,0,0,1,0,0
125,pGPD-TATA_OP-UAS_DCF,0,2,7,2,2,38,8,3
126,pGPD-TATA_OP-UAS_DDA,0,0,3,6,1,21,2,0
127,pGPD-TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
128,pGPD-TATA_OP-UAS_DDC,7,3,9,7,22,43,8,3
129,pGPD-TATA_OP-UAS_DDD,1,2,6,2,1,24,13,5
130,pGPD-TATA_OP-UAS_DDE,0,0,0,0,0,5,0,0
131,pGPD-TATA_OP-UAS_DDF,1,0,1,3,2,37,21,4
132,pGPD-TATA_OP-UAS_DEA,1,0,2,0,2,23,1,0
133,pGPD-TATA_OP-UAS_DEB,0,0,0,0,0,1,0,0
134,pGPD-TATA_OP-UAS_DEC,1,4,18,9,23,83,12,3
135,pGPD-TATA_OP-UAS_DED,41,2,3,2,1,56,12,3
136,pGPD-TATA_OP-UAS_DEE,0,0,0,0,0,1,0,0
137,pGPD-TATA_OP-UAS_DEF,0,3,2,4,7,8,7,0
138,pGPD-TATA_OP-UAS_DFA,1,0,3,1,0,20,4,3
139,pGPD-TATA_OP-UAS_DFB,0,0,1,0,0,1,0,0
140,pGPD-TATA_OP-UAS_DFC,1,4,11,11,36,166,28,1
141,pGPD-TATA_OP-UAS_DFD,0,8,0,3,1,54,11,10
142,pGPD-TATA_OP-UAS_DFE,0,0,2,0,0,0,0,0
143,pGPD-TATA_OP-UAS_DFF,2,2,1,0,1,48,7,3
144,pGPD-TATA_OP-UAS_EAA,0,0,1,0,0,0,1,0
145,pGPD-TATA_OP-UAS_EAB,0,0,0,0,0,0,1,0
146,pGPD-TATA_OP-UAS_EAC,1,5,13,20,19,29,10,8
147,pGPD-TATA_OP-UAS_EAD,0,6,26,1,5,109,29,6
148,pGPD-TATA_OP-UAS_EAE,0,0,0,0,0,4,1,1
149,pGPD-TATA_OP-UAS_EAF,1,12,4,4,3,71,6,8
150,pGPD-TATA_OP-UAS_EBA,0,0,2,0,0,12,3,0
151,pGPD-TATA_OP-UAS_EBB,0,1,0,0,0,3,0,0
152,pGPD-TATA_OP-UAS_EBC,3,8,11,8,25,66,24,14
153,pGPD-TATA_OP-UAS_EBD,0,3,5,2,3,26,10,3
154,pGPD-TATA_OP-UAS_EBE,0,0,1,1,1,2,3,0
155,pGPD-TATA_OP-UAS_EBF,3,10,10,3,6,43,31,6
156,pGPD-TATA_OP-UAS_ECA,0,0,0,0,0,2,4,0
157,pGPD-TATA_OP-UAS_ECB,0,0,1,0,0,0,1,0
158,pGPD-TATA_OP-UAS_ECC,5,5,11,5,12,30,28,6
159,pGPD-TATA_OP-UAS_ECD,0,0,8,3,0,61,7,3
160,pGPD-TATA_OP-UAS_ECE,0,0,0,0,0,0,1,0
161,pGPD-TATA_OP-UAS_ECF,0,0,0,1,0,11,4,5
162,pGPD-TATA_OP-UAS_EDA,0,0,1,0,0,2,1,0
163,pGPD-TATA_OP-UAS_EDB,0,0,0,0,0,0,0,0
164,pGPD-TATA_OP-UAS_EDC,2,7,17,19,25,45,13,5
165,pGPD-TATA_OP-UAS_EDD,3,1,7,7,8,55,42,2
166,pGPD-TATA_OP-UAS_EDE,0,0,1,2,0,2,3,0
167,pGPD-TATA_OP-UAS_EDF,0,2,6,5,2,13,8,2
168,pGPD-TATA_OP-UAS_EEA,1,0,0,1,0,7,3,0
169,pGPD-TATA_OP-UAS_EEB,0,0,0,0,0,0,0,0
170,pGPD-TATA_OP-UAS_EEC,0,5,1,6,2,28,15,6
171,pGPD-TATA_OP-UAS_EED,0,1,2,2,0,17,4,1
172,pGPD-TATA_OP-UAS_EEE,0,0,0,0,0,0,0,0
173,pGPD-TATA_OP-UAS_EEF,0,2,4,2,2,45,11,6
174,pGPD-TATA_OP-UAS_EFA,0,0,5,0,0,0,4,0
175,pGPD-TATA_OP-UAS_EFB,0,0,0,0,0,0,0,0
176,pGPD-TATA_OP-UAS_EFC,0,4,17,10,18,53,3,9
177,pGPD-TATA_OP-UAS_EFD,0,1,0,2,2,15,2,0
178,pGPD-TATA_OP-UAS_EFE,0,1,0,0,0,6,0,1
179,pGPD-TATA_OP-UAS_EFF,0,1,0,2,1,18,4,3
180,pGPD-TATA_OP-UAS_FAA,0,8,14,10,1,2,0,0
181,pGPD-TATA_OP-UAS_FAB,0,0,8,4,0,0,1,0
182,pGPD-TATA_OP-UAS_FAC,10,33,167,125,42,42,16,8
183,pGPD-TATA_OP-UAS_FAD,0,14,67,17,10,55,18,2
184,pGPD-TATA_OP-UAS_FAE,0,1,11,16,0,0,0,1
185,pGPD-TATA_OP-UAS_FAF,213,1053,10610,8031,680,319,126,38
186,pGPD-TATA_OP-UAS_FBA,0,1,3,3,0,2,3,1
187,pGPD-TATA_OP-UAS_FBB,0,0,0,0,0,0,0,0
188,pGPD-TATA_OP-UAS_FBC,9,54,548,142,50,320,70,18
189,pGPD-TATA_OP-UAS_FBD,0,3,5,10,24,16,8,5
190,pGPD-TATA_OP-UAS_FBE,0,1,1,0,1,0,2,0
191,pGPD-TATA_OP-UAS_FBF,2,4,10,14,3,29,12,4
192,pGPD-TATA_OP-UAS_FCA,0,0,1,1,0,0,0,0
193,pGPD-TATA_OP-UAS_FCB,0,0,0,0,0,0,0,0
194,pGPD-TATA_OP-UAS_FCC,0,1,4,4,3,16,11,1
195,pGPD-TATA_OP-UAS_FCD,1,0,6,2,3,8,4,4
196,pGPD-TATA_OP-UAS_FCE,0,3,1,1,0,10,0,0
197,pGPD-TATA_OP-UAS_FCF,0,6,5,3,2,14,15,5
198,pGPD-TATA_OP-UAS_FDA,0,0,0,0,0,0,0,0
199,pGPD-TATA_OP-UAS_FDB,0,0,0,0,0,0,0,0
200,pGPD-TATA_OP-UAS_FDC,4,1,6,10,6,10,4,6
201,pGPD-TATA_OP-UAS_FDD,0,3,6,5,1,2,3,0
202,pGPD-TATA_OP-UAS_FDE,0,0,0,0,0,0,0,0
203,pGPD-TATA_OP-UAS_FDF,0,2,3,5,2,16,5,0
204,pGPD-TATA_OP-UAS_FEA,0,1,0,4,3,4,2,0
205,pGPD-TATA_OP-UAS_FEB,0,0,0,0,0,0,0,0
206,pGPD-TATA_OP-UAS_FEC,1,3,5,16,9,19,6,9
207,pGPD-TATA_OP-UAS_FED,0,1,0,0,1,2,0,0
208,pGPD-TATA_OP-UAS_FEE,0,0,0,0,0,0,0,0
209,pGPD-TATA_OP-UAS_FEF,2,1,5,6,2,12,7,2
210,pGPD-TATA_OP-UAS_FFA,0,1,0,1,1,10,20,7
211,pGPD-TATA_OP-UAS_FFB,0,0,0,0,0,0,0,0
212,pGPD-TATA_OP-UAS_FFC,0,0,2,4,2,3,0,1
213,pGPD-TATA_OP-UAS_FFD,0,0,0,7,0,4,0,1
214,pGPD-TATA_OP-UAS_FFE,0,1,0,0,1,8,0,0
215,pGPD-TATA_OP-UAS_FFF,1,1,11,6,4,14,5,5
216,pGPD-OP_TATA_OP-UAS_AAA,0,0,0,0,0,0,0,0
217,pGPD-OP_TATA_OP-UAS_AAB,0,0,0,0,0,0,0,0
218,pGPD-OP_TATA_OP-UAS_AAC,4,3,7,10,14,23,18,27
219,pGPD-OP_TATA_OP-UAS_AAD,0,0,0,0,2,0,2,6
220,pGPD-OP_TATA_OP-UAS_AAE,0,0,0,0,0,0,0,2
221,pGPD-OP_TATA_OP-UAS_AAF,3,4,9,3,14,21,25,18
222,pGPD-OP_TATA_OP-UAS_ABA,0,1,0,1,0,1,1,1
223,pGPD-OP_TATA_OP-UAS_ABB,0,0,0,0,0,0,0,0
224,pGPD-OP_TATA_OP-UAS_ABC,10,16,17,10,28,97,29,46
225,pGPD-OP_TATA_OP-UAS_ABD,7,5,12,9,5,12,39,37
226,pGPD-OP_TATA_OP-UAS_ABE,0,1,0,1,2,11,2,3
227,pGPD-OP_TATA_OP-UAS_ABF,3,2,7,5,1,8,17,17
228,pGPD-OP_TATA_OP-UAS_ACA,1,1,3,1,2,1,2,7
229,pGPD-OP_TATA_OP-UAS_ACB,0,0,0,0,0,0,0,0
230,pGPD-OP_TATA_OP-UAS_ACC,10,14,10,7,24,47,25,43
231,pGPD-OP_TATA_OP-UAS_ACD,2,2,10,7,4,43,34,11
232,pGPD-OP_TATA_OP-UAS_ACE,1,0,5,0,1,4,3,1
233,pGPD-OP_TATA_OP-UAS_ACF,2,1,3,5,2,15,10,14
234,pGPD-OP_TATA_OP-UAS_ADA,0,0,1,0,0,0,1,3
235,pGPD-OP_TATA_OP-UAS_ADB,0,0,0,0,0,0,0,1
236,pGPD-OP_TATA_OP-UAS_ADC,34,14,66,37,58,91,64,79
237,pGPD-OP_TATA_OP-UAS_ADD,2,2,4,1,4,2,10,18
238,pGPD-OP_TATA_OP-UAS_ADE,0,0,0,0,1,2,8,1
239,pGPD-OP_TATA_OP-UAS_ADF,4,5,11,9,11,26,49,32
240,pGPD-OP_TATA_OP-UAS_AEA,5,5,6,4,3,9,23,45
241,pGPD-OP_TATA_OP-UAS_AEB,2,0,6,0,4,7,10,14
242,pGPD-OP_TATA_OP-UAS_AEC,34,27,40,24,40,103,56,141
243,pGPD-OP_TATA_OP-UAS_AED,9,11,19,13,23,16,58,126
244,pGPD-OP_TATA_OP-UAS_AEE,3,0,1,3,4,11,27,29
245,pGPD-OP_TATA_OP-UAS_AEF,1970,1774,3100,3195,3039,7074,12681,30904
246,pGPD-OP_TATA_OP-UAS_AFA,0,1,1,1,0,0,6,0
247,pGPD-OP_TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
248,pGPD-OP_TATA_OP-UAS_AFC,17,10,7,12,25,30,15,26
249,pGPD-OP_TATA_OP-UAS_AFD,4,10,7,4,10,39,12,11
250,pGPD-OP_TATA_OP-UAS_AFE,0,0,0,0,0,0,0,0
251,pGPD-OP_TATA_OP-UAS_AFF,2,7,3,2,7,17,6,12
252,pGPD-OP_TATA_OP-UAS_BAA,0,0,0,0,0,0,0,0
253,pGPD-OP_TATA_OP-UAS_BAB,2,0,0,0,0,1,0,0
254,pGPD-OP_TATA_OP-UAS_BAC,8,20,13,17,61,38,15,17
255,pGPD-OP_TATA_OP-UAS_BAD,0,2,3,2,8,20,2,1
256,pGPD-OP_TATA_OP-UAS_BAE,0,0,0,0,0,9,2,0
257,pGPD-OP_TATA_OP-UAS_BAF,1,4,5,4,13,24,8,13
258,pGPD-OP_TATA_OP-UAS_BBA,0,1,1,0,0,0,0,1
259,pGPD-OP_TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
260,pGPD-OP_TATA_OP-UAS_BBC,4,15,24,7,56,76,39,17
261,pGPD-OP_TATA_OP-UAS_BBD,0,8,4,6,17,19,10,7
262,pGPD-OP_TATA_OP-UAS_BBE,0,0,0,0,1,9,0,0
263,pGPD-OP_TATA_OP-UAS_BBF,1,2,3,0,5,19,15,14
264,pGPD-OP_TATA_OP-UAS_BCA,1,2,0,0,0,7,1,1
265,pGPD-OP_TATA_OP-UAS_BCB,0,0,0,0,0,0,0,1
266,pGPD-OP_TATA_OP-UAS_BCC,3,1,6,2,13,30,9,7
267,pGPD-OP_TATA_OP-UAS_BCD,8,13,27,11,66,246,64,502
268,pGPD-OP_TATA_OP-UAS_BCE,0,0,0,0,1,0,0,3
269,pGPD-OP_TATA_OP-UAS_BCF,0,0,5,0,1,11,3,9
270,pGPD-OP_TATA_OP-UAS_BDA,0,1,1,0,3,7,1,0
271,pGPD-OP_TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
272,pGPD-OP_TATA_OP-UAS_BDC,1,11,27,7,44,36,8,19
273,pGPD-OP_TATA_OP-UAS_BDD,0,2,7,1,7,12,2,2
274,pGPD-OP_TATA_OP-UAS_BDE,0,0,0,0,1,1,1,1
275,pGPD-OP_TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
276,pGPD-OP_TATA_OP-UAS_BEA,0,1,0,0,3,10,8,0
277,pGPD-OP_TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
278,pGPD-OP_TATA_OP-UAS_BEC,1,4,7,3,39,40,2,11
279,pGPD-OP_TATA_OP-UAS_BED,1,3,5,1,3,18,7,6
280,pGPD-OP_TATA_OP-UAS_BEE,0,0,0,0,1,0,0,3
281,pGPD-OP_TATA_OP-UAS_BEF,1,4,6,3,8,12,3,6
282,pGPD-OP_TATA_OP-UAS_BFA,2,8,0,3,15,22,57,43
283,pGPD-OP_TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
284,pGPD-OP_TATA_OP-UAS_BFC,0,4,15,3,18,31,1,6
285,pGPD-OP_TATA_OP-UAS_BFD,0,3,3,0,3,23,13,9
286,pGPD-OP_TATA_OP-UAS_BFE,0,1,0,0,0,1,0,0
287,pGPD-OP_TATA_OP-UAS_BFF,0,0,2,2,0,7,3,4
288,pGPD-OP_TATA_OP-UAS_CAA,0,0,0,0,0,0,0,0
289,pGPD-OP_TATA_OP-UAS_CAB,0,0,0,0,0,0,0,0
290,pGPD-OP_TATA_OP-UAS_CAC,1,2,10,4,32,64,33,12
291,pGPD-OP_TATA_OP-UAS_CAD,0,2,3,3,0,18,7,6
292,pGPD-OP_TATA_OP-UAS_CAE,1,0,1,1,1,3,3,1
293,pGPD-OP_TATA_OP-UAS_CAF,0,5,5,0,2,6,9,3
294,pGPD-OP_TATA_OP-UAS_CBA,0,1,1,0,3,2,0,0
295,pGPD-OP_TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
296,pGPD-OP_TATA_OP-UAS_CBC,4,9,25,1,33,105,20,26
297,pGPD-OP_TATA_OP-UAS_CBD,1,1,3,1,5,6,8,8
298,pGPD-OP_TATA_OP-UAS_CBE,0,1,2,0,1,11,3,0
299,pGPD-OP_TATA_OP-UAS_CBF,0,2,5,0,1,12,8,5
300,pGPD-OP_TATA_OP-UAS_CCA,2,0,1,0,0,0,1,0
301,pGPD-OP_TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
302,pGPD-OP_TATA_OP-UAS_CCC,1,8,7,0,9,20,5,6
303,pGPD-OP_TATA_OP-UAS_CCD,0,1,2,0,1,5,2,4
304,pGPD-OP_TATA_OP-UAS_CCE,0,0,0,0,0,0,0,1
305,pGPD-OP_TATA_OP-UAS_CCF,1,0,1,0,0,2,7,3
306,pGPD-OP_TATA_OP-UAS_CDA,0,0,0,1,3,9,6,4
307,pGPD-OP_TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
308,pGPD-OP_TATA_OP-UAS_CDC,4,4,7,7,40,32,8,10
309,pGPD-OP_TATA_OP-UAS_CDD,1,2,2,0,9,8,5,2
310,pGPD-OP_TATA_OP-UAS_CDE,0,0,0,0,1,0,0,0
311,pGPD-OP_TATA_OP-UAS_CDF,3,4,1,3,2,10,6,7
312,pGPD-OP_TATA_OP-UAS_CEA,0,0,0,0,0,0,1,1
313,pGPD-OP_TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
314,pGPD-OP_TATA_OP-UAS_CEC,1,1,6,6,10,6,3,11
315,pGPD-OP_TATA_OP-UAS_CED,0,2,1,0,4,8,2,0
316,pGPD-OP_TATA_OP-UAS_CEE,0,0,1,0,0,1,0,0
317,pGPD-OP_TATA_OP-UAS_CEF,0,2,1,1,2,13,3,1
318,pGPD-OP_TATA_OP-UAS_CFA,0,1,0,0,2,4,3,1
319,pGPD-OP_TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
320,pGPD-OP_TATA_OP-UAS_CFC,3,3,11,0,11,25,14,5
321,pGPD-OP_TATA_OP-UAS_CFD,3,2,4,1,2,5,8,4
322,pGPD-OP_TATA_OP-UAS_CFE,0,1,0,0,0,1,0,1
323,pGPD-OP_TATA_OP-UAS_CFF,1,2,1,1,2,10,13,7
324,pGPD-OP_TATA_OP-UAS_DAA,0,0,0,0,0,2,0,0
325,pGPD-OP_TATA_OP-UAS_DAB,0,0,0,0,0,1,1,0
326,pGPD-OP_TATA_OP-UAS_DAC,2,11,32,16,38,50,13,9
327,pGPD-OP_TATA_OP-UAS_DAD,1,5,5,3,10,386,29,3
328,pGPD-OP_TATA_OP-UAS_DAE,0,0,0,1,0,1,0,0
329,pGPD-OP_TATA_OP-UAS_DAF,2,8,7,3,8,25,11,5
330,pGPD-OP_TATA_OP-UAS_DBA,0,2,2,1,0,8,2,2
331,pGPD-OP_TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
332,pGPD-OP_TATA_OP-UAS_DBC,5,15,9,5,23,74,24,15
333,pGPD-OP_TATA_OP-UAS_DBD,0,2,10,2,3,28,24,16
334,pGPD-OP_TATA_OP-UAS_DBE,0,0,4,1,2,3,3,0
335,pGPD-OP_TATA_OP-UAS_DBF,0,4,4,0,2,18,3,6
336,pGPD-OP_TATA_OP-UAS_DCA,0,1,3,0,1,2,4,0
337,pGPD-OP_TATA_OP-UAS_DCB,0,0,0,0,0,0,0,0
338,pGPD-OP_TATA_OP-UAS_DCC,3,0,3,4,14,35,6,2
339,pGPD-OP_TATA_OP-UAS_DCD,2,2,5,0,10,19,5,4
340,pGPD-OP_TATA_OP-UAS_DCE,0,0,0,1,0,3,0,0
341,pGPD-OP_TATA_OP-UAS_DCF,0,2,3,2,1,1,1,3
342,pGPD-OP_TATA_OP-UAS_DDA,0,0,0,0,0,5,2,1
343,pGPD-OP_TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
344,pGPD-OP_TATA_OP-UAS_DDC,3,3,9,7,15,15,10,6
345,pGPD-OP_TATA_OP-UAS_DDD,0,3,2,0,0,1,1,4
346,pGPD-OP_TATA_OP-UAS_DDE,0,0,2,0,0,1,2,0
347,pGPD-OP_TATA_OP-UAS_DDF,5,14,8,2,4,24,20,15
348,pGPD-OP_TATA_OP-UAS_DEA,0,3,4,1,7,18,0,2
349,pGPD-OP_TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
350,pGPD-OP_TATA_OP-UAS_DEC,1,3,8,2,17,40,4,12
351,pGPD-OP_TATA_OP-UAS_DED,7,4,6,1,2,6,5,4
352,pGPD-OP_TATA_OP-UAS_DEE,0,0,0,0,0,0,0,0
353,pGPD-OP_TATA_OP-UAS_DEF,0,0,0,0,0,4,12,2
354,pGPD-OP_TATA_OP-UAS_DFA,0,2,4,0,1,1,0,3
