,Combination,P2,P3,P4,P5,P6,P7,P8,P9
27,pGPD-TATA_OP-UAS_AED,0,1,5,1,0,2,5,1
28,pGPD-TATA_OP-UAS_AEE,1,0,3,0,0,2,8,0
29,pGPD-TATA_OP-UAS_AEF,0,0,0,4,3,4,6,4
30,pGPD-TATA_OP-UAS_AFA,0,0,0,0,1,0,0,1
31,pGPD-TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
32,pGPD-TATA_OP-UAS_AFC,0,2,12,3,5,18,3,0
33,pGPD-TATA_OP-UAS_AFD,0,4,5,1,12,9,24,0
34,pGPD-TATA_OP-UAS_AFE,0,0,0,0,3,1,0,0
35,pGPD-TATA_OP-UAS_AFF,0,1,1,2,7,3,2,0
36,pGPD-TATA_OP-UAS_BAA,0,1,0,0,0,6,2,3
37,pGPD-TATA_OP-UAS_BAB,0,0,1,0,0,0,0,0
38,pGPD-TATA_OP-UAS_BAC,0,11,95,16,45,102,41,6
39,pGPD-TATA_OP-UAS_BAD,0,4,2,0,10,54,1,4
40,pGPD-TATA_OP-UAS_BAE,0,0,0,0,0,0,0,0
41,pGPD-TATA_OP-UAS_BAF,4,41,41,156,123,106,74,12
42,pGPD-TATA_OP-UAS_BBA,0,4,0,0,0,1,0,0
43,pGPD-TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
44,pGPD-TATA_OP-UAS_BBC,7,54,39,23,74,228,45,15
45,pGPD-TATA_OP-UAS_BBD,0,3,6,1,6,4,3,6
46,pGPD-TATA_OP-UAS_BBE,0,0,0,0,0,0,0,0
47,pGPD-TATA_OP-UAS_BBF,1,4,6,0,11,48,56,4
48,pGPD-TATA_OP-UAS_BCA,0,0,0,0,0,3,0,1
49,pGPD-TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
50,pGPD-TATA_OP-UAS_BCC,0,2,0,0,8,19,12,1
51,pGPD-TATA_OP-UAS_BCD,0,1,3,0,5,7,5,0
52,pGPD-TATA_OP-UAS_BCE,0,0,0,1,0,0,0,0
53,pGPD-TATA_OP-UAS_BCF,0,4,4,1,3,32,20,3
54,pGPD-TATA_OP-UAS_BDA,0,0,0,8,0,3,31,5
55,pGPD-TATA_OP-UAS_BDB,0,0,0,0,1,0,0,0
56,pGPD-TATA_OP-UAS_BDC,0,29,65,14,74,104,27,14
57,pGPD-TATA_OP-UAS_BDD,3,3,3,11,8,62,30,1
58,pGPD-TATA_OP-UAS_BDE,0,0,0,1,3,7,8,2
59,pGPD-TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
60,pGPD-TATA_OP-UAS_BEA,0,1,1,2,5,5,0,0
61,pGPD-TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
62,pGPD-TATA_OP-UAS_BEC,1,7,19,18,15,16,2,0
63,pGPD-TATA_OP-UAS_BED,0,1,2,6,13,2,3,0
64,pGPD-TATA_OP-UAS_BEE,0,1,0,0,1,0,2,1
65,pGPD-TATA_OP-UAS_BEF,0,3,1,7,12,19,16,0
66,pGPD-TATA_OP-UAS_BFA,0,0,0,0,1,1,1,0
67,pGPD-TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
68,pGPD-TATA_OP-UAS_BFC,2,6,10,3,9,23,3,1
69,pGPD-TATA_OP-UAS_BFD,0,2,1,1,11,22,32,3
70,pGPD-TATA_OP-UAS_BFE,0,1,0,0,1,1,0,1
71,pGPD-TATA_OP-UAS_BFF,0,5,1,0,6,10,3,6
72,pGPD-TATA_OP-UAS_CAA,0,0,0,0,0,5,7,9
73,pGPD-TATA_OP-UAS_CAB,2,0,0,0,0,0,0,8
74,pGPD-TATA_OP-UAS_CAC,515,354,483,745,743,763,1258,11100
75,pGPD-TATA_OP-UAS_CAD,2,2,2,0,3,10,8,22
76,pGPD-TATA_OP-UAS_CAE,0,0,1,1,1,0,6,26
77,pGPD-TATA_OP-UAS_CAF,1,3,10,6,5,17,5,31
78,pGPD-TATA_OP-UAS_CBA,0,0,2,0,0,1,1,2
79,pGPD-TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
80,pGPD-TATA_OP-UAS_CBC,4,8,6,6,32,50,27,22
81,pGPD-TATA_OP-UAS_CBD,0,4,4,1,1,0,40,27
82,pGPD-TATA_OP-UAS_CBE,0,1,1,0,2,1,5,8
83,pGPD-TATA_OP-UAS_CBF,3,5,0,0,3,1,1,14
84,pGPD-TATA_OP-UAS_CCA,0,0,0,0,0,0,1,1
85,pGPD-TATA_OP-UAS_CCB,0,0,0,0,0,0,0,1
86,pGPD-TATA_OP-UAS_CCC,1,5,4,5,23,13,13,15
87,pGPD-TATA_OP-UAS_CCD,0,0,0,1,1,3,0,1
88,pGPD-TATA_OP-UAS_CCE,0,0,0,0,0,0,0,0
89,pGPD-TATA_OP-UAS_CCF,0,0,0,1,2,1,9,5
90,pGPD-TATA_OP-UAS_CDA,0,0,1,0,0,3,2,1
91,pGPD-TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
92,pGPD-TATA_OP-UAS_CDC,4,5,15,6,22,48,14,7
93,pGPD-TATA_OP-UAS_CDD,0,1,0,0,1,2,9,2
94,pGPD-TATA_OP-UAS_CDE,0,1,0,0,0,0,0,2
95,pGPD-TATA_OP-UAS_CDF,1,5,0,0,8,5,6,6
96,pGPD-TATA_OP-UAS_CEA,1,0,0,0,0,8,22,3
97,pGPD-TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
98,pGPD-TATA_OP-UAS_CEC,0,2,8,4,4,14,3,2
99,pGPD-TATA_OP-UAS_CED,0,2,1,0,0,4,3,8
100,pGPD-TATA_OP-UAS_CEE,0,0,0,0,0,0,0,0
101,pGPD-TATA_OP-UAS_CEF,0,1,2,1,0,2,7,3
102,pGPD-TATA_OP-UAS_CFA,0,1,1,0,1,102,19,3
103,pGPD-TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
104,pGPD-TATA_OP-UAS_CFC,1,3,3,12,10,7,1,6
105,pGPD-TATA_OP-UAS_CFD,0,4,5,0,1,1,1,5
106,pGPD-TATA_OP-UAS_CFE,0,1,0,0,0,0,0,0
107,pGPD-TATA_OP-UAS_CFF,0,0,1,0,0,5,5,2
108,pGPD-TATA_OP-UAS_DAA,0,1,0,0,1,0,0,0
109,pGPD-TATA_OP-UAS_DAB,0,0,0,0,0,10,3,0
110,pGPD-TATA_OP-UAS_DAC,11,21,33,18,59,540,61,3
111,pGPD-TATA_OP-UAS_DAD,631,878,1142,1725,4749,90889,11780,461
112,pGPD-TATA_OP-UAS_DAE,1,2,0,1,9,94,20,2
113,pGPD-TATA_OP-UAS_DAF,3,6,9,10,30,205,49,9
114,pGPD-TATA_OP-UAS_DBA,0,2,1,0,0,8,0,0
115,pGPD-TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
116,pGPD-TATA_OP-UAS_DBC,0,5,14,3,25,69,9,3
117,pGPD-TATA_OP-UAS_DBD,0,2,2,1,5,46,24,3
118,pGPD-TATA_OP-UAS_DBE,0,0,0,0,0,1,0,0
119,pGPD-TATA_OP-UAS_DBF,0,6,5,1,0,26,10,0
120,pGPD-TATA_OP-UAS_DCA,1,0,0,0,3,21,12,1
121,pGPD-TATA_OP-UAS_DCB,0,0,0,0,0,0,0,0
122,pGPD-TATA_OP-UAS_DCC,0,8,12,3,29,48,10,5
123,pGPD-TATA_OP-UAS_DCD,0,0,2,1,5,50,28,5
124,pGPD-TATA_OP-UAS_DCE,0,0,0,0,0,0,0,0
125,pGPD-TATA_OP-UAS_DCF,0,1,3,1,4,12,38,6
126,pGPD-TATA_OP-UAS_DDA,0,3,2,2,0,7,4,0
127,pGPD-TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
128,pGPD-TATA_OP-UAS_DDC,1,4,20,5,20,37,10,1
129,pGPD-TATA_OP-UAS_DDD,2,1,2,0,3,7,24,6
130,pGPD-TATA_OP-UAS_DDE,0,0,0,0,0,1,1,0
131,pGPD-TATA_OP-UAS_DDF,1,1,4,4,3,21,21,9
132,pGPD-TATA_OP-UAS_DEA,0,1,1,0,1,14,1,1
133,pGPD-TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
134,pGPD-TATA_OP-UAS_DEC,3,7,11,3,12,67,7,5
135,pGPD-TATA_OP-UAS_DED,12,4,0,4,3,26,14,1
136,pGPD-TATA_OP-UAS_DEE,0,0,0,0,0,0,1,1
137,pGPD-TATA_OP-UAS_DEF,0,1,4,0,2,6,3,0
138,pGPD-TATA_OP-UAS_DFA,0,0,1,0,0,14,5,0
139,pGPD-TATA_OP-UAS_DFB,0,2,0,0,0,0,0,0
140,pGPD-TATA_OP-UAS_DFC,0,2,4,3,60,88,16,4
141,pGPD-TATA_OP-UAS_DFD,0,3,8,0,4,26,10,2
142,pGPD-TATA_OP-UAS_DFE,0,0,0,1,0,1,0,0
143,pGPD-TATA_OP-UAS_DFF,0,5,1,3,2,17,9,6
144,pGPD-TATA_OP-UAS_EAA,1,0,1,1,0,1,0,0
145,pGPD-TATA_OP-UAS_EAB,0,0,0,0,0,0,0,0
146,pGPD-TATA_OP-UAS_EAC,1,4,21,7,17,48,9,3
147,pGPD-TATA_OP-UAS_EAD,0,3,3,1,4,38,39,10
148,pGPD-TATA_OP-UAS_EAE,0,0,0,0,0,5,1,1
149,pGPD-TATA_OP-UAS_EAF,0,1,9,5,16,56,25,4
150,pGPD-TATA_OP-UAS_EBA,2,2,0,0,1,3,2,0
151,pGPD-TATA_OP-UAS_EBB,0,0,0,0,0,2,5,0
152,pGPD-TATA_OP-UAS_EBC,1,12,13,8,38,89,29,5
153,pGPD-TATA_OP-UAS_EBD,1,0,1,1,1,9,4,3
154,pGPD-TATA_OP-UAS_EBE,0,0,0,0,0,1,3,1
155,pGPD-TATA_OP-UAS_EBF,1,7,1,1,4,37,60,3
156,pGPD-TATA_OP-UAS_ECA,0,0,0,0,0,0,0,0
157,pGPD-TATA_OP-UAS_ECB,0,0,0,0,0,0,0,0
158,pGPD-TATA_OP-UAS_ECC,0,0,6,4,12,45,28,4
159,pGPD-TATA_OP-UAS_ECD,0,6,1,0,2,32,5,2
160,pGPD-TATA_OP-UAS_ECE,0,0,0,0,0,0,0,0
161,pGPD-TATA_OP-UAS_ECF,0,0,1,0,0,4,3,4
162,pGPD-TATA_OP-UAS_EDA,0,0,0,0,0,2,0,0
163,pGPD-TATA_OP-UAS_EDB,0,0,0,0,0,0,0,0
164,pGPD-TATA_OP-UAS_EDC,3,11,9,11,27,54,12,10
165,pGPD-TATA_OP-UAS_EDD,1,6,2,1,8,12,55,11
166,pGPD-TATA_OP-UAS_EDE,0,0,0,0,0,0,2,2
167,pGPD-TATA_OP-UAS_EDF,0,0,1,0,2,6,6,4
168,pGPD-TATA_OP-UAS_EEA,3,0,1,0,0,1,1,0
169,pGPD-TATA_OP-UAS_EEB,0,0,0,0,0,0,0,0
170,pGPD-TATA_OP-UAS_EEC,0,6,1,2,6,13,6,1
171,pGPD-TATA_OP-UAS_EED,2,2,1,2,0,7,1,4
172,pGPD-TATA_OP-UAS_EEE,0,0,0,0,0,0,0,0
173,pGPD-TATA_OP-UAS_EEF,0,2,1,0,5,57,20,11
174,pGPD-TATA_OP-UAS_EFA,0,0,0,0,0,1,8,0
175,pGPD-TATA_OP-UAS_EFB,0,0,0,0,0,0,0,3
176,pGPD-TATA_OP-UAS_EFC,0,3,3,1,10,35,12,3
177,pGPD-TATA_OP-UAS_EFD,0,2,4,0,0,3,4,0
178,pGPD-TATA_OP-UAS_EFE,0,0,0,0,0,8,0,0
179,pGPD-TATA_OP-UAS_EFF,0,0,0,0,1,6,1,2
180,pGPD-TATA_OP-UAS_FAA,0,5,7,2,0,1,1,0
181,pGPD-TATA_OP-UAS_FAB,0,1,5,1,0,0,0,0
182,pGPD-TATA_OP-UAS_FAC,1,37,185,49,53,74,23,2
183,pGPD-TATA_OP-UAS_FAD,0,12,18,11,9,49,31,7
184,pGPD-TATA_OP-UAS_FAE,0,1,8,2,0,0,0,0
185,pGPD-TATA_OP-UAS_FAF,63,1072,6721,5384,252,155,147,35
186,pGPD-TATA_OP-UAS_FBA,0,1,0,0,0,1,1,1
187,pGPD-TATA_OP-UAS_FBB,0,0,0,0,0,0,0,0
188,pGPD-TATA_OP-UAS_FBC,6,34,209,33,85,239,59,12
189,pGPD-TATA_OP-UAS_FBD,0,1,6,16,20,9,23,7
190,pGPD-TATA_OP-UAS_FBE,0,1,0,0,0,0,0,1
191,pGPD-TATA_OP-UAS_FBF,7,6,3,2,1,3,10,10
192,pGPD-TATA_OP-UAS_FCA,0,0,0,1,0,3,0,0
193,pGPD-TATA_OP-UAS_FCB,0,0,0,0,0,0,0,0
194,pGPD-TATA_OP-UAS_FCC,0,0,1,4,3,21,21,1
195,pGPD-TATA_OP-UAS_FCD,0,0,1,0,2,3,4,8
196,pGPD-TATA_OP-UAS_FCE,0,1,0,0,1,3,0,1
197,pGPD-TATA_OP-UAS_FCF,0,1,2,3,7,3,19,3
198,pGPD-TATA_OP-UAS_FDA,0,0,0,0,0,4,0,0
199,pGPD-TATA_OP-UAS_FDB,0,0,0,0,0,0,0,0
200,pGPD-TATA_OP-UAS_FDC,3,3,27,11,21,42,4,2
201,pGPD-TATA_OP-UAS_FDD,1,0,0,3,8,3,5,2
202,pGPD-TATA_OP-UAS_FDE,0,0,1,0,0,0,0,0
203,pGPD-TATA_OP-UAS_FDF,0,0,2,1,0,9,1,0
204,pGPD-TATA_OP-UAS_FEA,0,1,0,0,0,2,2,1
205,pGPD-TATA_OP-UAS_FEB,0,0,0,0,0,0,0,0
206,pGPD-TATA_OP-UAS_FEC,0,1,14,12,15,27,2,1
207,pGPD-TATA_OP-UAS_FED,0,0,1,1,0,0,2,0
208,pGPD-TATA_OP-UAS_FEE,0,0,0,0,0,1,0,0
209,pGPD-TATA_OP-UAS_FEF,0,2,1,0,2,5,4,4
210,pGPD-TATA_OP-UAS_FFA,0,3,3,8,3,22,29,0
211,pGPD-TATA_OP-UAS_FFB,0,0,0,0,0,0,0,0
212,pGPD-TATA_OP-UAS_FFC,0,1,0,1,2,0,0,1
213,pGPD-TATA_OP-UAS_FFD,0,0,1,1,1,3,12,0
214,pGPD-TATA_OP-UAS_FFE,0,0,0,0,2,8,1,1
215,pGPD-TATA_OP-UAS_FFF,2,1,6,0,0,13,9,1
216,pGPD-OP_TATA_OP-UAS_AAA,0,0,0,0,0,0,0,0
217,pGPD-OP_TATA_OP-UAS_AAB,0,0,0,0,0,0,0,0
218,pGPD-OP_TATA_OP-UAS_AAC,4,9,4,8,15,4,10,34
219,pGPD-OP_TATA_OP-UAS_AAD,0,0,0,0,0,2,1,5
220,pGPD-OP_TATA_OP-UAS_AAE,0,0,0,0,0,3,0,2
221,pGPD-OP_TATA_OP-UAS_AAF,1,5,2,2,9,5,15,17
222,pGPD-OP_TATA_OP-UAS_ABA,0,2,0,0,0,0,0,1
223,pGPD-OP_TATA_OP-UAS_ABB,0,0,0,0,0,0,0,0
224,pGPD-OP_TATA_OP-UAS_ABC,10,10,7,8,45,34,46,34
225,pGPD-OP_TATA_OP-UAS_ABD,4,3,6,8,5,12,34,59
226,pGPD-OP_TATA_OP-UAS_ABE,0,2,0,0,2,2,0,5
227,pGPD-OP_TATA_OP-UAS_ABF,2,3,6,2,1,10,23,15
228,pGPD-OP_TATA_OP-UAS_ACA,0,0,1,0,0,0,2,9
229,pGPD-OP_TATA_OP-UAS_ACB,0,0,0,0,0,0,0,0
230,pGPD-OP_TATA_OP-UAS_ACC,10,10,5,9,38,14,39,24
231,pGPD-OP_TATA_OP-UAS_ACD,0,9,4,4,15,24,21,23
232,pGPD-OP_TATA_OP-UAS_ACE,0,1,0,0,3,3,10,3
233,pGPD-OP_TATA_OP-UAS_ACF,0,0,1,0,10,2,7,26
234,pGPD-OP_TATA_OP-UAS_ADA,0,0,1,0,3,0,3,0
235,pGPD-OP_TATA_OP-UAS_ADB,0,0,0,0,0,0,0,1
236,pGPD-OP_TATA_OP-UAS_ADC,12,19,27,31,40,21,42,88
237,pGPD-OP_TATA_OP-UAS_ADD,4,4,4,5,2,3,13,27
238,pGPD-OP_TATA_OP-UAS_ADE,0,1,0,0,2,0,5,0
239,pGPD-OP_TATA_OP-UAS_ADF,3,1,5,6,7,20,66,38
240,pGPD-OP_TATA_OP-UAS_AEA,1,2,4,2,4,6,15,48
241,pGPD-OP_TATA_OP-UAS_AEB,0,0,2,0,1,5,6,26
242,pGPD-OP_TATA_OP-UAS_AEC,24,24,21,30,43,29,66,135
243,pGPD-OP_TATA_OP-UAS_AED,11,10,9,12,8,15,55,110
244,pGPD-OP_TATA_OP-UAS_AEE,1,3,1,2,2,5,19,43
245,pGPD-OP_TATA_OP-UAS_AEF,1856,2294,2621,3571,3949,5030,11157,33104
246,pGPD-OP_TATA_OP-UAS_AFA,0,3,1,2,0,1,19,4
247,pGPD-OP_TATA_OP-UAS_AFB,0,0,0,0,3,0,0,0
248,pGPD-OP_TATA_OP-UAS_AFC,15,8,10,8,30,18,45,48
249,pGPD-OP_TATA_OP-UAS_AFD,1,7,6,2,19,19,8,22
250,pGPD-OP_TATA_OP-UAS_AFE,0,0,0,0,0,0,0,1
251,pGPD-OP_TATA_OP-UAS_AFF,1,4,3,2,9,4,7,19
252,pGPD-OP_TATA_OP-UAS_BAA,0,2,0,0,2,0,0,0
253,pGPD-OP_TATA_OP-UAS_BAB,0,0,0,0,0,0,0,0
254,pGPD-OP_TATA_OP-UAS_BAC,2,12,20,11,24,11,39,20
255,pGPD-OP_TATA_OP-UAS_BAD,0,3,0,0,8,23,5,5
256,pGPD-OP_TATA_OP-UAS_BAE,0,0,1,0,1,2,9,5
257,pGPD-OP_TATA_OP-UAS_BAF,3,5,4,5,20,7,4,7
258,pGPD-OP_TATA_OP-UAS_BBA,0,2,0,0,0,1,1,1
259,pGPD-OP_TATA_OP-UAS_BBB,0,0,0,0,0,2,1,1
260,pGPD-OP_TATA_OP-UAS_BBC,2,16,24,17,51,28,50,56
261,pGPD-OP_TATA_OP-UAS_BBD,1,5,5,5,32,4,6,6
262,pGPD-OP_TATA_OP-UAS_BBE,0,0,0,0,0,2,0,0
263,pGPD-OP_TATA_OP-UAS_BBF,0,3,4,2,7,17,25,17
264,pGPD-OP_TATA_OP-UAS_BCA,1,2,0,0,4,6,0,3
265,pGPD-OP_TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
266,pGPD-OP_TATA_OP-UAS_BCC,1,2,3,4,10,12,13,16
267,pGPD-OP_TATA_OP-UAS_BCD,43,71,2,97,93,56,100,409
268,pGPD-OP_TATA_OP-UAS_BCE,0,0,0,0,0,0,0,1
269,pGPD-OP_TATA_OP-UAS_BCF,0,2,0,0,0,9,8,6
270,pGPD-OP_TATA_OP-UAS_BDA,0,2,1,0,1,2,0,2
271,pGPD-OP_TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
272,pGPD-OP_TATA_OP-UAS_BDC,0,7,27,13,26,9,9,23
273,pGPD-OP_TATA_OP-UAS_BDD,1,2,3,7,13,3,3,6
274,pGPD-OP_TATA_OP-UAS_BDE,0,0,0,0,0,1,0,0
275,pGPD-OP_TATA_OP-UAS_BDF,0,0,0,0,0,0,0,1
276,pGPD-OP_TATA_OP-UAS_BEA,0,1,1,1,7,3,1,0
277,pGPD-OP_TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
278,pGPD-OP_TATA_OP-UAS_BEC,0,10,12,1,30,14,11,16
279,pGPD-OP_TATA_OP-UAS_BED,0,5,4,1,14,48,36,13
280,pGPD-OP_TATA_OP-UAS_BEE,0,0,0,0,0,1,0,4
281,pGPD-OP_TATA_OP-UAS_BEF,1,3,3,2,10,25,0,12
282,pGPD-OP_TATA_OP-UAS_BFA,0,1,0,0,1,8,3,11
283,pGPD-OP_TATA_OP-UAS_BFB,0,0,0,0,4,0,0,0
284,pGPD-OP_TATA_OP-UAS_BFC,0,3,6,2,17,3,0,2
285,pGPD-OP_TATA_OP-UAS_BFD,0,0,0,0,6,13,2,3
286,pGPD-OP_TATA_OP-UAS_BFE,0,0,0,0,1,1,0,3
287,pGPD-OP_TATA_OP-UAS_BFF,0,0,7,0,2,5,5,0
288,pGPD-OP_TATA_OP-UAS_CAA,0,0,0,0,1,0,1,0
289,pGPD-OP_TATA_OP-UAS_CAB,0,0,0,0,0,0,0,0
290,pGPD-OP_TATA_OP-UAS_CAC,3,4,2,4,17,18,76,35
291,pGPD-OP_TATA_OP-UAS_CAD,0,2,0,0,1,9,0,2
292,pGPD-OP_TATA_OP-UAS_CAE,0,4,0,0,0,1,9,0
293,pGPD-OP_TATA_OP-UAS_CAF,0,9,5,1,2,11,9,8
294,pGPD-OP_TATA_OP-UAS_CBA,0,0,2,0,0,1,1,0
295,pGPD-OP_TATA_OP-UAS_CBB,0,0,0,0,0,2,0,0
296,pGPD-OP_TATA_OP-UAS_CBC,2,6,10,5,51,32,14,11
297,pGPD-OP_TATA_OP-UAS_CBD,0,0,1,0,15,5,12,6
298,pGPD-OP_TATA_OP-UAS_CBE,0,1,0,0,0,2,3,0
299,pGPD-OP_TATA_OP-UAS_CBF,1,1,4,0,0,7,7,5
300,pGPD-OP_TATA_OP-UAS_CCA,0,0,0,0,1,0,0,1
301,pGPD-OP_TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
302,pGPD-OP_TATA_OP-UAS_CCC,0,3,2,3,6,5,3,9
303,pGPD-OP_TATA_OP-UAS_CCD,0,2,0,0,0,4,6,3
304,pGPD-OP_TATA_OP-UAS_CCE,0,2,0,0,0,0,0,0
305,pGPD-OP_TATA_OP-UAS_CCF,0,0,0,0,0,1,0,3
306,pGPD-OP_TATA_OP-UAS_CDA,1,1,2,1,4,3,0,4
307,pGPD-OP_TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
308,pGPD-OP_TATA_OP-UAS_CDC,0,5,6,5,13,12,8,14
309,pGPD-OP_TATA_OP-UAS_CDD,0,3,0,1,4,2,13,3
310,pGPD-OP_TATA_OP-UAS_CDE,0,0,0,0,2,0,2,0
311,pGPD-OP_TATA_OP-UAS_CDF,0,3,3,0,5,9,6,6
312,pGPD-OP_TATA_OP-UAS_CEA,0,0,0,0,0,0,1,2
313,pGPD-OP_TATA_OP-UAS_CEB,0,0,0,0,0,0,0,1
314,pGPD-OP_TATA_OP-UAS_CEC,2,1,2,1,13,11,6,9
315,pGPD-OP_TATA_OP-UAS_CED,0,1,0,1,4,6,2,6
316,pGPD-OP_TATA_OP-UAS_CEE,0,0,0,0,0,1,0,2
317,pGPD-OP_TATA_OP-UAS_CEF,0,2,2,0,3,16,0,0
318,pGPD-OP_TATA_OP-UAS_CFA,0,3,0,0,1,3,1,2
319,pGPD-OP_TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
320,pGPD-OP_TATA_OP-UAS_CFC,1,7,5,1,21,4,20,3
321,pGPD-OP_TATA_OP-UAS_CFD,0,1,4,0,6,6,4,4
322,pGPD-OP_TATA_OP-UAS_CFE,0,0,0,0,1,1,1,0
323,pGPD-OP_TATA_OP-UAS_CFF,1,6,1,0,14,5,24,3
324,pGPD-OP_TATA_OP-UAS_DAA,0,0,0,0,0,2,0,0
325,pGPD-OP_TATA_OP-UAS_DAB,0,0,0,0,0,0,0,0
326,pGPD-OP_TATA_OP-UAS_DAC,1,10,18,12,20,13,35,13
327,pGPD-OP_TATA_OP-UAS_DAD,0,0,2,0,6,232,28,2
328,pGPD-OP_TATA_OP-UAS_DAE,0,0,0,0,1,0,2,0
329,pGPD-OP_TATA_OP-UAS_DAF,1,4,4,0,13,23,4,10
330,pGPD-OP_TATA_OP-UAS_DBA,0,0,1,1,2,3,2,3
331,pGPD-OP_TATA_OP-UAS_DBB,0,0,0,0,0,0,0,1
332,pGPD-OP_TATA_OP-UAS_DBC,1,11,14,14,37,22,30,19
333,pGPD-OP_TATA_OP-UAS_DBD,0,3,4,0,2,13,19,12
334,pGPD-OP_TATA_OP-UAS_DBE,0,4,1,0,2,5,0,1
335,pGPD-OP_TATA_OP-UAS_DBF,0,4,3,1,1,13,7,4
336,pGPD-OP_TATA_OP-UAS_DCA,0,0,2,0,2,8,1,1
337,pGPD-OP_TATA_OP-UAS_DCB,0,0,0,0,0,1,0,0
338,pGPD-OP_TATA_OP-UAS_DCC,1,3,3,3,20,3,10,4
339,pGPD-OP_TATA_OP-UAS_DCD,0,0,2,1,5,7,11,7
340,pGPD-OP_TATA_OP-UAS_DCE,0,0,0,0,1,0,0,0
341,pGPD-OP_TATA_OP-UAS_DCF,1,2,0,0,1,3,1,4
342,pGPD-OP_TATA_OP-UAS_DDA,0,1,0,0,1,3,0,0
343,pGPD-OP_TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
344,pGPD-OP_TATA_OP-UAS_DDC,0,4,5,5,12,4,7,14
345,pGPD-OP_TATA_OP-UAS_DDD,0,0,0,1,1,5,4,13
346,pGPD-OP_TATA_OP-UAS_DDE,0,0,0,1,0,1,1,3
347,pGPD-OP_TATA_OP-UAS_DDF,1,9,6,1,9,8,17,30
348,pGPD-OP_TATA_OP-UAS_DEA,0,1,1,1,4,7,4,4
349,pGPD-OP_TATA_OP-UAS_DEB,0,0,0,0,0,0,1,0
350,pGPD-OP_TATA_OP-UAS_DEC,0,7,2,9,30,12,15,13
351,pGPD-OP_TATA_OP-UAS_DED,1,2,3,0,1,8,6,5
352,pGPD-OP_TATA_OP-UAS_DEE,0,0,0,0,0,0,0,0
353,pGPD-OP_TATA_OP-UAS_DEF,0,0,0,0,0,1,3,3
354,pGPD-OP_TATA_OP-UAS_DFA,0,0,0,0,0,1,6,1
