,Combination,P2,P3,P4,P5,P6,P7,P8,P9
27,pGPD-TATA_OP-UAS_AED,0,1,1,0,0,2,4,1
28,pGPD-TATA_OP-UAS_AEE,0,0,0,0,0,2,3,0
29,pGPD-TATA_OP-UAS_AEF,0,0,1,2,1,5,0,3
30,pGPD-TATA_OP-UAS_AFA,0,4,0,0,1,4,0,0
31,pGPD-TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
32,pGPD-TATA_OP-UAS_AFC,0,4,11,4,14,11,4,0
33,pGPD-TATA_OP-UAS_AFD,0,4,0,0,14,6,9,1
34,pGPD-TATA_OP-UAS_AFE,0,0,0,0,0,0,0,1
35,pGPD-TATA_OP-UAS_AFF,0,1,1,0,5,5,0,0
36,pGPD-TATA_OP-UAS_BAA,0,1,2,0,0,1,1,0
37,pGPD-TATA_OP-UAS_BAB,0,0,0,1,0,0,0,0
38,pGPD-TATA_OP-UAS_BAC,0,20,88,11,35,58,35,2
39,pGPD-TATA_OP-UAS_BAD,0,2,3,1,10,27,9,0
40,pGPD-TATA_OP-UAS_BAE,0,0,1,0,0,1,0,1
41,pGPD-TATA_OP-UAS_BAF,1,54,32,125,150,91,32,1
42,pGPD-TATA_OP-UAS_BBA,0,0,0,0,1,0,0,3
43,pGPD-TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
44,pGPD-TATA_OP-UAS_BBC,12,69,74,26,56,192,35,9
45,pGPD-TATA_OP-UAS_BBD,1,2,2,0,6,8,0,0
46,pGPD-TATA_OP-UAS_BBE,0,0,0,0,0,0,0,0
47,pGPD-TATA_OP-UAS_BBF,0,2,9,4,12,19,18,1
48,pGPD-TATA_OP-UAS_BCA,0,0,1,0,1,1,0,0
49,pGPD-TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
50,pGPD-TATA_OP-UAS_BCC,0,2,10,2,12,14,18,1
51,pGPD-TATA_OP-UAS_BCD,0,0,1,0,1,3,0,0
52,pGPD-TATA_OP-UAS_BCE,0,0,0,0,0,0,0,0
53,pGPD-TATA_OP-UAS_BCF,1,2,3,1,6,18,38,1
54,pGPD-TATA_OP-UAS_BDA,0,0,1,0,0,1,9,0
55,pGPD-TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
56,pGPD-TATA_OP-UAS_BDC,1,27,69,15,43,79,27,6
57,pGPD-TATA_OP-UAS_BDD,0,11,8,1,19,56,27,1
58,pGPD-TATA_OP-UAS_BDE,0,0,0,0,0,2,4,0
59,pGPD-TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
60,pGPD-TATA_OP-UAS_BEA,0,0,0,1,1,0,0,0
61,pGPD-TATA_OP-UAS_BEB,0,0,0,0,0,0,2,0
62,pGPD-TATA_OP-UAS_BEC,1,7,33,19,14,13,1,0
63,pGPD-TATA_OP-UAS_BED,0,1,1,6,14,2,1,4
64,pGPD-TATA_OP-UAS_BEE,0,2,0,0,0,1,0,0
65,pGPD-TATA_OP-UAS_BEF,0,3,4,1,5,15,15,0
66,pGPD-TATA_OP-UAS_BFA,0,2,0,0,1,1,1,1
67,pGPD-TATA_OP-UAS_BFB,0,0,0,0,0,0,1,0
68,pGPD-TATA_OP-UAS_BFC,2,6,19,3,11,47,24,0
69,pGPD-TATA_OP-UAS_BFD,0,2,2,0,2,23,14,4
70,pGPD-TATA_OP-UAS_BFE,0,0,1,0,0,2,0,0
71,pGPD-TATA_OP-UAS_BFF,0,9,1,2,3,10,4,3
72,pGPD-TATA_OP-UAS_CAA,0,0,0,0,0,2,0,2
73,pGPD-TATA_OP-UAS_CAB,0,1,1,0,0,0,2,3
74,pGPD-TATA_OP-UAS_CAC,151,286,469,789,688,678,1114,9351
75,pGPD-TATA_OP-UAS_CAD,0,1,1,2,2,7,9,18
76,pGPD-TATA_OP-UAS_CAE,0,0,3,3,3,3,15,22
77,pGPD-TATA_OP-UAS_CAF,0,5,2,7,9,13,3,16
78,pGPD-TATA_OP-UAS_CBA,1,0,1,0,0,0,0,2
79,pGPD-TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
80,pGPD-TATA_OP-UAS_CBC,5,9,13,5,32,32,24,9
81,pGPD-TATA_OP-UAS_CBD,0,3,2,2,8,2,26,39
82,pGPD-TATA_OP-UAS_CBE,0,0,2,0,0,2,9,1
83,pGPD-TATA_OP-UAS_CBF,0,0,1,0,1,6,1,6
84,pGPD-TATA_OP-UAS_CCA,0,0,0,0,0,0,0,0
85,pGPD-TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
86,pGPD-TATA_OP-UAS_CCC,0,6,5,9,17,27,3,9
87,pGPD-TATA_OP-UAS_CCD,0,0,2,0,2,0,2,0
88,pGPD-TATA_OP-UAS_CCE,0,0,0,0,0,0,0,0
89,pGPD-TATA_OP-UAS_CCF,0,1,2,1,1,1,22,2
90,pGPD-TATA_OP-UAS_CDA,0,0,0,1,0,0,5,0
91,pGPD-TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
92,pGPD-TATA_OP-UAS_CDC,2,7,15,10,22,51,19,8
93,pGPD-TATA_OP-UAS_CDD,0,1,1,0,0,2,8,0
94,pGPD-TATA_OP-UAS_CDE,0,0,0,0,0,0,1,0
95,pGPD-TATA_OP-UAS_CDF,1,2,3,3,4,8,4,3
96,pGPD-TATA_OP-UAS_CEA,1,1,2,1,2,2,24,0
97,pGPD-TATA_OP-UAS_CEB,0,0,0,1,0,0,0,0
98,pGPD-TATA_OP-UAS_CEC,0,1,4,1,12,13,3,5
99,pGPD-TATA_OP-UAS_CED,0,1,2,0,0,4,0,2
100,pGPD-TATA_OP-UAS_CEE,0,0,0,0,0,0,0,0
101,pGPD-TATA_OP-UAS_CEF,0,1,2,0,2,6,5,2
102,pGPD-TATA_OP-UAS_CFA,0,0,1,1,12,45,20,1
103,pGPD-TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
104,pGPD-TATA_OP-UAS_CFC,1,7,4,4,14,5,3,2
105,pGPD-TATA_OP-UAS_CFD,0,2,1,0,2,2,1,4
106,pGPD-TATA_OP-UAS_CFE,0,0,0,0,0,4,0,0
107,pGPD-TATA_OP-UAS_CFF,0,0,1,0,0,1,7,1
108,pGPD-TATA_OP-UAS_DAA,0,0,0,0,1,2,1,0
109,pGPD-TATA_OP-UAS_DAB,0,0,0,1,0,19,2,0
110,pGPD-TATA_OP-UAS_DAC,9,23,36,28,68,357,66,1
111,pGPD-TATA_OP-UAS_DAD,571,830,837,1711,3838,70299,6725,421
112,pGPD-TATA_OP-UAS_DAE,0,1,0,6,2,64,22,10
113,pGPD-TATA_OP-UAS_DAF,2,7,12,14,28,175,89,6
114,pGPD-TATA_OP-UAS_DBA,0,0,1,1,1,6,0,2
115,pGPD-TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
116,pGPD-TATA_OP-UAS_DBC,1,10,5,6,24,54,9,3
117,pGPD-TATA_OP-UAS_DBD,0,4,3,0,3,35,26,3
118,pGPD-TATA_OP-UAS_DBE,0,0,0,0,0,3,0,0
119,pGPD-TATA_OP-UAS_DBF,0,0,4,0,7,17,4,1
120,pGPD-TATA_OP-UAS_DCA,0,1,0,1,0,14,4,1
121,pGPD-TATA_OP-UAS_DCB,0,0,0,0,0,0,0,0
122,pGPD-TATA_OP-UAS_DCC,4,7,9,8,43,56,46,3
123,pGPD-TATA_OP-UAS_DCD,0,4,1,2,0,46,16,0
124,pGPD-TATA_OP-UAS_DCE,0,0,0,0,0,1,1,0
125,pGPD-TATA_OP-UAS_DCF,2,0,1,2,1,11,24,4
126,pGPD-TATA_OP-UAS_DDA,0,0,0,0,0,7,1,1
127,pGPD-TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
128,pGPD-TATA_OP-UAS_DDC,2,3,32,10,16,35,7,1
129,pGPD-TATA_OP-UAS_DDD,3,3,2,2,3,8,10,1
130,pGPD-TATA_OP-UAS_DDE,0,0,0,1,0,1,0,0
131,pGPD-TATA_OP-UAS_DDF,0,0,5,1,2,8,7,7
132,pGPD-TATA_OP-UAS_DEA,0,0,0,0,0,12,1,0
133,pGPD-TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
134,pGPD-TATA_OP-UAS_DEC,0,9,11,6,13,62,5,3
135,pGPD-TATA_OP-UAS_DED,7,4,0,0,3,15,3,4
136,pGPD-TATA_OP-UAS_DEE,0,0,0,0,0,1,0,0
137,pGPD-TATA_OP-UAS_DEF,0,0,3,0,1,10,3,1
138,pGPD-TATA_OP-UAS_DFA,0,0,0,0,1,4,6,0
139,pGPD-TATA_OP-UAS_DFB,0,0,0,0,0,0,0,0
140,pGPD-TATA_OP-UAS_DFC,3,8,3,7,14,73,14,3
141,pGPD-TATA_OP-UAS_DFD,0,6,2,3,1,21,22,3
142,pGPD-TATA_OP-UAS_DFE,0,0,0,0,4,4,1,0
143,pGPD-TATA_OP-UAS_DFF,0,5,5,0,3,15,2,6
144,pGPD-TATA_OP-UAS_EAA,0,0,0,0,0,0,0,0
145,pGPD-TATA_OP-UAS_EAB,0,0,0,0,0,0,0,0
146,pGPD-TATA_OP-UAS_EAC,1,6,25,11,28,39,12,4
147,pGPD-TATA_OP-UAS_EAD,1,1,5,0,12,29,27,3
148,pGPD-TATA_OP-UAS_EAE,0,0,0,0,1,0,0,0
149,pGPD-TATA_OP-UAS_EAF,6,3,2,6,6,21,22,2
150,pGPD-TATA_OP-UAS_EBA,0,0,2,2,0,0,1,1
151,pGPD-TATA_OP-UAS_EBB,0,0,0,0,1,1,0,0
152,pGPD-TATA_OP-UAS_EBC,1,19,21,17,28,55,10,2
153,pGPD-TATA_OP-UAS_EBD,0,3,1,0,1,4,4,0
154,pGPD-TATA_OP-UAS_EBE,0,0,0,0,0,0,1,0
155,pGPD-TATA_OP-UAS_EBF,0,7,7,0,8,21,40,0
156,pGPD-TATA_OP-UAS_ECA,0,0,0,0,0,1,0,0
157,pGPD-TATA_OP-UAS_ECB,0,0,0,0,0,0,0,0
158,pGPD-TATA_OP-UAS_ECC,0,3,5,2,9,18,37,6
159,pGPD-TATA_OP-UAS_ECD,0,1,3,0,5,21,6,5
160,pGPD-TATA_OP-UAS_ECE,0,0,0,0,0,0,0,0
161,pGPD-TATA_OP-UAS_ECF,0,0,1,3,0,2,7,1
162,pGPD-TATA_OP-UAS_EDA,0,0,0,0,3,0,0,0
163,pGPD-TATA_OP-UAS_EDB,0,0,1,0,0,0,0,0
164,pGPD-TATA_OP-UAS_EDC,0,11,28,8,18,33,9,1
165,pGPD-TATA_OP-UAS_EDD,0,1,8,1,12,25,28,1
166,pGPD-TATA_OP-UAS_EDE,0,1,0,0,1,0,1,0
167,pGPD-TATA_OP-UAS_EDF,0,2,0,4,1,0,0,5
168,pGPD-TATA_OP-UAS_EEA,0,0,0,0,0,1,1,0
169,pGPD-TATA_OP-UAS_EEB,0,0,0,0,0,0,0,0
170,pGPD-TATA_OP-UAS_EEC,0,1,6,3,2,2,2,2
171,pGPD-TATA_OP-UAS_EED,0,3,1,0,2,2,1,2
172,pGPD-TATA_OP-UAS_EEE,0,0,0,0,0,0,0,0
173,pGPD-TATA_OP-UAS_EEF,0,4,2,2,4,26,30,2
174,pGPD-TATA_OP-UAS_EFA,0,0,0,0,0,3,8,0
175,pGPD-TATA_OP-UAS_EFB,0,0,0,0,0,0,0,0
176,pGPD-TATA_OP-UAS_EFC,0,4,8,5,15,12,14,1
177,pGPD-TATA_OP-UAS_EFD,0,2,0,0,0,6,3,0
178,pGPD-TATA_OP-UAS_EFE,0,0,0,0,0,2,0,0
179,pGPD-TATA_OP-UAS_EFF,0,1,2,0,1,5,3,0
180,pGPD-TATA_OP-UAS_FAA,0,0,3,4,0,0,0,0
181,pGPD-TATA_OP-UAS_FAB,0,0,1,0,0,0,0,0
182,pGPD-TATA_OP-UAS_FAC,4,23,190,53,58,59,30,5
183,pGPD-TATA_OP-UAS_FAD,0,5,26,12,8,24,9,2
184,pGPD-TATA_OP-UAS_FAE,0,1,7,6,0,0,0,0
185,pGPD-TATA_OP-UAS_FAF,67,1100,6465,4446,283,159,84,31
186,pGPD-TATA_OP-UAS_FBA,0,2,3,0,0,2,0,0
187,pGPD-TATA_OP-UAS_FBB,0,0,0,0,0,0,0,0
188,pGPD-TATA_OP-UAS_FBC,5,38,252,46,68,184,28,7
189,pGPD-TATA_OP-UAS_FBD,0,2,6,7,11,5,29,4
190,pGPD-TATA_OP-UAS_FBE,0,0,0,0,0,1,1,0
191,pGPD-TATA_OP-UAS_FBF,0,5,7,4,1,13,8,4
192,pGPD-TATA_OP-UAS_FCA,0,0,0,0,0,1,0,0
193,pGPD-TATA_OP-UAS_FCB,0,0,0,0,0,1,0,0
194,pGPD-TATA_OP-UAS_FCC,1,4,8,1,5,7,6,3
195,pGPD-TATA_OP-UAS_FCD,1,4,1,0,0,3,0,1
196,pGPD-TATA_OP-UAS_FCE,0,0,0,0,8,1,0,0
197,pGPD-TATA_OP-UAS_FCF,1,4,5,0,6,5,11,0
198,pGPD-TATA_OP-UAS_FDA,0,0,0,0,0,2,0,0
199,pGPD-TATA_OP-UAS_FDB,0,0,0,0,0,0,0,0
200,pGPD-TATA_OP-UAS_FDC,1,7,28,3,12,33,16,1
201,pGPD-TATA_OP-UAS_FDD,0,0,3,0,0,3,0,0
202,pGPD-TATA_OP-UAS_FDE,0,0,0,0,0,0,0,0
203,pGPD-TATA_OP-UAS_FDF,0,2,10,1,0,19,1,1
204,pGPD-TATA_OP-UAS_FEA,2,0,1,0,0,4,0,1
205,pGPD-TATA_OP-UAS_FEB,0,0,0,0,0,0,0,0
206,pGPD-TATA_OP-UAS_FEC,0,8,11,9,18,13,1,2
207,pGPD-TATA_OP-UAS_FED,0,1,1,0,0,1,0,2
208,pGPD-TATA_OP-UAS_FEE,0,0,0,0,0,0,0,0
209,pGPD-TATA_OP-UAS_FEF,0,0,3,2,1,3,6,0
210,pGPD-TATA_OP-UAS_FFA,0,3,1,2,2,35,38,1
211,pGPD-TATA_OP-UAS_FFB,0,0,1,3,0,0,0,0
212,pGPD-TATA_OP-UAS_FFC,0,1,4,2,2,3,0,0
213,pGPD-TATA_OP-UAS_FFD,0,2,7,1,1,2,0,0
214,pGPD-TATA_OP-UAS_FFE,0,2,0,0,1,1,0,0
215,pGPD-TATA_OP-UAS_FFF,0,5,9,0,4,14,2,0
216,pGPD-OP_TATA_OP-UAS_AAA,0,0,0,0,0,0,0,0
217,pGPD-OP_TATA_OP-UAS_AAB,0,0,0,0,0,0,0,1
218,pGPD-OP_TATA_OP-UAS_AAC,1,6,7,3,12,8,13,19
219,pGPD-OP_TATA_OP-UAS_AAD,0,0,0,0,0,0,2,2
220,pGPD-OP_TATA_OP-UAS_AAE,0,1,0,0,0,1,1,1
221,pGPD-OP_TATA_OP-UAS_AAF,0,3,8,4,5,7,17,7
222,pGPD-OP_TATA_OP-UAS_ABA,0,0,0,0,0,1,0,0
223,pGPD-OP_TATA_OP-UAS_ABB,0,0,0,0,0,0,0,0
224,pGPD-OP_TATA_OP-UAS_ABC,2,12,11,9,44,27,42,16
225,pGPD-OP_TATA_OP-UAS_ABD,2,5,3,3,12,8,22,29
226,pGPD-OP_TATA_OP-UAS_ABE,0,0,0,1,1,2,0,6
227,pGPD-OP_TATA_OP-UAS_ABF,1,1,7,3,0,6,7,10
228,pGPD-OP_TATA_OP-UAS_ACA,0,0,4,0,0,0,4,8
229,pGPD-OP_TATA_OP-UAS_ACB,0,0,0,0,0,0,0,0
230,pGPD-OP_TATA_OP-UAS_ACC,1,11,17,10,21,18,15,24
231,pGPD-OP_TATA_OP-UAS_ACD,1,5,5,4,18,24,9,9
232,pGPD-OP_TATA_OP-UAS_ACE,0,0,2,0,6,1,3,8
233,pGPD-OP_TATA_OP-UAS_ACF,0,7,0,1,3,6,8,12
234,pGPD-OP_TATA_OP-UAS_ADA,0,3,0,0,0,0,0,1
235,pGPD-OP_TATA_OP-UAS_ADB,0,0,0,0,0,0,0,0
236,pGPD-OP_TATA_OP-UAS_ADC,10,19,54,29,26,24,25,65
237,pGPD-OP_TATA_OP-UAS_ADD,2,1,3,6,2,0,13,17
238,pGPD-OP_TATA_OP-UAS_ADE,0,2,0,8,0,0,3,2
239,pGPD-OP_TATA_OP-UAS_ADF,2,3,1,4,4,24,41,18
240,pGPD-OP_TATA_OP-UAS_AEA,0,3,5,1,3,4,13,9
241,pGPD-OP_TATA_OP-UAS_AEB,0,5,0,0,2,1,6,6
242,pGPD-OP_TATA_OP-UAS_AEC,12,15,17,25,33,22,36,65
243,pGPD-OP_TATA_OP-UAS_AED,3,6,18,10,9,7,58,43
244,pGPD-OP_TATA_OP-UAS_AEE,3,0,1,1,4,1,13,16
245,pGPD-OP_TATA_OP-UAS_AEF,1087,2321,2092,3003,2933,4743,9414,32468
246,pGPD-OP_TATA_OP-UAS_AFA,0,1,0,0,0,0,9,6
247,pGPD-OP_TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
248,pGPD-OP_TATA_OP-UAS_AFC,6,7,7,13,17,5,41,21
249,pGPD-OP_TATA_OP-UAS_AFD,1,5,8,2,8,3,9,11
250,pGPD-OP_TATA_OP-UAS_AFE,1,0,0,0,0,0,0,0
251,pGPD-OP_TATA_OP-UAS_AFF,2,7,3,2,9,0,5,7
252,pGPD-OP_TATA_OP-UAS_BAA,0,0,0,0,0,1,0,0
253,pGPD-OP_TATA_OP-UAS_BAB,0,0,0,0,0,0,0,0
254,pGPD-OP_TATA_OP-UAS_BAC,1,6,18,19,24,7,19,8
255,pGPD-OP_TATA_OP-UAS_BAD,0,1,0,0,2,11,1,1
256,pGPD-OP_TATA_OP-UAS_BAE,0,0,1,0,0,4,0,0
257,pGPD-OP_TATA_OP-UAS_BAF,0,3,7,4,10,11,4,2
258,pGPD-OP_TATA_OP-UAS_BBA,0,3,1,0,0,0,2,1
259,pGPD-OP_TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
260,pGPD-OP_TATA_OP-UAS_BBC,1,21,12,22,48,25,28,18
261,pGPD-OP_TATA_OP-UAS_BBD,1,2,7,8,24,5,1,6
262,pGPD-OP_TATA_OP-UAS_BBE,1,0,0,0,3,2,1,0
263,pGPD-OP_TATA_OP-UAS_BBF,2,1,3,0,11,7,5,9
264,pGPD-OP_TATA_OP-UAS_BCA,0,1,0,0,10,7,0,1
265,pGPD-OP_TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
266,pGPD-OP_TATA_OP-UAS_BCC,0,11,1,2,13,9,42,7
267,pGPD-OP_TATA_OP-UAS_BCD,11,24,22,34,24,122,140,749
268,pGPD-OP_TATA_OP-UAS_BCE,0,0,0,1,0,0,0,0
269,pGPD-OP_TATA_OP-UAS_BCF,0,1,0,0,1,5,1,7
270,pGPD-OP_TATA_OP-UAS_BDA,0,0,2,1,5,1,0,0
271,pGPD-OP_TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
272,pGPD-OP_TATA_OP-UAS_BDC,1,7,34,8,20,17,8,18
273,pGPD-OP_TATA_OP-UAS_BDD,0,7,1,1,9,2,4,2
274,pGPD-OP_TATA_OP-UAS_BDE,0,0,0,0,1,0,3,0
275,pGPD-OP_TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
276,pGPD-OP_TATA_OP-UAS_BEA,0,5,2,0,5,6,2,0
277,pGPD-OP_TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
278,pGPD-OP_TATA_OP-UAS_BEC,0,7,16,9,14,10,5,8
279,pGPD-OP_TATA_OP-UAS_BED,3,1,3,0,5,2,42,1
280,pGPD-OP_TATA_OP-UAS_BEE,0,0,0,0,0,1,1,1
281,pGPD-OP_TATA_OP-UAS_BEF,1,1,0,2,14,8,11,8
282,pGPD-OP_TATA_OP-UAS_BFA,0,0,1,0,6,7,7,23
283,pGPD-OP_TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
284,pGPD-OP_TATA_OP-UAS_BFC,0,1,16,6,13,5,19,7
285,pGPD-OP_TATA_OP-UAS_BFD,0,2,5,3,12,9,2,6
286,pGPD-OP_TATA_OP-UAS_BFE,0,1,2,0,0,1,0,2
287,pGPD-OP_TATA_OP-UAS_BFF,0,3,1,0,2,4,12,4
288,pGPD-OP_TATA_OP-UAS_CAA,0,0,0,0,0,0,0,0
289,pGPD-OP_TATA_OP-UAS_CAB,0,0,0,0,0,0,0,0
290,pGPD-OP_TATA_OP-UAS_CAC,1,9,10,9,19,19,23,6
291,pGPD-OP_TATA_OP-UAS_CAD,0,0,0,0,1,8,15,2
292,pGPD-OP_TATA_OP-UAS_CAE,0,0,2,0,0,1,1,0
293,pGPD-OP_TATA_OP-UAS_CAF,0,3,2,0,7,8,32,2
294,pGPD-OP_TATA_OP-UAS_CBA,0,0,0,0,0,0,0,3
295,pGPD-OP_TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
296,pGPD-OP_TATA_OP-UAS_CBC,1,10,4,2,40,16,8,8
297,pGPD-OP_TATA_OP-UAS_CBD,0,6,2,2,1,2,38,10
298,pGPD-OP_TATA_OP-UAS_CBE,2,4,0,0,1,3,5,2
299,pGPD-OP_TATA_OP-UAS_CBF,0,1,4,0,1,6,1,3
300,pGPD-OP_TATA_OP-UAS_CCA,0,1,0,0,1,0,0,1
301,pGPD-OP_TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
302,pGPD-OP_TATA_OP-UAS_CCC,2,4,2,2,2,8,3,6
303,pGPD-OP_TATA_OP-UAS_CCD,0,1,1,1,1,4,3,1
304,pGPD-OP_TATA_OP-UAS_CCE,0,0,0,0,1,3,0,0
305,pGPD-OP_TATA_OP-UAS_CCF,0,0,0,0,1,1,0,0
306,pGPD-OP_TATA_OP-UAS_CDA,0,0,2,0,1,4,0,0
307,pGPD-OP_TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
308,pGPD-OP_TATA_OP-UAS_CDC,0,6,9,9,13,7,13,10
309,pGPD-OP_TATA_OP-UAS_CDD,0,3,0,0,0,1,9,0
310,pGPD-OP_TATA_OP-UAS_CDE,0,1,0,0,0,0,0,0
311,pGPD-OP_TATA_OP-UAS_CDF,0,6,8,1,4,5,8,2
312,pGPD-OP_TATA_OP-UAS_CEA,0,1,2,0,1,0,0,1
313,pGPD-OP_TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
314,pGPD-OP_TATA_OP-UAS_CEC,0,3,1,6,9,1,10,7
315,pGPD-OP_TATA_OP-UAS_CED,0,1,0,0,0,7,1,1
316,pGPD-OP_TATA_OP-UAS_CEE,0,0,0,0,0,2,0,0
317,pGPD-OP_TATA_OP-UAS_CEF,1,0,2,0,4,3,1,0
318,pGPD-OP_TATA_OP-UAS_CFA,0,0,0,0,3,2,0,0
319,pGPD-OP_TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
320,pGPD-OP_TATA_OP-UAS_CFC,0,5,4,1,19,8,16,9
321,pGPD-OP_TATA_OP-UAS_CFD,0,0,2,1,1,6,8,4
322,pGPD-OP_TATA_OP-UAS_CFE,0,0,0,0,0,0,0,2
323,pGPD-OP_TATA_OP-UAS_CFF,0,1,2,0,0,6,10,2
324,pGPD-OP_TATA_OP-UAS_DAA,0,0,0,0,0,0,0,0
325,pGPD-OP_TATA_OP-UAS_DAB,0,0,0,0,0,0,0,0
326,pGPD-OP_TATA_OP-UAS_DAC,3,8,20,9,21,28,25,10
327,pGPD-OP_TATA_OP-UAS_DAD,1,4,7,2,3,186,22,3
328,pGPD-OP_TATA_OP-UAS_DAE,0,0,0,0,0,0,0,0
329,pGPD-OP_TATA_OP-UAS_DAF,0,1,5,0,15,15,11,5
330,pGPD-OP_TATA_OP-UAS_DBA,1,0,0,0,2,9,4,1
331,pGPD-OP_TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
332,pGPD-OP_TATA_OP-UAS_DBC,1,6,9,12,45,16,14,14
333,pGPD-OP_TATA_OP-UAS_DBD,1,2,6,1,6,13,31,6
334,pGPD-OP_TATA_OP-UAS_DBE,0,1,3,1,0,2,2,0
335,pGPD-OP_TATA_OP-UAS_DBF,0,2,1,0,1,4,11,6
336,pGPD-OP_TATA_OP-UAS_DCA,0,0,0,0,1,7,1,0
337,pGPD-OP_TATA_OP-UAS_DCB,0,0,0,0,0,0,0,0
338,pGPD-OP_TATA_OP-UAS_DCC,0,8,3,4,28,8,18,3
339,pGPD-OP_TATA_OP-UAS_DCD,0,0,2,0,1,8,9,0
340,pGPD-OP_TATA_OP-UAS_DCE,0,0,0,0,0,0,0,0
341,pGPD-OP_TATA_OP-UAS_DCF,0,0,1,0,2,0,2,3
342,pGPD-OP_TATA_OP-UAS_DDA,0,0,0,0,1,2,1,0
343,pGPD-OP_TATA_OP-UAS_DDB,0,1,0,0,0,0,0,0
344,pGPD-OP_TATA_OP-UAS_DDC,0,0,5,6,18,8,7,0
345,pGPD-OP_TATA_OP-UAS_DDD,1,2,1,0,0,2,9,0
346,pGPD-OP_TATA_OP-UAS_DDE,0,0,0,0,0,2,0,0
347,pGPD-OP_TATA_OP-UAS_DDF,1,5,9,1,7,4,8,7
348,pGPD-OP_TATA_OP-UAS_DEA,0,0,1,1,0,6,3,4
349,pGPD-OP_TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
350,pGPD-OP_TATA_OP-UAS_DEC,0,6,8,7,11,13,13,11
351,pGPD-OP_TATA_OP-UAS_DED,1,0,3,1,0,6,7,1
352,pGPD-OP_TATA_OP-UAS_DEE,0,0,0,0,0,1,0,0
353,pGPD-OP_TATA_OP-UAS_DEF,1,0,0,0,1,4,1,1
354,pGPD-OP_TATA_OP-UAS_DFA,0,1,1,0,0,1,2,1
