,Combination,P2,P3,P4,P5,P6,P7,P8,P9
27,pGPD-TATA_OP-UAS_AED,0,0,3,0,0,4,6,6
28,pGPD-TATA_OP-UAS_AEE,0,1,0,0,4,1,5,2
29,pGPD-TATA_OP-UAS_AEF,0,0,5,0,2,2,6,4
30,pGPD-TATA_OP-UAS_AFA,0,0,0,0,1,3,0,0
31,pGPD-TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
32,pGPD-TATA_OP-UAS_AFC,0,4,27,3,0,24,2,0
33,pGPD-TATA_OP-UAS_AFD,0,4,2,0,4,20,13,1
34,pGPD-TATA_OP-UAS_AFE,0,0,0,0,0,2,0,0
35,pGPD-TATA_OP-UAS_AFF,0,1,3,1,0,5,1,0
36,pGPD-TATA_OP-UAS_BAA,0,0,1,0,0,5,0,5
37,pGPD-TATA_OP-UAS_BAB,0,0,0,0,2,0,0,1
38,pGPD-TATA_OP-UAS_BAC,4,5,111,13,26,121,6,3
39,pGPD-TATA_OP-UAS_BAD,0,16,1,0,13,25,8,4
40,pGPD-TATA_OP-UAS_BAE,0,0,0,0,0,3,0,0
41,pGPD-TATA_OP-UAS_BAF,0,26,28,132,46,119,18,2
42,pGPD-TATA_OP-UAS_BBA,0,1,0,1,0,1,0,1
43,pGPD-TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
44,pGPD-TATA_OP-UAS_BBC,3,46,72,18,40,277,44,15
45,pGPD-TATA_OP-UAS_BBD,0,1,4,3,4,11,7,3
46,pGPD-TATA_OP-UAS_BBE,0,0,1,0,0,0,0,0
47,pGPD-TATA_OP-UAS_BBF,2,7,3,1,2,56,43,6
48,pGPD-TATA_OP-UAS_BCA,0,0,0,0,0,0,0,0
49,pGPD-TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
50,pGPD-TATA_OP-UAS_BCC,0,4,6,0,3,25,2,3
51,pGPD-TATA_OP-UAS_BCD,0,2,1,0,0,8,5,2
52,pGPD-TATA_OP-UAS_BCE,0,0,0,0,0,0,0,0
53,pGPD-TATA_OP-UAS_BCF,0,8,9,0,1,27,41,3
54,pGPD-TATA_OP-UAS_BDA,0,1,0,0,0,2,6,1
55,pGPD-TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
56,pGPD-TATA_OP-UAS_BDC,3,20,72,31,59,97,14,6
57,pGPD-TATA_OP-UAS_BDD,2,2,4,12,48,32,65,2
58,pGPD-TATA_OP-UAS_BDE,0,2,2,0,0,8,26,0
59,pGPD-TATA_OP-UAS_BDF,0,0,1,0,0,0,0,0
60,pGPD-TATA_OP-UAS_BEA,0,0,0,1,0,0,3,0
61,pGPD-TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
62,pGPD-TATA_OP-UAS_BEC,2,4,35,4,2,24,1,1
63,pGPD-TATA_OP-UAS_BED,0,0,2,4,3,5,0,0
64,pGPD-TATA_OP-UAS_BEE,0,0,1,0,1,0,3,1
65,pGPD-TATA_OP-UAS_BEF,1,3,2,8,2,8,29,0
66,pGPD-TATA_OP-UAS_BFA,0,2,2,0,0,2,0,0
67,pGPD-TATA_OP-UAS_BFB,0,0,0,0,0,0,0,1
68,pGPD-TATA_OP-UAS_BFC,2,1,25,13,2,29,2,0
69,pGPD-TATA_OP-UAS_BFD,0,1,8,0,7,17,33,4
70,pGPD-TATA_OP-UAS_BFE,0,0,0,0,1,0,0,0
71,pGPD-TATA_OP-UAS_BFF,1,2,2,0,4,20,2,1
72,pGPD-TATA_OP-UAS_CAA,0,2,0,1,0,1,0,3
73,pGPD-TATA_OP-UAS_CAB,1,0,0,0,0,0,0,11
74,pGPD-TATA_OP-UAS_CAC,483,519,750,1119,520,1040,2109,18169
75,pGPD-TATA_OP-UAS_CAD,0,6,3,2,0,19,16,37
76,pGPD-TATA_OP-UAS_CAE,2,1,2,0,0,1,21,38
77,pGPD-TATA_OP-UAS_CAF,3,6,8,9,2,26,18,57
78,pGPD-TATA_OP-UAS_CBA,0,1,1,2,0,0,2,7
79,pGPD-TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
80,pGPD-TATA_OP-UAS_CBC,5,15,12,6,6,56,29,31
81,pGPD-TATA_OP-UAS_CBD,1,8,0,0,0,5,13,49
82,pGPD-TATA_OP-UAS_CBE,1,1,1,1,0,4,9,7
83,pGPD-TATA_OP-UAS_CBF,0,0,3,2,4,7,8,17
84,pGPD-TATA_OP-UAS_CCA,0,0,0,0,0,0,0,0
85,pGPD-TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
86,pGPD-TATA_OP-UAS_CCC,1,10,8,9,8,37,2,25
87,pGPD-TATA_OP-UAS_CCD,0,1,0,0,0,3,3,3
88,pGPD-TATA_OP-UAS_CCE,0,0,0,0,0,0,0,1
89,pGPD-TATA_OP-UAS_CCF,0,0,0,3,1,3,2,5
90,pGPD-TATA_OP-UAS_CDA,0,0,0,0,0,1,6,2
91,pGPD-TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
92,pGPD-TATA_OP-UAS_CDC,1,1,23,7,17,57,8,9
93,pGPD-TATA_OP-UAS_CDD,0,5,0,0,0,1,14,6
94,pGPD-TATA_OP-UAS_CDE,0,0,0,0,0,0,0,2
95,pGPD-TATA_OP-UAS_CDF,0,1,8,4,0,28,6,13
96,pGPD-TATA_OP-UAS_CEA,0,0,2,0,2,11,17,1
97,pGPD-TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
98,pGPD-TATA_OP-UAS_CEC,2,4,7,3,7,23,1,0
99,pGPD-TATA_OP-UAS_CED,0,3,2,0,2,2,4,0
100,pGPD-TATA_OP-UAS_CEE,0,0,0,0,0,0,0,0
101,pGPD-TATA_OP-UAS_CEF,0,0,2,0,0,5,6,2
102,pGPD-TATA_OP-UAS_CFA,21,0,3,3,16,70,24,2
103,pGPD-TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
104,pGPD-TATA_OP-UAS_CFC,0,1,1,22,6,5,0,4
105,pGPD-TATA_OP-UAS_CFD,0,1,0,1,0,6,4,12
106,pGPD-TATA_OP-UAS_CFE,0,0,0,0,0,0,3,0
107,pGPD-TATA_OP-UAS_CFF,0,4,0,0,0,6,18,12
108,pGPD-TATA_OP-UAS_DAA,0,1,0,0,0,7,2,0
109,pGPD-TATA_OP-UAS_DAB,1,0,5,2,0,7,5,0
110,pGPD-TATA_OP-UAS_DAC,11,24,46,33,46,451,41,9
111,pGPD-TATA_OP-UAS_DAD,570,694,1081,2723,5968,68211,6726,456
112,pGPD-TATA_OP-UAS_DAE,0,7,5,5,4,79,29,1
113,pGPD-TATA_OP-UAS_DAF,2,16,4,22,22,185,64,4
114,pGPD-TATA_OP-UAS_DBA,0,1,0,1,0,10,0,0
115,pGPD-TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
116,pGPD-TATA_OP-UAS_DBC,2,4,10,8,12,93,18,6
117,pGPD-TATA_OP-UAS_DBD,1,1,2,2,4,46,36,3
118,pGPD-TATA_OP-UAS_DBE,0,0,0,0,0,2,0,0
119,pGPD-TATA_OP-UAS_DBF,1,3,2,1,2,20,6,8
120,pGPD-TATA_OP-UAS_DCA,0,0,5,0,0,5,5,0
121,pGPD-TATA_OP-UAS_DCB,0,0,0,0,0,0,0,0
122,pGPD-TATA_OP-UAS_DCC,0,10,5,17,18,89,18,3
123,pGPD-TATA_OP-UAS_DCD,0,0,10,5,5,59,12,1
124,pGPD-TATA_OP-UAS_DCE,0,0,0,0,0,0,0,0
125,pGPD-TATA_OP-UAS_DCF,0,0,3,8,0,12,13,11
126,pGPD-TATA_OP-UAS_DDA,0,0,0,0,0,7,2,3
127,pGPD-TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
128,pGPD-TATA_OP-UAS_DDC,0,2,39,14,5,25,8,0
129,pGPD-TATA_OP-UAS_DDD,4,0,3,0,1,5,21,12
130,pGPD-TATA_OP-UAS_DDE,0,0,0,0,0,0,0,0
131,pGPD-TATA_OP-UAS_DDF,1,5,1,1,4,16,8,14
132,pGPD-TATA_OP-UAS_DEA,0,0,0,0,0,10,0,3
133,pGPD-TATA_OP-UAS_DEB,0,0,0,0,0,2,0,0
134,pGPD-TATA_OP-UAS_DEC,1,3,12,10,15,97,7,8
135,pGPD-TATA_OP-UAS_DED,14,4,0,2,2,17,6,7
136,pGPD-TATA_OP-UAS_DEE,0,0,0,0,0,0,0,1
137,pGPD-TATA_OP-UAS_DEF,0,3,4,0,0,4,6,5
138,pGPD-TATA_OP-UAS_DFA,0,0,3,0,3,13,6,2
139,pGPD-TATA_OP-UAS_DFB,0,0,0,0,0,0,0,0
140,pGPD-TATA_OP-UAS_DFC,2,1,6,14,20,84,19,0
141,pGPD-TATA_OP-UAS_DFD,2,0,3,2,2,34,19,7
142,pGPD-TATA_OP-UAS_DFE,0,0,0,0,0,2,0,0
143,pGPD-TATA_OP-UAS_DFF,0,3,7,0,3,32,4,7
144,pGPD-TATA_OP-UAS_EAA,0,0,0,0,0,2,0,0
145,pGPD-TATA_OP-UAS_EAB,0,0,0,0,0,0,0,0
146,pGPD-TATA_OP-UAS_EAC,0,8,34,7,9,37,4,2
147,pGPD-TATA_OP-UAS_EAD,1,1,4,12,2,38,91,6
148,pGPD-TATA_OP-UAS_EAE,0,0,1,0,0,6,0,4
149,pGPD-TATA_OP-UAS_EAF,5,2,4,0,2,34,35,4
150,pGPD-TATA_OP-UAS_EBA,0,0,0,0,0,1,0,0
151,pGPD-TATA_OP-UAS_EBB,0,0,1,0,0,0,1,0
152,pGPD-TATA_OP-UAS_EBC,4,7,28,33,22,80,12,2
153,pGPD-TATA_OP-UAS_EBD,1,1,2,0,0,16,11,3
154,pGPD-TATA_OP-UAS_EBE,0,2,0,0,0,2,0,0
155,pGPD-TATA_OP-UAS_EBF,3,4,3,5,2,25,65,7
156,pGPD-TATA_OP-UAS_ECA,0,0,0,0,1,0,0,1
157,pGPD-TATA_OP-UAS_ECB,0,0,0,0,0,0,0,0
158,pGPD-TATA_OP-UAS_ECC,0,1,1,9,3,37,28,1
159,pGPD-TATA_OP-UAS_ECD,0,0,3,4,2,21,3,2
160,pGPD-TATA_OP-UAS_ECE,0,0,0,0,0,1,3,0
161,pGPD-TATA_OP-UAS_ECF,0,3,3,0,9,5,6,5
162,pGPD-TATA_OP-UAS_EDA,0,0,0,0,0,1,0,0
163,pGPD-TATA_OP-UAS_EDB,0,0,0,0,0,0,0,0
164,pGPD-TATA_OP-UAS_EDC,1,12,21,12,8,48,11,5
165,pGPD-TATA_OP-UAS_EDD,1,3,5,11,0,13,49,7
166,pGPD-TATA_OP-UAS_EDE,0,1,1,0,0,0,1,0
167,pGPD-TATA_OP-UAS_EDF,0,1,4,0,0,7,6,7
168,pGPD-TATA_OP-UAS_EEA,0,0,0,0,0,5,9,0
169,pGPD-TATA_OP-UAS_EEB,0,0,0,0,0,0,0,0
170,pGPD-TATA_OP-UAS_EEC,0,1,2,11,5,17,3,1
171,pGPD-TATA_OP-UAS_EED,0,0,0,0,0,5,18,4
172,pGPD-TATA_OP-UAS_EEE,0,0,0,0,0,0,1,0
173,pGPD-TATA_OP-UAS_EEF,1,1,9,1,2,17,35,5
174,pGPD-TATA_OP-UAS_EFA,0,0,2,0,0,1,11,0
175,pGPD-TATA_OP-UAS_EFB,0,0,0,0,0,0,0,0
176,pGPD-TATA_OP-UAS_EFC,0,4,4,13,6,24,1,1
177,pGPD-TATA_OP-UAS_EFD,0,0,1,1,0,12,4,3
178,pGPD-TATA_OP-UAS_EFE,0,1,0,0,0,3,0,0
179,pGPD-TATA_OP-UAS_EFF,0,0,0,0,0,11,2,2
180,pGPD-TATA_OP-UAS_FAA,0,4,4,1,0,1,0,0
181,pGPD-TATA_OP-UAS_FAB,0,0,5,0,0,0,0,0
182,pGPD-TATA_OP-UAS_FAC,5,36,221,50,27,66,4,1
183,pGPD-TATA_OP-UAS_FAD,2,14,24,6,5,34,8,1
184,pGPD-TATA_OP-UAS_FAE,0,1,7,3,0,1,0,2
185,pGPD-TATA_OP-UAS_FAF,82,2131,6973,4173,154,248,76,29
186,pGPD-TATA_OP-UAS_FBA,0,2,2,0,0,2,0,1
187,pGPD-TATA_OP-UAS_FBB,0,0,0,0,0,0,1,0
188,pGPD-TATA_OP-UAS_FBC,7,70,221,43,100,349,37,14
189,pGPD-TATA_OP-UAS_FBD,0,1,7,8,5,8,32,13
190,pGPD-TATA_OP-UAS_FBE,0,0,1,0,0,2,3,0
191,pGPD-TATA_OP-UAS_FBF,1,2,8,2,0,9,17,3
192,pGPD-TATA_OP-UAS_FCA,0,0,0,0,0,0,0,0
193,pGPD-TATA_OP-UAS_FCB,0,0,0,0,0,0,0,0
194,pGPD-TATA_OP-UAS_FCC,1,0,7,21,2,22,10,2
195,pGPD-TATA_OP-UAS_FCD,0,1,5,0,0,7,9,4
196,pGPD-TATA_OP-UAS_FCE,0,0,2,0,0,2,0,0
197,pGPD-TATA_OP-UAS_FCF,0,2,1,9,2,10,7,10
198,pGPD-TATA_OP-UAS_FDA,0,0,1,0,0,2,0,0
199,pGPD-TATA_OP-UAS_FDB,0,0,0,0,0,0,0,0
200,pGPD-TATA_OP-UAS_FDC,1,5,48,7,8,29,0,0
201,pGPD-TATA_OP-UAS_FDD,0,0,2,0,0,3,37,0
202,pGPD-TATA_OP-UAS_FDE,0,0,0,0,0,0,0,0
203,pGPD-TATA_OP-UAS_FDF,0,2,4,2,2,9,1,5
204,pGPD-TATA_OP-UAS_FEA,0,8,0,0,0,1,1,0
205,pGPD-TATA_OP-UAS_FEB,0,0,0,0,0,0,0,0
206,pGPD-TATA_OP-UAS_FEC,2,6,13,18,10,17,8,3
207,pGPD-TATA_OP-UAS_FED,0,0,5,3,1,2,5,2
208,pGPD-TATA_OP-UAS_FEE,0,1,0,0,0,0,0,0
209,pGPD-TATA_OP-UAS_FEF,0,0,5,0,1,2,5,3
210,pGPD-TATA_OP-UAS_FFA,0,2,1,4,1,20,19,0
211,pGPD-TATA_OP-UAS_FFB,0,0,0,0,0,0,0,0
212,pGPD-TATA_OP-UAS_FFC,0,2,3,7,0,1,0,0
213,pGPD-TATA_OP-UAS_FFD,0,0,0,6,0,3,1,3
214,pGPD-TATA_OP-UAS_FFE,0,0,0,0,0,3,0,0
215,pGPD-TATA_OP-UAS_FFF,0,1,4,2,5,18,6,0
216,pGPD-OP_TATA_OP-UAS_AAA,0,0,0,0,0,0,0,0
217,pGPD-OP_TATA_OP-UAS_AAB,0,0,0,0,0,0,1,2
218,pGPD-OP_TATA_OP-UAS_AAC,2,6,5,7,7,18,22,40
219,pGPD-OP_TATA_OP-UAS_AAD,1,0,2,0,0,2,6,4
220,pGPD-OP_TATA_OP-UAS_AAE,0,0,0,0,0,1,1,3
221,pGPD-OP_TATA_OP-UAS_AAF,0,3,3,2,6,12,15,31
222,pGPD-OP_TATA_OP-UAS_ABA,0,1,1,1,0,0,0,2
223,pGPD-OP_TATA_OP-UAS_ABB,0,0,0,0,0,0,0,0
224,pGPD-OP_TATA_OP-UAS_ABC,14,10,12,11,32,21,53,68
225,pGPD-OP_TATA_OP-UAS_ABD,7,3,7,5,4,8,33,44
226,pGPD-OP_TATA_OP-UAS_ABE,0,0,4,0,1,0,0,3
227,pGPD-OP_TATA_OP-UAS_ABF,0,0,12,9,4,7,25,16
228,pGPD-OP_TATA_OP-UAS_ACA,0,2,7,0,2,1,4,7
229,pGPD-OP_TATA_OP-UAS_ACB,0,0,0,0,0,0,0,0
230,pGPD-OP_TATA_OP-UAS_ACC,4,8,11,13,12,15,58,47
231,pGPD-OP_TATA_OP-UAS_ACD,0,6,7,1,14,17,29,24
232,pGPD-OP_TATA_OP-UAS_ACE,0,6,0,0,0,1,2,11
233,pGPD-OP_TATA_OP-UAS_ACF,0,4,9,2,0,2,16,35
234,pGPD-OP_TATA_OP-UAS_ADA,0,0,0,0,3,0,0,6
235,pGPD-OP_TATA_OP-UAS_ADB,0,0,0,0,0,0,0,0
236,pGPD-OP_TATA_OP-UAS_ADC,17,17,37,36,10,36,52,112
237,pGPD-OP_TATA_OP-UAS_ADD,1,0,5,3,0,1,25,42
238,pGPD-OP_TATA_OP-UAS_ADE,0,5,0,0,0,2,12,2
239,pGPD-OP_TATA_OP-UAS_ADF,2,7,15,3,3,19,29,52
240,pGPD-OP_TATA_OP-UAS_AEA,1,0,4,1,1,7,18,47
241,pGPD-OP_TATA_OP-UAS_AEB,1,0,6,8,1,5,15,22
242,pGPD-OP_TATA_OP-UAS_AEC,22,33,15,37,20,35,45,115
243,pGPD-OP_TATA_OP-UAS_AED,6,9,14,24,6,11,65,114
244,pGPD-OP_TATA_OP-UAS_AEE,1,2,8,7,0,1,29,43
245,pGPD-OP_TATA_OP-UAS_AEF,2024,3165,4377,4687,3790,5544,16541,68522
246,pGPD-OP_TATA_OP-UAS_AFA,0,3,1,1,0,2,3,9
247,pGPD-OP_TATA_OP-UAS_AFB,0,0,1,0,0,0,0,0
248,pGPD-OP_TATA_OP-UAS_AFC,8,6,29,8,2,19,28,63
249,pGPD-OP_TATA_OP-UAS_AFD,5,3,8,1,5,9,21,18
250,pGPD-OP_TATA_OP-UAS_AFE,0,1,0,0,1,0,0,0
251,pGPD-OP_TATA_OP-UAS_AFF,0,1,0,1,3,0,13,21
252,pGPD-OP_TATA_OP-UAS_BAA,0,0,0,0,0,0,0,1
253,pGPD-OP_TATA_OP-UAS_BAB,0,0,0,0,0,0,0,0
254,pGPD-OP_TATA_OP-UAS_BAC,4,4,38,16,8,23,27,45
255,pGPD-OP_TATA_OP-UAS_BAD,0,2,0,1,4,4,2,12
256,pGPD-OP_TATA_OP-UAS_BAE,0,0,0,2,0,1,0,2
257,pGPD-OP_TATA_OP-UAS_BAF,0,4,4,4,6,8,13,20
258,pGPD-OP_TATA_OP-UAS_BBA,0,1,1,0,0,1,1,1
259,pGPD-OP_TATA_OP-UAS_BBB,0,0,3,0,0,0,0,3
260,pGPD-OP_TATA_OP-UAS_BBC,7,16,15,21,13,26,67,65
261,pGPD-OP_TATA_OP-UAS_BBD,0,4,5,8,7,5,6,18
262,pGPD-OP_TATA_OP-UAS_BBE,0,0,2,0,0,0,0,0
263,pGPD-OP_TATA_OP-UAS_BBF,0,3,9,0,4,2,16,36
264,pGPD-OP_TATA_OP-UAS_BCA,0,0,2,0,0,5,0,0
265,pGPD-OP_TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
266,pGPD-OP_TATA_OP-UAS_BCC,2,7,3,4,3,2,30,26
267,pGPD-OP_TATA_OP-UAS_BCD,19,28,55,57,50,79,98,732
268,pGPD-OP_TATA_OP-UAS_BCE,0,0,0,0,0,0,1,0
269,pGPD-OP_TATA_OP-UAS_BCF,0,2,4,1,0,7,9,7
270,pGPD-OP_TATA_OP-UAS_BDA,0,0,1,0,1,2,0,2
271,pGPD-OP_TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
272,pGPD-OP_TATA_OP-UAS_BDC,3,14,53,14,7,7,19,31
273,pGPD-OP_TATA_OP-UAS_BDD,0,3,2,1,4,8,8,15
274,pGPD-OP_TATA_OP-UAS_BDE,0,0,0,0,0,1,2,2
275,pGPD-OP_TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
276,pGPD-OP_TATA_OP-UAS_BEA,0,0,0,1,1,1,2,1
277,pGPD-OP_TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
278,pGPD-OP_TATA_OP-UAS_BEC,0,6,17,12,3,9,12,25
279,pGPD-OP_TATA_OP-UAS_BED,0,0,5,2,4,0,31,19
280,pGPD-OP_TATA_OP-UAS_BEE,0,0,0,0,0,1,3,1
281,pGPD-OP_TATA_OP-UAS_BEF,1,1,1,0,6,1,15,15
282,pGPD-OP_TATA_OP-UAS_BFA,0,0,0,5,0,1,1,17
283,pGPD-OP_TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
284,pGPD-OP_TATA_OP-UAS_BFC,0,5,6,6,9,3,5,27
285,pGPD-OP_TATA_OP-UAS_BFD,3,4,2,0,5,3,26,7
286,pGPD-OP_TATA_OP-UAS_BFE,0,0,2,0,0,0,1,3
287,pGPD-OP_TATA_OP-UAS_BFF,0,1,1,0,0,2,17,3
288,pGPD-OP_TATA_OP-UAS_CAA,0,0,0,0,0,1,0,0
289,pGPD-OP_TATA_OP-UAS_CAB,0,0,0,0,0,0,0,0
290,pGPD-OP_TATA_OP-UAS_CAC,5,10,11,17,4,6,138,31
291,pGPD-OP_TATA_OP-UAS_CAD,2,3,3,0,2,17,6,10
292,pGPD-OP_TATA_OP-UAS_CAE,0,2,1,0,0,4,3,0
293,pGPD-OP_TATA_OP-UAS_CAF,3,3,0,2,6,7,40,15
294,pGPD-OP_TATA_OP-UAS_CBA,0,0,0,0,0,0,0,0
295,pGPD-OP_TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
296,pGPD-OP_TATA_OP-UAS_CBC,2,6,10,9,27,16,13,39
297,pGPD-OP_TATA_OP-UAS_CBD,0,1,2,3,1,0,24,11
298,pGPD-OP_TATA_OP-UAS_CBE,0,0,1,0,1,0,4,1
299,pGPD-OP_TATA_OP-UAS_CBF,0,2,1,1,0,5,13,5
300,pGPD-OP_TATA_OP-UAS_CCA,1,2,0,0,0,1,1,3
301,pGPD-OP_TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
302,pGPD-OP_TATA_OP-UAS_CCC,5,8,5,1,0,7,7,25
303,pGPD-OP_TATA_OP-UAS_CCD,0,0,0,0,1,6,1,2
304,pGPD-OP_TATA_OP-UAS_CCE,0,0,0,0,0,0,0,3
305,pGPD-OP_TATA_OP-UAS_CCF,1,1,1,0,0,1,2,10
306,pGPD-OP_TATA_OP-UAS_CDA,0,0,2,1,0,3,4,5
307,pGPD-OP_TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
308,pGPD-OP_TATA_OP-UAS_CDC,1,8,17,16,2,8,14,18
309,pGPD-OP_TATA_OP-UAS_CDD,0,1,1,0,0,0,6,7
310,pGPD-OP_TATA_OP-UAS_CDE,0,0,0,0,0,0,1,0
311,pGPD-OP_TATA_OP-UAS_CDF,0,1,6,1,1,2,14,5
312,pGPD-OP_TATA_OP-UAS_CEA,0,0,1,0,0,1,1,0
313,pGPD-OP_TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
314,pGPD-OP_TATA_OP-UAS_CEC,1,0,1,2,2,2,11,13
315,pGPD-OP_TATA_OP-UAS_CED,0,0,2,0,2,4,9,1
316,pGPD-OP_TATA_OP-UAS_CEE,0,0,0,0,0,0,1,2
317,pGPD-OP_TATA_OP-UAS_CEF,0,3,0,0,0,7,1,1
318,pGPD-OP_TATA_OP-UAS_CFA,1,1,0,0,1,2,0,0
319,pGPD-OP_TATA_OP-UAS_CFB,0,1,0,0,0,0,0,0
320,pGPD-OP_TATA_OP-UAS_CFC,1,3,3,13,2,12,0,9
321,pGPD-OP_TATA_OP-UAS_CFD,0,0,2,0,3,9,9,7
322,pGPD-OP_TATA_OP-UAS_CFE,0,0,0,0,0,0,0,1
323,pGPD-OP_TATA_OP-UAS_CFF,0,3,1,3,0,10,5,15
324,pGPD-OP_TATA_OP-UAS_DAA,0,0,1,0,0,0,0,0
325,pGPD-OP_TATA_OP-UAS_DAB,0,0,0,0,0,0,0,0
326,pGPD-OP_TATA_OP-UAS_DAC,3,5,34,10,9,24,18,29
327,pGPD-OP_TATA_OP-UAS_DAD,0,3,3,0,3,135,8,9
328,pGPD-OP_TATA_OP-UAS_DAE,0,0,0,1,0,0,0,0
329,pGPD-OP_TATA_OP-UAS_DAF,0,0,4,1,4,6,15,14
330,pGPD-OP_TATA_OP-UAS_DBA,1,0,3,0,0,4,0,2
331,pGPD-OP_TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
332,pGPD-OP_TATA_OP-UAS_DBC,1,3,9,13,6,18,37,47
333,pGPD-OP_TATA_OP-UAS_DBD,0,3,0,0,0,26,18,25
334,pGPD-OP_TATA_OP-UAS_DBE,0,1,5,0,0,2,0,2
335,pGPD-OP_TATA_OP-UAS_DBF,0,4,2,1,0,9,19,12
336,pGPD-OP_TATA_OP-UAS_DCA,0,0,1,0,0,5,0,1
337,pGPD-OP_TATA_OP-UAS_DCB,0,0,0,0,0,1,0,0
338,pGPD-OP_TATA_OP-UAS_DCC,0,3,4,3,7,19,41,14
339,pGPD-OP_TATA_OP-UAS_DCD,0,1,1,0,0,12,5,9
340,pGPD-OP_TATA_OP-UAS_DCE,0,0,0,0,2,0,0,3
341,pGPD-OP_TATA_OP-UAS_DCF,0,2,0,0,0,0,3,3
342,pGPD-OP_TATA_OP-UAS_DDA,0,1,0,0,1,0,0,3
343,pGPD-OP_TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
344,pGPD-OP_TATA_OP-UAS_DDC,0,2,4,7,3,0,13,10
345,pGPD-OP_TATA_OP-UAS_DDD,0,1,3,0,0,0,8,12
346,pGPD-OP_TATA_OP-UAS_DDE,0,1,0,0,0,0,3,0
347,pGPD-OP_TATA_OP-UAS_DDF,0,8,10,1,1,7,26,51
348,pGPD-OP_TATA_OP-UAS_DEA,0,0,1,2,0,1,1,3
349,pGPD-OP_TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
350,pGPD-OP_TATA_OP-UAS_DEC,1,3,8,16,8,8,40,17
351,pGPD-OP_TATA_OP-UAS_DED,1,2,4,2,0,0,4,2
352,pGPD-OP_TATA_OP-UAS_DEE,0,0,0,0,0,0,0,1
353,pGPD-OP_TATA_OP-UAS_DEF,1,1,0,0,0,0,2,3
354,pGPD-OP_TATA_OP-UAS_DFA,0,0,0,0,0,0,3,5
