,Combination,P2,P3,P4,P5,P6,P7,P8,P9
27,pGPD-TATA_OP-UAS_AED,1,0,1,1,0,5,1,2
28,pGPD-TATA_OP-UAS_AEE,0,1,0,1,0,0,5,1
29,pGPD-TATA_OP-UAS_AEF,0,0,2,0,2,3,4,6
30,pGPD-TATA_OP-UAS_AFA,0,1,1,3,3,0,0,0
31,pGPD-TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
32,pGPD-TATA_OP-UAS_AFC,1,4,27,1,8,13,1,1
33,pGPD-TATA_OP-UAS_AFD,0,5,3,0,7,18,32,3
34,pGPD-TATA_OP-UAS_AFE,0,0,0,0,0,2,15,0
35,pGPD-TATA_OP-UAS_AFF,0,0,1,0,1,3,1,0
36,pGPD-TATA_OP-UAS_BAA,0,0,0,0,1,10,0,0
37,pGPD-TATA_OP-UAS_BAB,0,0,0,0,0,0,0,0
38,pGPD-TATA_OP-UAS_BAC,8,11,137,20,37,48,17,3
39,pGPD-TATA_OP-UAS_BAD,2,3,1,2,3,66,19,4
40,pGPD-TATA_OP-UAS_BAE,0,1,1,0,1,1,3,6
41,pGPD-TATA_OP-UAS_BAF,4,37,44,121,87,122,52,5
42,pGPD-TATA_OP-UAS_BBA,1,1,1,1,0,0,0,0
43,pGPD-TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
44,pGPD-TATA_OP-UAS_BBC,6,46,67,23,113,148,38,12
45,pGPD-TATA_OP-UAS_BBD,0,0,4,1,5,5,3,2
46,pGPD-TATA_OP-UAS_BBE,0,0,1,0,0,0,1,0
47,pGPD-TATA_OP-UAS_BBF,0,5,8,7,5,41,55,0
48,pGPD-TATA_OP-UAS_BCA,0,1,1,0,0,0,0,0
49,pGPD-TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
50,pGPD-TATA_OP-UAS_BCC,0,1,4,0,13,18,16,5
51,pGPD-TATA_OP-UAS_BCD,0,2,0,0,1,6,7,1
52,pGPD-TATA_OP-UAS_BCE,0,0,0,0,0,0,0,0
53,pGPD-TATA_OP-UAS_BCF,0,2,1,0,6,12,18,5
54,pGPD-TATA_OP-UAS_BDA,0,0,0,0,2,0,9,4
55,pGPD-TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
56,pGPD-TATA_OP-UAS_BDC,0,15,102,17,75,43,8,3
57,pGPD-TATA_OP-UAS_BDD,1,9,5,5,22,48,25,0
58,pGPD-TATA_OP-UAS_BDE,0,0,0,0,1,9,22,0
59,pGPD-TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
60,pGPD-TATA_OP-UAS_BEA,0,1,0,0,0,5,0,0
61,pGPD-TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
62,pGPD-TATA_OP-UAS_BEC,1,8,39,1,8,14,0,6
63,pGPD-TATA_OP-UAS_BED,1,1,0,2,1,3,0,0
64,pGPD-TATA_OP-UAS_BEE,0,0,0,1,1,2,2,1
65,pGPD-TATA_OP-UAS_BEF,0,3,7,4,8,7,27,0
66,pGPD-TATA_OP-UAS_BFA,0,0,0,0,0,1,2,0
67,pGPD-TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
68,pGPD-TATA_OP-UAS_BFC,0,3,18,5,7,17,1,1
69,pGPD-TATA_OP-UAS_BFD,0,3,0,1,6,13,1,2
70,pGPD-TATA_OP-UAS_BFE,0,0,3,0,0,0,0,0
71,pGPD-TATA_OP-UAS_BFF,0,0,1,1,6,5,1,1
72,pGPD-TATA_OP-UAS_CAA,0,0,1,0,1,0,0,2
73,pGPD-TATA_OP-UAS_CAB,0,0,0,1,0,0,2,4
74,pGPD-TATA_OP-UAS_CAC,210,493,712,938,621,721,1388,15971
75,pGPD-TATA_OP-UAS_CAD,2,0,6,2,2,10,5,45
76,pGPD-TATA_OP-UAS_CAE,0,1,2,2,3,2,24,35
77,pGPD-TATA_OP-UAS_CAF,1,3,10,5,8,11,21,33
78,pGPD-TATA_OP-UAS_CBA,0,1,0,1,0,0,1,0
79,pGPD-TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
80,pGPD-TATA_OP-UAS_CBC,10,6,3,5,22,29,65,16
81,pGPD-TATA_OP-UAS_CBD,3,1,2,0,9,2,36,35
82,pGPD-TATA_OP-UAS_CBE,0,3,1,0,0,0,5,2
83,pGPD-TATA_OP-UAS_CBF,0,0,7,0,0,0,10,10
84,pGPD-TATA_OP-UAS_CCA,1,0,0,0,0,0,0,2
85,pGPD-TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
86,pGPD-TATA_OP-UAS_CCC,2,3,12,11,10,18,3,11
87,pGPD-TATA_OP-UAS_CCD,0,0,0,0,0,1,0,0
88,pGPD-TATA_OP-UAS_CCE,0,0,0,0,0,0,0,1
89,pGPD-TATA_OP-UAS_CCF,1,3,1,0,2,10,21,8
90,pGPD-TATA_OP-UAS_CDA,0,0,1,0,0,0,1,0
91,pGPD-TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
92,pGPD-TATA_OP-UAS_CDC,0,5,24,5,24,42,2,8
93,pGPD-TATA_OP-UAS_CDD,0,0,0,0,2,6,59,2
94,pGPD-TATA_OP-UAS_CDE,0,1,0,0,0,0,1,0
95,pGPD-TATA_OP-UAS_CDF,2,2,4,0,1,6,3,6
96,pGPD-TATA_OP-UAS_CEA,2,0,0,2,5,25,43,0
97,pGPD-TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
98,pGPD-TATA_OP-UAS_CEC,1,1,7,5,16,11,2,8
99,pGPD-TATA_OP-UAS_CED,0,2,5,0,0,3,6,5
100,pGPD-TATA_OP-UAS_CEE,0,0,0,0,0,0,0,0
101,pGPD-TATA_OP-UAS_CEF,0,0,0,0,2,3,2,0
102,pGPD-TATA_OP-UAS_CFA,0,2,1,0,11,48,26,6
103,pGPD-TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
104,pGPD-TATA_OP-UAS_CFC,0,2,1,14,8,7,0,9
105,pGPD-TATA_OP-UAS_CFD,0,0,2,0,1,2,3,8
106,pGPD-TATA_OP-UAS_CFE,0,0,0,0,0,0,0,3
107,pGPD-TATA_OP-UAS_CFF,0,0,0,0,0,0,0,5
108,pGPD-TATA_OP-UAS_DAA,0,0,0,0,1,3,0,0
109,pGPD-TATA_OP-UAS_DAB,1,0,0,1,0,10,1,0
110,pGPD-TATA_OP-UAS_DAC,25,28,53,24,142,394,35,4
111,pGPD-TATA_OP-UAS_DAD,679,707,1177,2577,12715,61890,6404,292
112,pGPD-TATA_OP-UAS_DAE,2,6,4,5,16,79,24,0
113,pGPD-TATA_OP-UAS_DAF,1,4,27,19,55,182,56,14
114,pGPD-TATA_OP-UAS_DBA,0,1,2,1,0,5,1,1
115,pGPD-TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
116,pGPD-TATA_OP-UAS_DBC,2,9,12,11,20,61,20,0
117,pGPD-TATA_OP-UAS_DBD,1,4,3,1,0,24,19,10
118,pGPD-TATA_OP-UAS_DBE,0,0,0,0,0,1,0,0
119,pGPD-TATA_OP-UAS_DBF,0,3,3,0,0,18,7,7
120,pGPD-TATA_OP-UAS_DCA,0,1,0,1,3,7,9,0
121,pGPD-TATA_OP-UAS_DCB,0,0,0,0,0,0,0,0
122,pGPD-TATA_OP-UAS_DCC,1,4,8,12,27,64,35,0
123,pGPD-TATA_OP-UAS_DCD,1,2,7,0,5,39,34,3
124,pGPD-TATA_OP-UAS_DCE,0,0,0,0,0,0,0,0
125,pGPD-TATA_OP-UAS_DCF,0,3,2,9,5,11,46,5
126,pGPD-TATA_OP-UAS_DDA,0,0,0,5,2,2,7,0
127,pGPD-TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
128,pGPD-TATA_OP-UAS_DDC,3,5,27,5,11,27,12,3
129,pGPD-TATA_OP-UAS_DDD,1,2,2,2,6,7,17,5
130,pGPD-TATA_OP-UAS_DDE,0,1,0,0,0,3,0,0
131,pGPD-TATA_OP-UAS_DDF,0,4,5,3,4,10,7,8
132,pGPD-TATA_OP-UAS_DEA,0,0,0,0,0,6,0,0
133,pGPD-TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
134,pGPD-TATA_OP-UAS_DEC,0,1,5,12,16,59,6,0
135,pGPD-TATA_OP-UAS_DED,15,6,1,4,4,7,6,3
136,pGPD-TATA_OP-UAS_DEE,0,0,0,0,0,0,0,0
137,pGPD-TATA_OP-UAS_DEF,0,2,5,0,1,6,1,1
138,pGPD-TATA_OP-UAS_DFA,0,1,0,0,1,7,3,0
139,pGPD-TATA_OP-UAS_DFB,0,0,0,0,0,0,0,0
140,pGPD-TATA_OP-UAS_DFC,3,6,10,27,96,84,28,2
141,pGPD-TATA_OP-UAS_DFD,0,2,3,2,2,23,15,4
142,pGPD-TATA_OP-UAS_DFE,0,0,0,0,0,1,0,1
143,pGPD-TATA_OP-UAS_DFF,1,2,4,2,5,17,6,4
144,pGPD-TATA_OP-UAS_EAA,0,0,0,0,0,1,0,0
145,pGPD-TATA_OP-UAS_EAB,0,0,0,0,0,0,0,0
146,pGPD-TATA_OP-UAS_EAC,1,15,36,9,18,36,5,2
147,pGPD-TATA_OP-UAS_EAD,0,3,6,1,20,26,135,5
148,pGPD-TATA_OP-UAS_EAE,0,0,0,1,2,0,0,1
149,pGPD-TATA_OP-UAS_EAF,0,3,3,4,4,29,37,0
150,pGPD-TATA_OP-UAS_EBA,0,1,2,0,0,3,1,0
151,pGPD-TATA_OP-UAS_EBB,0,0,0,0,0,0,0,0
152,pGPD-TATA_OP-UAS_EBC,1,6,19,12,32,90,2,1
153,pGPD-TATA_OP-UAS_EBD,0,1,3,0,0,9,7,1
154,pGPD-TATA_OP-UAS_EBE,0,0,1,0,0,1,0,0
155,pGPD-TATA_OP-UAS_EBF,2,5,11,3,8,24,65,7
156,pGPD-TATA_OP-UAS_ECA,0,0,0,0,0,1,1,0
157,pGPD-TATA_OP-UAS_ECB,0,2,0,0,0,0,0,0
158,pGPD-TATA_OP-UAS_ECC,0,1,5,11,7,41,16,1
159,pGPD-TATA_OP-UAS_ECD,0,4,3,1,2,16,0,0
160,pGPD-TATA_OP-UAS_ECE,0,1,0,0,0,2,0,0
161,pGPD-TATA_OP-UAS_ECF,0,0,1,0,1,0,1,1
162,pGPD-TATA_OP-UAS_EDA,0,0,0,0,0,3,0,1
163,pGPD-TATA_OP-UAS_EDB,0,0,0,0,0,0,0,0
164,pGPD-TATA_OP-UAS_EDC,0,14,31,6,13,24,0,2
165,pGPD-TATA_OP-UAS_EDD,3,0,3,3,10,10,48,6
166,pGPD-TATA_OP-UAS_EDE,3,0,1,0,0,3,3,2
167,pGPD-TATA_OP-UAS_EDF,0,3,3,1,1,3,6,5
168,pGPD-TATA_OP-UAS_EEA,0,0,0,0,0,1,0,0
169,pGPD-TATA_OP-UAS_EEB,0,0,0,0,0,0,0,0
170,pGPD-TATA_OP-UAS_EEC,0,0,2,1,7,11,2,0
171,pGPD-TATA_OP-UAS_EED,0,0,1,0,4,3,11,4
172,pGPD-TATA_OP-UAS_EEE,0,0,0,0,0,1,0,0
173,pGPD-TATA_OP-UAS_EEF,0,2,7,2,4,30,23,10
174,pGPD-TATA_OP-UAS_EFA,0,0,0,0,0,0,14,0
175,pGPD-TATA_OP-UAS_EFB,0,0,1,0,0,0,0,0
176,pGPD-TATA_OP-UAS_EFC,0,4,4,9,23,12,0,0
177,pGPD-TATA_OP-UAS_EFD,0,0,0,0,0,4,2,0
178,pGPD-TATA_OP-UAS_EFE,0,0,0,0,0,3,1,0
179,pGPD-TATA_OP-UAS_EFF,0,2,0,0,0,10,8,1
180,pGPD-TATA_OP-UAS_FAA,0,6,5,2,0,0,0,0
181,pGPD-TATA_OP-UAS_FAB,0,0,1,1,0,0,0,0
182,pGPD-TATA_OP-UAS_FAC,4,36,213,53,48,18,17,4
183,pGPD-TATA_OP-UAS_FAD,4,6,29,7,12,26,4,2
184,pGPD-TATA_OP-UAS_FAE,0,6,10,6,0,2,1,0
185,pGPD-TATA_OP-UAS_FAF,218,2062,8492,4650,271,239,88,56
186,pGPD-TATA_OP-UAS_FBA,0,3,0,0,1,0,1,0
187,pGPD-TATA_OP-UAS_FBB,0,0,0,0,0,0,0,1
188,pGPD-TATA_OP-UAS_FBC,5,70,241,56,103,213,43,6
189,pGPD-TATA_OP-UAS_FBD,1,3,7,5,11,9,49,4
190,pGPD-TATA_OP-UAS_FBE,0,2,1,0,0,2,3,0
191,pGPD-TATA_OP-UAS_FBF,0,3,6,3,2,33,14,7
192,pGPD-TATA_OP-UAS_FCA,0,1,2,0,0,0,0,0
193,pGPD-TATA_OP-UAS_FCB,0,0,0,0,0,0,0,0
194,pGPD-TATA_OP-UAS_FCC,0,0,2,1,10,28,8,0
195,pGPD-TATA_OP-UAS_FCD,0,1,7,0,0,1,2,2
196,pGPD-TATA_OP-UAS_FCE,0,0,0,1,0,1,0,0
197,pGPD-TATA_OP-UAS_FCF,0,4,6,8,1,3,3,9
198,pGPD-TATA_OP-UAS_FDA,0,0,0,0,2,0,0,0
199,pGPD-TATA_OP-UAS_FDB,0,0,0,0,0,0,0,0
200,pGPD-TATA_OP-UAS_FDC,0,4,39,3,25,54,1,2
201,pGPD-TATA_OP-UAS_FDD,0,2,5,0,0,11,2,0
202,pGPD-TATA_OP-UAS_FDE,0,0,1,0,0,0,0,0
203,pGPD-TATA_OP-UAS_FDF,0,1,1,0,3,4,0,1
204,pGPD-TATA_OP-UAS_FEA,0,0,1,0,0,2,0,0
205,pGPD-TATA_OP-UAS_FEB,0,0,0,0,0,0,0,0
206,pGPD-TATA_OP-UAS_FEC,1,5,23,8,9,24,10,1
207,pGPD-TATA_OP-UAS_FED,0,0,2,4,0,0,2,2
208,pGPD-TATA_OP-UAS_FEE,0,0,0,0,0,0,1,0
209,pGPD-TATA_OP-UAS_FEF,0,0,3,1,1,2,0,0
210,pGPD-TATA_OP-UAS_FFA,0,2,1,3,4,29,5,1
211,pGPD-TATA_OP-UAS_FFB,0,0,0,0,0,0,0,0
212,pGPD-TATA_OP-UAS_FFC,0,1,8,2,0,1,1,0
213,pGPD-TATA_OP-UAS_FFD,0,2,1,2,0,7,23,1
214,pGPD-TATA_OP-UAS_FFE,0,0,0,0,2,4,0,1
215,pGPD-TATA_OP-UAS_FFF,3,1,13,0,6,18,0,0
216,pGPD-OP_TATA_OP-UAS_AAA,0,0,0,0,0,0,0,0
217,pGPD-OP_TATA_OP-UAS_AAB,0,0,0,0,0,0,3,0
218,pGPD-OP_TATA_OP-UAS_AAC,6,9,16,14,5,7,27,34
219,pGPD-OP_TATA_OP-UAS_AAD,0,2,1,3,3,0,3,6
220,pGPD-OP_TATA_OP-UAS_AAE,0,0,0,0,0,1,2,5
221,pGPD-OP_TATA_OP-UAS_AAF,1,6,10,1,10,11,29,20
222,pGPD-OP_TATA_OP-UAS_ABA,0,1,4,1,0,0,2,0
223,pGPD-OP_TATA_OP-UAS_ABB,0,0,0,0,0,0,0,0
224,pGPD-OP_TATA_OP-UAS_ABC,8,16,15,20,22,10,56,65
225,pGPD-OP_TATA_OP-UAS_ABD,6,3,8,4,5,4,37,52
226,pGPD-OP_TATA_OP-UAS_ABE,1,0,1,0,1,1,1,3
227,pGPD-OP_TATA_OP-UAS_ABF,3,3,11,3,6,14,14,15
228,pGPD-OP_TATA_OP-UAS_ACA,0,3,2,0,0,1,9,14
229,pGPD-OP_TATA_OP-UAS_ACB,0,0,0,0,0,0,1,0
230,pGPD-OP_TATA_OP-UAS_ACC,11,11,10,12,10,11,21,48
231,pGPD-OP_TATA_OP-UAS_ACD,3,5,3,2,15,15,12,32
232,pGPD-OP_TATA_OP-UAS_ACE,3,0,0,0,2,0,5,0
233,pGPD-OP_TATA_OP-UAS_ACF,1,1,4,1,1,4,20,16
234,pGPD-OP_TATA_OP-UAS_ADA,1,1,0,0,0,1,0,5
235,pGPD-OP_TATA_OP-UAS_ADB,0,0,0,0,0,0,0,0
236,pGPD-OP_TATA_OP-UAS_ADC,15,18,39,48,19,41,43,87
237,pGPD-OP_TATA_OP-UAS_ADD,0,0,4,3,2,3,22,26
238,pGPD-OP_TATA_OP-UAS_ADE,3,1,0,3,1,0,6,5
239,pGPD-OP_TATA_OP-UAS_ADF,2,1,6,1,1,9,31,42
240,pGPD-OP_TATA_OP-UAS_AEA,4,3,2,5,3,2,14,35
241,pGPD-OP_TATA_OP-UAS_AEB,2,0,1,4,0,1,14,24
242,pGPD-OP_TATA_OP-UAS_AEC,22,24,23,44,30,13,55,106
243,pGPD-OP_TATA_OP-UAS_AED,11,13,13,14,8,9,53,113
244,pGPD-OP_TATA_OP-UAS_AEE,2,8,2,3,1,9,18,34
245,pGPD-OP_TATA_OP-UAS_AEF,2329,3093,4520,4658,4612,7377,16401,56582
246,pGPD-OP_TATA_OP-UAS_AFA,0,1,2,0,3,1,34,12
247,pGPD-OP_TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
248,pGPD-OP_TATA_OP-UAS_AFC,11,9,18,5,7,4,47,47
249,pGPD-OP_TATA_OP-UAS_AFD,0,4,4,0,8,0,15,22
250,pGPD-OP_TATA_OP-UAS_AFE,0,0,0,0,0,0,0,0
251,pGPD-OP_TATA_OP-UAS_AFF,0,6,4,2,7,5,12,12
252,pGPD-OP_TATA_OP-UAS_BAA,0,0,0,0,0,0,1,0
253,pGPD-OP_TATA_OP-UAS_BAB,0,0,0,0,3,0,0,0
254,pGPD-OP_TATA_OP-UAS_BAC,4,16,31,21,11,6,33,35
255,pGPD-OP_TATA_OP-UAS_BAD,0,0,2,0,9,7,1,3
256,pGPD-OP_TATA_OP-UAS_BAE,0,0,0,0,3,0,1,2
257,pGPD-OP_TATA_OP-UAS_BAF,1,3,3,5,9,1,9,5
258,pGPD-OP_TATA_OP-UAS_BBA,0,0,0,0,0,0,2,1
259,pGPD-OP_TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
260,pGPD-OP_TATA_OP-UAS_BBC,3,15,44,26,25,14,134,44
261,pGPD-OP_TATA_OP-UAS_BBD,0,2,3,4,15,5,6,17
262,pGPD-OP_TATA_OP-UAS_BBE,0,0,0,0,4,0,0,1
263,pGPD-OP_TATA_OP-UAS_BBF,0,8,8,0,12,9,57,18
264,pGPD-OP_TATA_OP-UAS_BCA,0,0,2,0,0,6,0,3
265,pGPD-OP_TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
266,pGPD-OP_TATA_OP-UAS_BCC,3,2,15,5,11,19,14,21
267,pGPD-OP_TATA_OP-UAS_BCD,67,16,22,80,29,22,113,675
268,pGPD-OP_TATA_OP-UAS_BCE,0,0,0,0,0,0,0,4
269,pGPD-OP_TATA_OP-UAS_BCF,3,2,3,0,0,2,3,3
270,pGPD-OP_TATA_OP-UAS_BDA,0,0,0,1,1,1,1,0
271,pGPD-OP_TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
272,pGPD-OP_TATA_OP-UAS_BDC,4,21,42,18,12,4,21,37
273,pGPD-OP_TATA_OP-UAS_BDD,0,5,8,3,17,0,13,8
274,pGPD-OP_TATA_OP-UAS_BDE,0,1,0,0,0,0,1,1
275,pGPD-OP_TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
276,pGPD-OP_TATA_OP-UAS_BEA,2,2,0,3,3,3,1,3
277,pGPD-OP_TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
278,pGPD-OP_TATA_OP-UAS_BEC,0,4,14,9,9,8,13,17
279,pGPD-OP_TATA_OP-UAS_BED,19,1,6,3,15,13,27,16
280,pGPD-OP_TATA_OP-UAS_BEE,0,1,0,0,0,0,2,2
281,pGPD-OP_TATA_OP-UAS_BEF,0,4,3,7,4,4,12,23
282,pGPD-OP_TATA_OP-UAS_BFA,0,0,1,0,1,0,4,9
283,pGPD-OP_TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
284,pGPD-OP_TATA_OP-UAS_BFC,1,6,9,7,5,2,32,12
285,pGPD-OP_TATA_OP-UAS_BFD,0,1,2,0,6,5,26,5
286,pGPD-OP_TATA_OP-UAS_BFE,0,0,0,0,0,0,0,1
287,pGPD-OP_TATA_OP-UAS_BFF,1,0,2,0,5,0,7,2
288,pGPD-OP_TATA_OP-UAS_CAA,0,0,0,0,0,0,0,0
289,pGPD-OP_TATA_OP-UAS_CAB,0,0,0,0,0,0,0,0
290,pGPD-OP_TATA_OP-UAS_CAC,4,7,8,6,15,8,158,31
291,pGPD-OP_TATA_OP-UAS_CAD,0,0,1,4,0,4,10,5
292,pGPD-OP_TATA_OP-UAS_CAE,0,0,0,0,1,3,6,2
293,pGPD-OP_TATA_OP-UAS_CAF,0,1,4,1,4,9,21,13
294,pGPD-OP_TATA_OP-UAS_CBA,0,0,0,0,0,0,2,3
295,pGPD-OP_TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
296,pGPD-OP_TATA_OP-UAS_CBC,1,9,8,5,20,12,31,23
297,pGPD-OP_TATA_OP-UAS_CBD,3,1,0,0,0,1,36,11
298,pGPD-OP_TATA_OP-UAS_CBE,2,0,3,0,0,4,3,0
299,pGPD-OP_TATA_OP-UAS_CBF,2,0,1,1,2,0,6,10
300,pGPD-OP_TATA_OP-UAS_CCA,0,3,0,0,0,0,0,1
301,pGPD-OP_TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
302,pGPD-OP_TATA_OP-UAS_CCC,3,2,4,1,0,2,7,12
303,pGPD-OP_TATA_OP-UAS_CCD,1,0,3,0,0,1,2,2
304,pGPD-OP_TATA_OP-UAS_CCE,0,0,0,0,0,0,1,0
305,pGPD-OP_TATA_OP-UAS_CCF,0,0,2,0,0,0,2,7
306,pGPD-OP_TATA_OP-UAS_CDA,0,0,0,0,1,0,0,1
307,pGPD-OP_TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
308,pGPD-OP_TATA_OP-UAS_CDC,6,4,12,11,12,7,35,17
309,pGPD-OP_TATA_OP-UAS_CDD,1,3,1,0,4,1,7,5
310,pGPD-OP_TATA_OP-UAS_CDE,0,0,0,0,0,0,0,2
311,pGPD-OP_TATA_OP-UAS_CDF,0,0,4,0,1,3,27,5
312,pGPD-OP_TATA_OP-UAS_CEA,0,0,2,0,0,0,0,1
313,pGPD-OP_TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
314,pGPD-OP_TATA_OP-UAS_CEC,0,1,3,4,0,3,5,11
315,pGPD-OP_TATA_OP-UAS_CED,0,0,1,0,4,3,2,6
316,pGPD-OP_TATA_OP-UAS_CEE,0,0,0,0,0,0,0,0
317,pGPD-OP_TATA_OP-UAS_CEF,0,0,0,0,0,4,1,3
318,pGPD-OP_TATA_OP-UAS_CFA,0,0,1,0,1,7,4,1
319,pGPD-OP_TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
320,pGPD-OP_TATA_OP-UAS_CFC,0,4,8,2,10,1,8,11
321,pGPD-OP_TATA_OP-UAS_CFD,0,2,1,1,0,0,9,2
322,pGPD-OP_TATA_OP-UAS_CFE,0,0,0,0,0,0,0,2
323,pGPD-OP_TATA_OP-UAS_CFF,0,1,4,1,1,6,12,9
324,pGPD-OP_TATA_OP-UAS_DAA,0,0,0,0,0,0,1,0
325,pGPD-OP_TATA_OP-UAS_DAB,0,0,0,0,0,0,0,0
326,pGPD-OP_TATA_OP-UAS_DAC,2,1,23,14,13,16,63,21
327,pGPD-OP_TATA_OP-UAS_DAD,1,0,1,0,4,104,19,5
328,pGPD-OP_TATA_OP-UAS_DAE,0,0,0,0,0,0,0,0
329,pGPD-OP_TATA_OP-UAS_DAF,0,4,2,7,9,8,12,11
330,pGPD-OP_TATA_OP-UAS_DBA,0,0,0,1,0,1,1,3
331,pGPD-OP_TATA_OP-UAS_DBB,0,0,0,0,0,0,0,2
332,pGPD-OP_TATA_OP-UAS_DBC,0,10,6,10,16,17,42,30
333,pGPD-OP_TATA_OP-UAS_DBD,2,9,3,1,2,7,24,18
334,pGPD-OP_TATA_OP-UAS_DBE,0,0,2,1,0,0,2,0
335,pGPD-OP_TATA_OP-UAS_DBF,1,1,3,0,2,11,12,8
336,pGPD-OP_TATA_OP-UAS_DCA,0,0,0,0,2,2,2,0
337,pGPD-OP_TATA_OP-UAS_DCB,0,0,0,0,0,0,0,0
338,pGPD-OP_TATA_OP-UAS_DCC,1,2,3,4,11,10,26,6
339,pGPD-OP_TATA_OP-UAS_DCD,0,1,2,0,6,4,4,7
340,pGPD-OP_TATA_OP-UAS_DCE,0,0,0,0,0,0,0,0
341,pGPD-OP_TATA_OP-UAS_DCF,0,2,0,0,0,3,1,0
342,pGPD-OP_TATA_OP-UAS_DDA,0,0,0,1,0,3,2,2
343,pGPD-OP_TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
344,pGPD-OP_TATA_OP-UAS_DDC,2,4,4,5,6,3,28,12
345,pGPD-OP_TATA_OP-UAS_DDD,0,0,2,0,2,0,2,6
346,pGPD-OP_TATA_OP-UAS_DDE,0,0,2,0,0,0,0,0
347,pGPD-OP_TATA_OP-UAS_DDF,0,10,12,6,3,4,12,27
348,pGPD-OP_TATA_OP-UAS_DEA,0,1,2,2,2,1,1,3
349,pGPD-OP_TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
350,pGPD-OP_TATA_OP-UAS_DEC,0,1,1,4,16,3,18,33
351,pGPD-OP_TATA_OP-UAS_DED,0,0,4,0,0,0,5,4
352,pGPD-OP_TATA_OP-UAS_DEE,0,0,0,0,0,0,0,0
353,pGPD-OP_TATA_OP-UAS_DEF,0,0,0,0,0,1,1,3
354,pGPD-OP_TATA_OP-UAS_DFA,0,2,2,0,2,0,1,4
