,Combination,P2,P3,P4,P5,P6,P7,P8,P9
27,pGPD-TATA_OP-UAS_AED,0,1,3,0,0,6,4,2
28,pGPD-TATA_OP-UAS_AEE,0,0,1,0,2,1,3,0
29,pGPD-TATA_OP-UAS_AEF,0,1,1,0,0,13,5,2
30,pGPD-TATA_OP-UAS_AFA,0,0,0,0,1,4,0,0
31,pGPD-TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
32,pGPD-TATA_OP-UAS_AFC,0,2,3,5,6,13,5,2
33,pGPD-TATA_OP-UAS_AFD,2,2,2,0,6,8,2,4
34,pGPD-TATA_OP-UAS_AFE,0,0,0,0,1,0,2,0
35,pGPD-TATA_OP-UAS_AFF,0,1,0,0,3,6,2,0
36,pGPD-TATA_OP-UAS_BAA,0,3,1,1,0,18,3,1
37,pGPD-TATA_OP-UAS_BAB,0,0,0,0,0,2,0,0
38,pGPD-TATA_OP-UAS_BAC,4,15,76,17,24,50,33,3
39,pGPD-TATA_OP-UAS_BAD,0,3,3,1,0,55,16,3
40,pGPD-TATA_OP-UAS_BAE,0,0,3,0,0,1,1,1
41,pGPD-TATA_OP-UAS_BAF,3,66,46,164,80,120,95,19
42,pGPD-TATA_OP-UAS_BBA,0,0,0,0,2,1,1,0
43,pGPD-TATA_OP-UAS_BBB,0,0,0,0,0,0,0,0
44,pGPD-TATA_OP-UAS_BBC,9,34,54,38,38,138,61,25
45,pGPD-TATA_OP-UAS_BBD,0,0,3,0,1,6,0,0
46,pGPD-TATA_OP-UAS_BBE,0,2,0,0,0,2,0,0
47,pGPD-TATA_OP-UAS_BBF,0,10,10,2,10,16,52,8
48,pGPD-TATA_OP-UAS_BCA,0,0,0,0,0,3,0,0
49,pGPD-TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
50,pGPD-TATA_OP-UAS_BCC,0,2,4,6,9,9,11,3
51,pGPD-TATA_OP-UAS_BCD,0,1,2,0,0,7,3,3
52,pGPD-TATA_OP-UAS_BCE,0,0,0,0,0,0,0,0
53,pGPD-TATA_OP-UAS_BCF,1,8,8,3,1,46,26,6
54,pGPD-TATA_OP-UAS_BDA,0,0,0,0,0,1,14,0
55,pGPD-TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
56,pGPD-TATA_OP-UAS_BDC,4,15,55,13,30,45,27,12
57,pGPD-TATA_OP-UAS_BDD,1,2,6,6,28,63,69,2
58,pGPD-TATA_OP-UAS_BDE,0,1,1,1,0,1,8,1
59,pGPD-TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
60,pGPD-TATA_OP-UAS_BEA,0,0,0,2,0,0,0,0
61,pGPD-TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
62,pGPD-TATA_OP-UAS_BEC,2,14,31,7,7,16,2,1
63,pGPD-TATA_OP-UAS_BED,0,1,2,0,8,6,2,0
64,pGPD-TATA_OP-UAS_BEE,0,2,0,0,0,0,0,0
65,pGPD-TATA_OP-UAS_BEF,1,2,7,20,5,11,34,4
66,pGPD-TATA_OP-UAS_BFA,0,0,0,2,2,0,1,0
67,pGPD-TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
68,pGPD-TATA_OP-UAS_BFC,2,1,13,13,7,12,34,2
69,pGPD-TATA_OP-UAS_BFD,0,6,3,1,4,20,5,6
70,pGPD-TATA_OP-UAS_BFE,0,0,0,0,0,1,0,0
71,pGPD-TATA_OP-UAS_BFF,0,6,3,2,5,23,2,1
72,pGPD-TATA_OP-UAS_CAA,0,0,1,0,0,3,2,2
73,pGPD-TATA_OP-UAS_CAB,0,0,0,2,0,1,1,0
74,pGPD-TATA_OP-UAS_CAC,413,343,704,1205,1259,1792,1459,11684
75,pGPD-TATA_OP-UAS_CAD,7,5,5,0,2,13,24,20
76,pGPD-TATA_OP-UAS_CAE,0,0,3,0,1,2,6,14
77,pGPD-TATA_OP-UAS_CAF,2,5,8,5,8,21,25,31
78,pGPD-TATA_OP-UAS_CBA,0,2,1,0,0,0,1,1
79,pGPD-TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
80,pGPD-TATA_OP-UAS_CBC,8,7,6,5,17,40,32,13
81,pGPD-TATA_OP-UAS_CBD,13,3,8,1,16,10,103,89
82,pGPD-TATA_OP-UAS_CBE,0,1,6,0,3,0,2,7
83,pGPD-TATA_OP-UAS_CBF,0,0,0,0,0,18,8,7
84,pGPD-TATA_OP-UAS_CCA,0,0,0,0,0,0,0,0
85,pGPD-TATA_OP-UAS_CCB,0,0,0,0,0,0,0,1
86,pGPD-TATA_OP-UAS_CCC,3,8,6,4,11,27,11,12
87,pGPD-TATA_OP-UAS_CCD,0,0,1,0,0,1,0,0
88,pGPD-TATA_OP-UAS_CCE,0,0,0,0,0,1,1,0
89,pGPD-TATA_OP-UAS_CCF,0,1,3,0,0,1,3,1
90,pGPD-TATA_OP-UAS_CDA,0,0,1,0,0,2,2,0
91,pGPD-TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
92,pGPD-TATA_OP-UAS_CDC,2,8,6,9,5,30,40,7
93,pGPD-TATA_OP-UAS_CDD,0,2,0,0,4,0,15,1
94,pGPD-TATA_OP-UAS_CDE,0,0,0,0,0,0,0,3
95,pGPD-TATA_OP-UAS_CDF,2,2,4,3,2,9,7,1
96,pGPD-TATA_OP-UAS_CEA,0,0,1,1,2,5,22,4
97,pGPD-TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
98,pGPD-TATA_OP-UAS_CEC,2,3,5,6,9,18,7,10
99,pGPD-TATA_OP-UAS_CED,0,0,3,4,2,5,1,4
100,pGPD-TATA_OP-UAS_CEE,0,0,0,0,0,0,0,0
101,pGPD-TATA_OP-UAS_CEF,0,0,4,0,0,13,2,2
102,pGPD-TATA_OP-UAS_CFA,0,1,9,0,3,128,28,1
103,pGPD-TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
104,pGPD-TATA_OP-UAS_CFC,0,1,8,4,10,6,4,6
105,pGPD-TATA_OP-UAS_CFD,0,5,2,0,1,8,2,4
106,pGPD-TATA_OP-UAS_CFE,0,0,0,0,0,0,0,0
107,pGPD-TATA_OP-UAS_CFF,0,0,0,0,0,1,5,3
108,pGPD-TATA_OP-UAS_DAA,0,0,1,0,0,4,2,0
109,pGPD-TATA_OP-UAS_DAB,0,0,0,0,1,28,0,0
110,pGPD-TATA_OP-UAS_DAC,11,23,36,24,37,507,73,6
111,pGPD-TATA_OP-UAS_DAD,962,920,1501,1943,2834,113845,17917,632
112,pGPD-TATA_OP-UAS_DAE,2,0,0,2,1,141,30,2
113,pGPD-TATA_OP-UAS_DAF,3,8,4,12,19,366,108,15
114,pGPD-TATA_OP-UAS_DBA,0,0,1,1,0,9,4,0
115,pGPD-TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
116,pGPD-TATA_OP-UAS_DBC,7,4,10,6,19,72,14,3
117,pGPD-TATA_OP-UAS_DBD,0,3,19,8,4,55,16,3
118,pGPD-TATA_OP-UAS_DBE,0,0,2,0,0,0,0,0
119,pGPD-TATA_OP-UAS_DBF,0,2,8,4,4,29,2,3
120,pGPD-TATA_OP-UAS_DCA,0,1,1,0,0,22,10,11
121,pGPD-TATA_OP-UAS_DCB,0,0,0,0,0,2,2,0
122,pGPD-TATA_OP-UAS_DCC,1,4,17,3,13,76,37,1
123,pGPD-TATA_OP-UAS_DCD,0,0,6,5,2,68,37,5
124,pGPD-TATA_OP-UAS_DCE,0,0,2,0,0,0,0,0
125,pGPD-TATA_OP-UAS_DCF,0,0,3,12,1,16,4,1
126,pGPD-TATA_OP-UAS_DDA,0,1,3,0,2,8,1,1
127,pGPD-TATA_OP-UAS_DDB,0,0,0,0,0,0,0,0
128,pGPD-TATA_OP-UAS_DDC,1,6,21,21,7,37,10,4
129,pGPD-TATA_OP-UAS_DDD,3,3,1,1,1,18,8,7
130,pGPD-TATA_OP-UAS_DDE,0,1,0,1,1,1,1,0
131,pGPD-TATA_OP-UAS_DDF,1,3,3,2,2,30,15,12
132,pGPD-TATA_OP-UAS_DEA,1,1,1,2,0,18,4,1
133,pGPD-TATA_OP-UAS_DEB,0,0,0,1,0,1,0,0
134,pGPD-TATA_OP-UAS_DEC,3,7,4,3,13,54,14,1
135,pGPD-TATA_OP-UAS_DED,30,2,3,2,2,22,6,2
136,pGPD-TATA_OP-UAS_DEE,0,0,0,0,0,0,0,0
137,pGPD-TATA_OP-UAS_DEF,0,0,3,0,0,8,5,1
138,pGPD-TATA_OP-UAS_DFA,0,7,0,1,1,8,1,0
139,pGPD-TATA_OP-UAS_DFB,0,0,0,0,0,0,0,0
140,pGPD-TATA_OP-UAS_DFC,1,5,7,21,37,85,10,3
141,pGPD-TATA_OP-UAS_DFD,0,4,3,0,2,24,10,3
142,pGPD-TATA_OP-UAS_DFE,0,0,1,0,0,2,0,0
143,pGPD-TATA_OP-UAS_DFF,0,4,5,1,1,24,3,1
144,pGPD-TATA_OP-UAS_EAA,0,0,0,0,0,0,0,0
145,pGPD-TATA_OP-UAS_EAB,0,0,0,0,0,0,0,0
146,pGPD-TATA_OP-UAS_EAC,0,9,16,2,10,24,35,3
147,pGPD-TATA_OP-UAS_EAD,0,1,1,2,2,37,41,10
148,pGPD-TATA_OP-UAS_EAE,0,0,1,1,0,0,0,0
149,pGPD-TATA_OP-UAS_EAF,1,0,4,6,8,42,52,9
150,pGPD-TATA_OP-UAS_EBA,0,1,2,0,0,4,2,0
151,pGPD-TATA_OP-UAS_EBB,0,0,0,1,0,2,0,0
152,pGPD-TATA_OP-UAS_EBC,3,12,9,11,15,38,15,2
153,pGPD-TATA_OP-UAS_EBD,0,6,4,0,3,7,8,0
154,pGPD-TATA_OP-UAS_EBE,0,0,0,0,0,2,0,0
155,pGPD-TATA_OP-UAS_EBF,2,5,2,6,3,25,93,14
156,pGPD-TATA_OP-UAS_ECA,0,0,1,0,0,2,1,0
157,pGPD-TATA_OP-UAS_ECB,0,0,1,0,0,0,0,0
158,pGPD-TATA_OP-UAS_ECC,1,7,1,2,7,32,66,7
159,pGPD-TATA_OP-UAS_ECD,0,1,0,0,2,34,2,1
160,pGPD-TATA_OP-UAS_ECE,0,0,0,0,0,0,4,0
161,pGPD-TATA_OP-UAS_ECF,0,2,1,6,1,1,10,0
162,pGPD-TATA_OP-UAS_EDA,0,0,0,0,0,1,0,0
163,pGPD-TATA_OP-UAS_EDB,0,0,0,0,0,0,0,0
164,pGPD-TATA_OP-UAS_EDC,1,5,16,11,11,26,9,3
165,pGPD-TATA_OP-UAS_EDD,0,3,9,22,3,17,62,3
166,pGPD-TATA_OP-UAS_EDE,0,0,0,0,0,3,15,0
167,pGPD-TATA_OP-UAS_EDF,0,1,2,0,0,8,4,3
168,pGPD-TATA_OP-UAS_EEA,0,2,0,1,0,2,2,0
169,pGPD-TATA_OP-UAS_EEB,0,0,0,0,0,0,0,0
170,pGPD-TATA_OP-UAS_EEC,0,2,6,0,6,9,6,6
171,pGPD-TATA_OP-UAS_EED,0,4,3,0,0,2,0,1
172,pGPD-TATA_OP-UAS_EEE,0,0,0,0,0,0,1,0
173,pGPD-TATA_OP-UAS_EEF,2,0,6,6,4,34,29,6
174,pGPD-TATA_OP-UAS_EFA,0,0,0,0,1,5,0,0
175,pGPD-TATA_OP-UAS_EFB,0,0,0,0,0,0,0,0
176,pGPD-TATA_OP-UAS_EFC,0,0,5,6,10,24,10,5
177,pGPD-TATA_OP-UAS_EFD,0,0,4,1,1,5,3,0
178,pGPD-TATA_OP-UAS_EFE,0,0,0,0,0,6,0,0
179,pGPD-TATA_OP-UAS_EFF,0,0,2,2,0,8,5,0
180,pGPD-TATA_OP-UAS_FAA,0,6,6,6,0,4,0,0
181,pGPD-TATA_OP-UAS_FAB,1,0,3,3,0,0,0,0
182,pGPD-TATA_OP-UAS_FAC,5,31,152,67,24,56,42,13
183,pGPD-TATA_OP-UAS_FAD,2,17,43,15,3,39,4,3
184,pGPD-TATA_OP-UAS_FAE,1,0,15,5,2,2,0,0
185,pGPD-TATA_OP-UAS_FAF,229,1399,10432,8024,467,299,150,55
186,pGPD-TATA_OP-UAS_FBA,0,0,3,5,0,1,0,0
187,pGPD-TATA_OP-UAS_FBB,0,0,0,0,0,0,0,0
188,pGPD-TATA_OP-UAS_FBC,6,39,199,73,33,285,68,16
189,pGPD-TATA_OP-UAS_FBD,0,1,5,8,4,9,16,6
190,pGPD-TATA_OP-UAS_FBE,0,1,1,4,0,0,1,0
191,pGPD-TATA_OP-UAS_FBF,3,4,9,4,2,14,21,7
192,pGPD-TATA_OP-UAS_FCA,0,0,2,3,0,0,0,0
193,pGPD-TATA_OP-UAS_FCB,0,0,0,0,0,0,0,0
194,pGPD-TATA_OP-UAS_FCC,1,3,4,2,5,12,10,3
195,pGPD-TATA_OP-UAS_FCD,0,1,4,1,0,4,16,0
196,pGPD-TATA_OP-UAS_FCE,0,1,0,0,0,4,3,0
197,pGPD-TATA_OP-UAS_FCF,0,4,5,5,2,8,13,4
198,pGPD-TATA_OP-UAS_FDA,3,0,0,0,0,3,0,0
199,pGPD-TATA_OP-UAS_FDB,0,0,0,0,0,0,0,0
200,pGPD-TATA_OP-UAS_FDC,0,8,24,12,7,14,14,2
201,pGPD-TATA_OP-UAS_FDD,0,1,1,0,1,0,3,0
202,pGPD-TATA_OP-UAS_FDE,0,0,0,0,0,1,0,0
203,pGPD-TATA_OP-UAS_FDF,0,0,17,3,4,8,2,1
204,pGPD-TATA_OP-UAS_FEA,0,0,0,0,0,0,0,0
205,pGPD-TATA_OP-UAS_FEB,0,0,0,0,0,0,0,0
206,pGPD-TATA_OP-UAS_FEC,1,9,17,11,8,18,38,9
207,pGPD-TATA_OP-UAS_FED,0,1,0,1,0,2,1,0
208,pGPD-TATA_OP-UAS_FEE,0,0,0,0,0,0,0,0
209,pGPD-TATA_OP-UAS_FEF,0,1,0,1,1,15,11,0
210,pGPD-TATA_OP-UAS_FFA,0,0,0,0,2,5,38,3
211,pGPD-TATA_OP-UAS_FFB,0,0,0,0,0,0,0,1
212,pGPD-TATA_OP-UAS_FFC,0,0,6,1,1,2,0,0
213,pGPD-TATA_OP-UAS_FFD,0,0,0,2,0,0,1,0
214,pGPD-TATA_OP-UAS_FFE,0,0,0,1,2,10,0,0
215,pGPD-TATA_OP-UAS_FFF,1,2,6,1,1,13,2,2
216,pGPD-OP_TATA_OP-UAS_AAA,0,0,0,0,0,0,0,0
217,pGPD-OP_TATA_OP-UAS_AAB,0,0,0,0,0,0,0,1
218,pGPD-OP_TATA_OP-UAS_AAC,7,5,4,10,11,14,21,37
219,pGPD-OP_TATA_OP-UAS_AAD,0,0,0,1,1,1,1,2
220,pGPD-OP_TATA_OP-UAS_AAE,0,0,1,0,0,1,1,0
221,pGPD-OP_TATA_OP-UAS_AAF,1,9,7,2,3,11,12,20
222,pGPD-OP_TATA_OP-UAS_ABA,0,0,0,1,0,0,0,2
223,pGPD-OP_TATA_OP-UAS_ABB,0,0,0,0,0,0,0,0
224,pGPD-OP_TATA_OP-UAS_ABC,6,16,11,22,34,41,48,47
225,pGPD-OP_TATA_OP-UAS_ABD,3,9,3,12,5,10,26,38
226,pGPD-OP_TATA_OP-UAS_ABE,0,0,0,0,3,5,1,3
227,pGPD-OP_TATA_OP-UAS_ABF,0,4,7,6,1,12,9,15
228,pGPD-OP_TATA_OP-UAS_ACA,0,2,1,0,1,2,2,6
229,pGPD-OP_TATA_OP-UAS_ACB,0,0,0,0,0,0,0,0
230,pGPD-OP_TATA_OP-UAS_ACC,8,18,11,11,29,21,18,53
231,pGPD-OP_TATA_OP-UAS_ACD,3,7,4,3,7,36,21,12
232,pGPD-OP_TATA_OP-UAS_ACE,0,2,1,0,3,3,1,7
233,pGPD-OP_TATA_OP-UAS_ACF,1,7,2,5,5,2,16,21
234,pGPD-OP_TATA_OP-UAS_ADA,0,0,0,0,0,0,1,3
235,pGPD-OP_TATA_OP-UAS_ADB,0,0,0,0,0,0,0,0
236,pGPD-OP_TATA_OP-UAS_ADC,18,28,43,23,45,48,38,79
237,pGPD-OP_TATA_OP-UAS_ADD,1,3,10,20,3,8,10,26
238,pGPD-OP_TATA_OP-UAS_ADE,0,0,0,0,0,0,3,4
239,pGPD-OP_TATA_OP-UAS_ADF,5,3,12,6,22,14,26,36
240,pGPD-OP_TATA_OP-UAS_AEA,4,5,3,2,9,5,13,39
241,pGPD-OP_TATA_OP-UAS_AEB,1,2,3,4,1,4,3,28
242,pGPD-OP_TATA_OP-UAS_AEC,17,30,20,35,45,28,34,107
243,pGPD-OP_TATA_OP-UAS_AED,5,8,12,6,9,28,57,73
244,pGPD-OP_TATA_OP-UAS_AEE,3,4,4,5,7,6,13,38
245,pGPD-OP_TATA_OP-UAS_AEF,2046,2614,3977,4837,5142,8224,13504,45961
246,pGPD-OP_TATA_OP-UAS_AFA,0,2,1,1,0,2,2,2
247,pGPD-OP_TATA_OP-UAS_AFB,0,0,0,0,0,0,0,0
248,pGPD-OP_TATA_OP-UAS_AFC,17,3,16,5,17,22,25,44
249,pGPD-OP_TATA_OP-UAS_AFD,1,3,8,5,5,28,15,20
250,pGPD-OP_TATA_OP-UAS_AFE,0,0,0,0,0,0,0,1
251,pGPD-OP_TATA_OP-UAS_AFF,0,10,4,3,9,13,4,13
252,pGPD-OP_TATA_OP-UAS_BAA,0,0,0,0,0,0,0,1
253,pGPD-OP_TATA_OP-UAS_BAB,0,0,0,0,0,0,0,0
254,pGPD-OP_TATA_OP-UAS_BAC,0,10,10,26,28,17,7,16
255,pGPD-OP_TATA_OP-UAS_BAD,0,4,3,1,4,11,1,4
256,pGPD-OP_TATA_OP-UAS_BAE,1,0,0,0,0,2,1,1
257,pGPD-OP_TATA_OP-UAS_BAF,1,6,5,1,6,15,5,10
258,pGPD-OP_TATA_OP-UAS_BBA,0,1,0,0,0,0,0,0
259,pGPD-OP_TATA_OP-UAS_BBB,0,0,0,0,0,0,0,1
260,pGPD-OP_TATA_OP-UAS_BBC,3,11,12,19,45,48,27,17
261,pGPD-OP_TATA_OP-UAS_BBD,0,7,4,4,22,8,7,9
262,pGPD-OP_TATA_OP-UAS_BBE,1,3,0,0,1,5,1,1
263,pGPD-OP_TATA_OP-UAS_BBF,3,5,6,4,14,10,74,22
264,pGPD-OP_TATA_OP-UAS_BCA,1,0,0,0,0,8,0,4
265,pGPD-OP_TATA_OP-UAS_BCB,0,0,0,0,0,0,0,0
266,pGPD-OP_TATA_OP-UAS_BCC,0,9,0,3,9,11,5,7
267,pGPD-OP_TATA_OP-UAS_BCD,14,22,52,46,23,149,113,671
268,pGPD-OP_TATA_OP-UAS_BCE,0,0,0,0,0,1,0,3
269,pGPD-OP_TATA_OP-UAS_BCF,0,2,3,0,3,6,3,2
270,pGPD-OP_TATA_OP-UAS_BDA,0,0,0,0,1,0,2,1
271,pGPD-OP_TATA_OP-UAS_BDB,0,0,0,0,0,0,0,0
272,pGPD-OP_TATA_OP-UAS_BDC,10,13,24,23,26,12,19,7
273,pGPD-OP_TATA_OP-UAS_BDD,0,1,4,0,6,1,7,8
274,pGPD-OP_TATA_OP-UAS_BDE,0,0,0,0,0,0,1,4
275,pGPD-OP_TATA_OP-UAS_BDF,0,0,0,0,0,0,0,0
276,pGPD-OP_TATA_OP-UAS_BEA,0,2,0,0,8,13,2,0
277,pGPD-OP_TATA_OP-UAS_BEB,0,0,0,0,0,0,0,0
278,pGPD-OP_TATA_OP-UAS_BEC,1,9,5,5,14,14,25,14
279,pGPD-OP_TATA_OP-UAS_BED,2,2,3,0,13,9,2,11
280,pGPD-OP_TATA_OP-UAS_BEE,0,0,0,0,0,0,0,1
281,pGPD-OP_TATA_OP-UAS_BEF,0,9,2,3,10,12,1,4
282,pGPD-OP_TATA_OP-UAS_BFA,25,2,3,0,11,3,0,60
283,pGPD-OP_TATA_OP-UAS_BFB,0,0,0,0,0,0,0,0
284,pGPD-OP_TATA_OP-UAS_BFC,0,8,9,1,11,12,6,10
285,pGPD-OP_TATA_OP-UAS_BFD,0,6,2,1,3,14,5,5
286,pGPD-OP_TATA_OP-UAS_BFE,0,0,1,0,0,2,0,1
287,pGPD-OP_TATA_OP-UAS_BFF,0,2,0,0,1,5,0,0
288,pGPD-OP_TATA_OP-UAS_CAA,0,0,2,0,0,0,0,0
289,pGPD-OP_TATA_OP-UAS_CAB,0,0,0,0,0,0,0,0
290,pGPD-OP_TATA_OP-UAS_CAC,0,7,7,5,13,33,28,26
291,pGPD-OP_TATA_OP-UAS_CAD,0,5,4,0,1,3,6,5
292,pGPD-OP_TATA_OP-UAS_CAE,0,1,0,0,0,6,1,0
293,pGPD-OP_TATA_OP-UAS_CAF,0,5,0,0,2,15,9,5
294,pGPD-OP_TATA_OP-UAS_CBA,0,0,1,0,0,0,1,2
295,pGPD-OP_TATA_OP-UAS_CBB,0,0,0,0,0,0,0,0
296,pGPD-OP_TATA_OP-UAS_CBC,0,13,5,3,23,30,12,22
297,pGPD-OP_TATA_OP-UAS_CBD,0,1,5,0,3,4,7,9
298,pGPD-OP_TATA_OP-UAS_CBE,1,1,2,0,0,2,4,0
299,pGPD-OP_TATA_OP-UAS_CBF,0,0,4,1,1,4,5,2
300,pGPD-OP_TATA_OP-UAS_CCA,0,0,1,0,0,0,0,1
301,pGPD-OP_TATA_OP-UAS_CCB,0,0,0,0,0,0,0,0
302,pGPD-OP_TATA_OP-UAS_CCC,0,3,2,0,5,6,1,13
303,pGPD-OP_TATA_OP-UAS_CCD,0,3,2,0,1,3,1,2
304,pGPD-OP_TATA_OP-UAS_CCE,0,0,0,0,0,0,1,0
305,pGPD-OP_TATA_OP-UAS_CCF,0,0,7,0,1,1,0,4
306,pGPD-OP_TATA_OP-UAS_CDA,0,0,1,0,1,5,0,1
307,pGPD-OP_TATA_OP-UAS_CDB,0,0,0,0,0,0,0,0
308,pGPD-OP_TATA_OP-UAS_CDC,1,5,2,5,23,21,5,11
309,pGPD-OP_TATA_OP-UAS_CDD,1,3,1,3,3,5,5,9
310,pGPD-OP_TATA_OP-UAS_CDE,0,2,0,0,0,0,0,0
311,pGPD-OP_TATA_OP-UAS_CDF,0,2,8,2,0,5,7,7
312,pGPD-OP_TATA_OP-UAS_CEA,0,0,0,0,0,0,0,1
313,pGPD-OP_TATA_OP-UAS_CEB,0,0,0,0,0,0,0,0
314,pGPD-OP_TATA_OP-UAS_CEC,0,4,5,9,11,6,1,12
315,pGPD-OP_TATA_OP-UAS_CED,0,3,1,1,2,6,0,0
316,pGPD-OP_TATA_OP-UAS_CEE,0,0,0,0,0,0,0,0
317,pGPD-OP_TATA_OP-UAS_CEF,0,1,2,1,0,5,2,4
318,pGPD-OP_TATA_OP-UAS_CFA,0,1,1,2,5,3,2,1
319,pGPD-OP_TATA_OP-UAS_CFB,0,0,0,0,0,0,0,0
320,pGPD-OP_TATA_OP-UAS_CFC,1,2,2,3,9,8,18,4
321,pGPD-OP_TATA_OP-UAS_CFD,0,4,4,1,4,6,7,16
322,pGPD-OP_TATA_OP-UAS_CFE,0,0,0,0,0,0,0,1
323,pGPD-OP_TATA_OP-UAS_CFF,0,1,0,0,1,12,3,8
324,pGPD-OP_TATA_OP-UAS_DAA,0,0,0,0,0,0,0,0
325,pGPD-OP_TATA_OP-UAS_DAB,0,0,0,0,0,0,0,0
326,pGPD-OP_TATA_OP-UAS_DAC,1,5,27,2,23,25,19,17
327,pGPD-OP_TATA_OP-UAS_DAD,1,2,0,3,5,297,27,2
328,pGPD-OP_TATA_OP-UAS_DAE,0,0,0,0,0,0,0,0
329,pGPD-OP_TATA_OP-UAS_DAF,0,7,4,1,6,28,8,3
330,pGPD-OP_TATA_OP-UAS_DBA,0,1,0,0,2,3,4,2
331,pGPD-OP_TATA_OP-UAS_DBB,0,0,0,0,0,0,0,0
332,pGPD-OP_TATA_OP-UAS_DBC,0,10,9,12,30,26,10,14
333,pGPD-OP_TATA_OP-UAS_DBD,3,2,2,3,1,13,38,14
334,pGPD-OP_TATA_OP-UAS_DBE,0,1,1,0,0,4,1,0
335,pGPD-OP_TATA_OP-UAS_DBF,0,2,5,0,4,15,28,7
336,pGPD-OP_TATA_OP-UAS_DCA,0,0,2,0,0,3,2,0
337,pGPD-OP_TATA_OP-UAS_DCB,0,0,0,0,0,0,0,0
338,pGPD-OP_TATA_OP-UAS_DCC,0,5,5,2,9,15,3,10
339,pGPD-OP_TATA_OP-UAS_DCD,0,4,2,0,1,4,7,1
340,pGPD-OP_TATA_OP-UAS_DCE,0,0,0,0,0,0,0,0
341,pGPD-OP_TATA_OP-UAS_DCF,0,0,1,0,1,2,5,0
342,pGPD-OP_TATA_OP-UAS_DDA,0,0,1,0,0,4,1,3
343,pGPD-OP_TATA_OP-UAS_DDB,4,0,0,0,0,0,0,0
344,pGPD-OP_TATA_OP-UAS_DDC,1,4,12,3,17,9,7,6
345,pGPD-OP_TATA_OP-UAS_DDD,0,3,3,1,3,1,7,3
346,pGPD-OP_TATA_OP-UAS_DDE,0,0,0,0,0,3,0,0
347,pGPD-OP_TATA_OP-UAS_DDF,0,13,10,4,12,19,15,22
348,pGPD-OP_TATA_OP-UAS_DEA,1,1,1,0,5,6,2,0
349,pGPD-OP_TATA_OP-UAS_DEB,0,0,0,0,0,0,0,0
350,pGPD-OP_TATA_OP-UAS_DEC,2,5,7,0,14,17,34,4
351,pGPD-OP_TATA_OP-UAS_DED,2,1,1,1,0,2,6,5
352,pGPD-OP_TATA_OP-UAS_DEE,0,0,0,0,0,0,0,1
353,pGPD-OP_TATA_OP-UAS_DEF,0,0,1,1,0,1,4,2
354,pGPD-OP_TATA_OP-UAS_DFA,0,0,0,0,0,0,0,0
